City,Road_Count,Industrial_Count,Farmland_Count,Landfill_Count,Dump_Site_Count,Recycling_Count,Green_Area_Count
Sargodha,1360,1,0,0,0,0,0
Weifang,303,1,0,0,0,0,31
Warrington,1350,42,4,1,1,5,217
Schoningen,329,10,64,1,0,17,104
Schwerin,672,5,1,0,4,44,76
Seaford,420,5,11,0,1,0,12
Sedam,257,3,0,0,0,0,0
Schwalmtal,323,28,271,0,0,5,266
Sarzana,643,4,53,1,4,21,62
Selargius,1355,4,33,0,0,0,68
Seravezza,192,9,8,0,0,0,14
Shankargarh,17,0,0,0,0,0,0
Schwerte,686,9,46,0,0,25,72
Shirpur,4,0,0,0,0,0,0
Sesheke,276,0,3,0,0,0,3
Shimoga,5,0,0,0,0,0,0
Silay,872,1,62,0,0,0,3
Shwebo,195,0,0,0,0,0,0
Sirumugai,846,0,0,0,0,0,0
Triandria,2128,1,1,0,35,62,18
Sioux Falls,746,11,0,0,0,6,0
San Francisco El Alto,272,0,2,0,0,0,1
Tuquerres,307,0,0,0,0,0,0
San Pascual,30,0,0,0,0,0,11
Ulundurpettai,55,0,0,0,0,0,0
Santo Angelo,713,3,0,0,0,0,4
Sohna,98,0,0,0,0,0,0
San Luis De La Paz,0,0,0,0,0,0,0
Sao Mamede De Infesta,1457,37,87,0,48,149,139
Glasgow,1444,51,0,0,32,95,197
Sar E Pul,0,0,0,0,0,0,0
Grenoble,2442,21,3,0,35,311,82
Graulhet,401,12,3,0,0,1,8
Gongzhuling,16,0,0,0,0,0,0
Sangamner,4,0,0,0,0,0,1
Guaimaca,168,4,6,0,0,0,6
Hanson,43,0,4,0,0,0,0
Gyoda,984,3,23,0,0,0,45
Hammonton,203,15,23,0,0,0,33
Hajnowka,305,12,22,0,0,0,26
Harsin,556,0,1,0,0,0,0
Harpalpur,56,0,0,0,0,0,1
Hatsukaichi,1017,19,0,0,1,1,48
Herbrechtingen,574,5,61,1,0,12,139
Henin Beaumont,1601,12,21,8,1,16,213
Hershey,351,2,2,0,8,0,30
Hingorja,81,0,21,0,0,0,0
Hildesheim,1325,5,15,1,1,36,99
Heywood,765,34,247,1,0,0,138
Guaira,660,1,0,0,0,0,26
Hialeah Gardens,980,3,0,1,1,0,0
Horten,344,3,41,0,0,11,116
Hun,246,25,48,0,0,4,43
Hollywood,1597,1,0,0,0,0,7
Isahaya,1377,0,20,0,0,0,23
Itacare,176,0,0,0,0,0,55
Hlotse,164,8,16,0,0,0,121
Itaugua,610,5,0,0,0,0,2
Jarabacoa,761,0,37,0,0,0,10
Itapecerica Da Serra,741,1,1,0,0,0,49
Japeri,334,0,0,0,0,0,2
Jardim,210,0,0,0,0,0,0
Jandira,1154,10,0,0,0,0,38
Jatni,116,0,0,0,0,0,0
Kabinda,2,0,0,0,0,0,0
Jasmine Estates,696,6,0,0,2,0,58
Jiexiu,28,0,0,0,0,0,1
Jarjis,2,0,0,0,0,0,0
Juegang,164,1,0,0,0,0,0
Kaimganj,1,0,0,0,0,0,0
Kambam,243,0,0,0,0,0,0
Kambove,530,2,0,2,0,0,2
San Juan De Aznalfarache,1439,10,4,1,0,29,184
Kasumigaura,182,1,97,0,0,0,52
Kedainiai,214,10,22,0,25,34,168
Khairpur Nathan Shah,155,0,0,0,0,0,0
Khudaganj,5,0,0,0,0,0,0
Sanandaj,1988,2,0,0,0,0,8
Kempen,904,58,173,0,2,36,133
Kirensk,144,8,0,0,0,0,17
Kisesa,18,0,0,0,0,0,0
Khust,295,12,11,0,8,0,39
Kirtipur,1035,5,88,0,2,0,34
Kishiwada,1602,14,43,0,10,0,22
Kolpino,23,0,0,0,0,1,19
Kissing,375,7,221,0,9,17,206
Krivyanskaya,67,1,1,0,0,0,10
Kranj,806,10,139,0,1,18,295
Kriftel,843,5,119,0,0,44,42
Kushima,386,1,119,0,0,0,69
Koniz,723,22,26,0,2,33,65
La Garde,232,1,2,0,0,29,44
La Mesa,1190,9,0,0,0,0,7
Lakota,39,0,0,0,0,0,0
Lansing,751,9,0,0,6,4,20
Le Havre,1515,3,0,0,5,117,23
Lanzhou,692,3,0,0,0,0,19
Lamas,0,0,0,0,0,0,0
Las Rosas,323,0,0,0,0,0,0
Lajosmizse,201,19,4,0,2,8,40
Latacunga,1177,8,2,0,0,0,3
Hopkins,96,2,0,0,0,0,1
Leca Da Palmeira,1088,49,99,0,92,111,107
Lenger,8,0,0,0,0,0,1
Lengshuijiang,60,1,0,0,0,0,1
Leshan,165,0,0,0,0,0,1
Little Chute,424,16,5,1,2,3,15
Lindenwold,668,1,2,0,1,0,35
Liepaja,591,19,0,0,16,12,12
Los Reyes,1751,9,2,0,0,0,2
Liedekerke,574,4,107,0,0,7,559
Lubliniec,78,6,12,0,0,0,64
Ludlow,289,19,205,0,1,4,156
Marietta,944,4,0,0,0,1,9
Lukoyanov,174,19,5,0,0,0,55
Marzuq,5,0,0,0,0,0,0
Machala,120,0,0,0,0,0,0
Maurepas,40,0,3,0,0,0,5
Matoury,376,3,0,0,0,17,95
Melong,376,0,5,0,0,0,6
Menongue,639,1,0,0,0,0,5
Mineros,311,3,0,0,0,0,0
Kitob,531,3,0,0,0,0,1
Milanowek,593,30,34,0,37,6,428
Kontich,815,13,34,0,0,24,193
Mittweida,545,12,49,1,1,13,109
Mission Viejo,1039,1,0,0,0,0,1
Moguer,365,2,0,0,1,0,0
Moissac,403,13,17,0,19,33,134
Mingaora,388,0,57,0,0,0,10
Molina De Segura,856,13,0,0,0,0,1
Mongagua,282,1,0,0,0,0,3
Monte Patria,205,2,31,0,0,0,1
Nagyatad,170,9,3,0,0,6,18
Muggia,377,18,219,0,0,1,412
Munhall,624,7,0,0,0,0,28
Nandu,49,1,0,0,0,0,0
Najibabad,0,0,0,0,0,0,0
Nakama,550,2,44,0,0,0,25
Nandyal,879,1,1,0,2,0,2
Linda,24,0,35,0,0,0,84
Natividade,273,0,0,0,0,0,3
Nanyuki,545,1,0,0,0,0,2
Longonjo,73,0,0,0,0,0,0
Llanera,101,3,0,0,0,3,9
Newcastle Upon Tyne,1612,18,0,0,0,13,187
Livonia,481,31,0,1,0,2,6
Narang,0,0,0,0,0,0,0
Nayudupeta,140,0,0,0,0,0,0
Neerijnen,186,4,48,0,0,2,278
Navan,98,6,22,0,1,0,27
Nobeoka,1067,8,43,0,0,0,59
Nogir,270,16,5,0,0,0,5
Neubrandenburg,841,8,2,0,38,72,592
Nueva Gerona,347,22,9,1,0,0,9
Nukus,463,27,9,0,38,3,897
Northbrook,606,2,1,0,8,0,23
North Amityville,780,8,0,0,0,0,69
Numazu,1240,9,16,0,0,0,38
North Canton,501,3,0,0,0,0,58
Nurmijarvi,277,7,126,0,2,1,100
Novate Milanese,1359,77,48,0,0,32,22
Oeiras,1974,5,20,0,3,28,284
Obera,1132,6,1,0,6,0,34
Nunspeet,15,0,2,0,1,1,803
Falesti,272,7,8,1,0,0,14
Oiso,389,1,27,0,0,2,34
Fergus,0,0,0,0,0,0,14
Foster City,1091,4,0,0,0,1,0
Esztergom,968,8,27,0,1,15,146
Geldern,18,0,2,0,0,0,280
Euskirchen,976,30,101,0,0,99,156
Ghogha,116,2,0,0,0,0,0
Genhe,2,0,0,0,0,0,0
Datteln,535,8,62,1,14,14,165
Decatur,683,10,0,0,20,0,14
Deerlijk,457,39,191,0,0,4,493
Dentsville,418,2,0,0,0,0,85
Demirci,25,0,0,0,0,0,0
Devrek,165,0,0,0,0,0,2
Deoranian,11,0,0,0,0,0,0
Dison,758,8,29,0,0,5,745
New Cassel,913,7,0,0,1,0,94
East Ridge,609,0,0,0,0,0,13
Draguignan,1006,9,2,0,2,26,23
Ejea De Los Caballeros,434,3,2,0,0,4,3
Gazalkent,101,5,33,0,1,0,66
Freudenberg,345,8,7,0,0,25,63
Elk Grove,894,3,3,0,3,0,22
Dandong,280,4,0,0,0,0,5
Madhipura,222,0,15,1,0,0,13
Magadi,191,0,0,0,0,0,0
Majitha,213,2,0,0,0,0,0
Delijan,952,3,0,0,0,1,9
Mananara,1,0,65,0,0,0,0
Maia,1325,47,163,2,11,38,137
Manikganj,20,0,0,0,0,0,2
Baia Sprie,185,3,5,0,0,0,7
Mandalay,1691,0,0,0,0,1,0
Barquisimeto,1028,1,1,0,0,0,5
Bellefontaine,45,0,2,0,0,0,27
Dolhasca,80,0,7,0,0,0,6
Beri,6,0,0,0,0,0,0
Beruni,397,17,487,0,0,0,60
Bhuvanagiri,1127,0,1,0,0,0,0
Berlare,347,5,136,0,0,6,308
Bhinga,81,0,0,0,0,0,1
Ebersberg,359,3,119,0,0,16,277
Big Rapids,176,0,1,0,0,1,8
Bobonong,867,1,1,0,0,0,0
Bihoro,271,2,26,0,0,1,28
Bogalusa,292,4,0,0,0,0,0
Bolzano,99,2,2,0,0,1,111
Bonoua,533,2,0,0,0,0,0
El Balyana,602,0,3,0,0,0,11
Borjomi,183,7,0,1,8,0,11
Brooks,12,0,0,0,0,0,0
Bremerton,530,0,0,0,1,1,22
Brunswick,2069,21,1,0,9,116,38
Brook Park,30,0,0,0,0,0,0
Bossier City,583,4,0,0,5,0,3
Bumba,229,2,0,0,0,0,0
Caen,2351,6,2,0,12,359,106
Buxtehude,618,10,19,0,1,23,100
Cannes,1323,1,1,0,6,24,4
Bussolengo,678,4,49,0,2,1,24
Bystrzyca Klodzka,257,7,56,1,0,0,133
Malpura,29,1,0,0,0,0,0
Carlisle,1184,16,66,0,1,8,152
Barabai,474,1,22,0,0,0,7
Capilla De Guadalupe,365,0,0,0,0,0,0
Carugate,396,44,96,1,0,2,27
Carpinteria,326,6,3,0,8,0,5
Caselle Torinese,362,7,51,0,1,1,28
Catu,361,0,0,0,0,0,0
Catumbela,138,1,28,0,0,0,0
Castrovillari,667,4,92,0,0,0,9
Channapatna,504,3,0,0,0,0,0
Chinnammanur,0,0,0,0,0,0,0
Cetraro,201,6,25,0,0,0,41
Chuguyevka,108,1,0,0,0,0,10
Abaetetuba,519,1,0,0,0,0,8
Aalborg,1980,20,0,0,36,217,93
Acushnet,409,0,0,0,0,0,1
Chuncheng,164,0,1,0,0,0,0
Dejen,0,0,0,0,0,0,0
Agua Dulce,158,0,1,0,0,0,0
Buchs,607,17,49,2,15,9,99
Agrinion,1441,5,24,0,0,0,5
Albertirsa,239,3,6,1,0,6,20
Alcabideche,937,35,55,1,7,15,698
Aleksandrovskoye,134,15,1,0,0,0,130
Cairo Montenotte,257,9,130,0,0,0,36
Altamonte Springs,739,1,0,0,0,0,25
Ambasamudram,253,4,0,0,0,0,0
Amloh,292,9,0,0,0,0,1
Andes,156,0,0,0,0,0,1
Chuzhou,172,4,0,0,0,0,2
Amsterdam,3235,9,0,0,222,346,374
Bukan,1788,4,0,0,0,0,14
Arahal,423,8,0,0,1,2,0
Aurillac,801,6,0,0,1,17,16
Ayapel,364,0,1,0,0,0,2
Asahi,595,2,48,0,0,0,29
Dapaong,739,0,1,3,0,0,4
Azogues,59,0,0,0,0,0,0
Babra,317,10,0,0,0,0,0
Asgabat,29,0,0,0,0,0,85
Coalville,702,5,1,0,0,3,57
Coamo,261,0,0,0,0,0,0
Conceicao Do Araguaia,338,0,0,0,0,0,1
Cotabato,18,0,0,0,0,0,0
Copparo,419,9,19,0,0,3,3
Rupnagar,11,0,0,0,0,0,0
Daigo,140,0,3,0,0,0,10
Ruvo Di Puglia,573,18,54,0,0,0,3
Rylsk,227,24,5,0,0,0,155
Saga,663,13,170,0,0,0,51
Saint Ouen,116,6,38,0,0,1,79
Randfontein,648,5,0,2,0,0,2
Sakai,1554,16,46,0,5,0,133
Sala,2368,3,0,0,0,2,28
Reda,288,35,8,0,8,1,92
Rehburg Loccum,163,3,66,0,1,4,122
Aldan,201,39,1,0,0,0,88
Ribeirao Das Neves,712,1,1,0,0,0,9
Ribeiropolis,223,1,0,0,0,0,3
Ribeirao,418,1,1,0,0,0,11
Algarrobo,116,7,66,0,0,1,32
Rio Pardo,392,3,0,0,0,0,9
Rio De Janeiro,1606,10,0,0,5,0,44
Placentia,40,1,0,0,0,0,38
Riviera Beach,664,2,0,0,0,0,5
Alleroy,295,0,0,0,0,0,10
Rio Gallegos,0,0,0,0,0,0,0
Ron,93,3,69,0,0,6,77
Pirganj,77,3,0,0,0,0,0
Rolla,584,1,0,0,0,2,2
Pogar,234,11,0,0,0,0,3
Pogranichnyy,18,1,0,0,0,0,13
Polysayevo,267,8,4,0,0,0,19
Polonnaruwa,46,0,13,0,0,0,0
Port Saint Lucie,532,0,0,0,0,0,2
Pontedera,748,10,29,0,0,6,13
Rajpur,1813,1,0,0,0,0,0
Primero De Enero,150,6,35,0,0,0,2
Purushottampur,159,0,0,0,0,0,0
Pratteln,663,15,36,0,0,8,67
Ahmadnagar,11,0,0,0,0,0,0
Rajmahal,26,1,1,0,0,0,0
Aguascalientes,1960,2,0,0,0,1,16
Radzyn Podlaski,320,9,107,0,0,0,50
Orzesze,155,23,98,1,1,0,241
Palabuhanratu,294,0,22,0,0,0,86
Palera,9,0,0,0,0,0,1
Palmaner,0,0,0,0,0,0,0
Ostroda,570,26,4,0,1,3,35
Palmar De Varela,379,0,0,0,0,0,0
Palompon,96,1,8,0,0,0,146
Paracin,529,49,5,0,0,3,14
Penugonda,182,0,0,0,0,0,48
Paranagua,689,10,0,0,0,0,0
Ottersberg,177,4,75,0,0,5,150
Perchtoldsdorf,1106,20,22,0,2,103,164
Peto,0,0,0,0,0,0,0
Pano Aqil,14,0,0,0,0,0,0
Baloc,75,0,1,0,0,0,0
Bahraich,65,0,0,0,0,0,0
Bambui,653,3,4,0,0,0,15
Baoying,160,55,2,0,0,0,1
Bambari,144,1,3,0,2,0,8
Balve,284,7,83,0,0,26,176
Bantou,12,0,1,0,0,0,0
Bhum,1,0,0,0,0,0,1
Bhera,60,0,0,0,0,0,0
Bilina,504,11,66,0,0,0,25
Beberibe,396,0,0,0,0,1,2
Bidhuna,1,0,0,0,0,0,0
Bijawar,33,0,0,0,0,0,0
Bhawanigarh,179,0,0,0,0,0,0
Bindura,131,2,0,4,0,0,0
Bokaro,5,0,0,0,0,0,0
Bohuslav,297,3,1,2,1,0,76
Borovichi,364,30,3,0,3,5,173
Binga,0,0,0,0,0,0,0
Bonita,507,1,1,0,0,0,30
Blois,1328,7,21,1,2,53,162
Omutninsk,207,3,0,0,1,0,55
Boskoop,676,3,79,0,8,22,485
Adilcevaz,103,0,0,0,0,0,0
Ahlat,224,0,0,0,0,0,0
Akividu,363,1,0,0,0,0,0
Adiake,0,0,0,0,0,0,0
Boblingen,1216,13,9,3,3,53,49
Alem Paraiba,468,0,0,0,0,0,42
Abasolo,29,0,0,0,0,0,0
Abano Terme,642,2,33,0,0,8,9
Pottsville,403,2,0,0,0,0,3
Amos,267,3,0,0,0,0,2
Agaro,301,0,0,0,0,0,0
Angol,4,0,0,0,0,0,0
Anaco,590,1,0,0,0,0,0
Annaka,466,2,27,0,0,0,25
Arnold,488,0,0,0,5,0,17
Arco,593,40,1183,0,40,76,635
Arinos,272,0,0,0,0,0,0
Arraial Do Cabo,305,1,0,0,0,0,0
Annaberg Buchholz,710,6,12,2,0,31,101
Assela,3,0,0,0,0,0,0
Buckhaven,451,9,44,0,0,4,58
Bryant,37,0,0,0,0,0,0
Assenede,156,1,198,0,0,0,185
Bad Munder,269,3,58,0,0,2,191
Auch,822,6,3,0,7,28,168
Panambi,688,0,0,0,0,0,4
Bulach,590,6,110,0,2,9,203
Calahorra,248,6,3,0,0,0,4
Cadillac,315,7,17,0,1,8,128
Buffalo Grove,1105,4,3,0,0,0,2
Calintaan,67,0,0,0,0,0,0
Camenca,207,35,23,0,0,0,65
Campina Grande Do Sul,141,0,0,0,0,0,0
Catabola,230,0,0,0,0,0,0
Butajira,590,0,0,0,0,0,0
Cedar Park,836,1,0,0,0,0,1
Calafat,209,7,5,0,0,0,14
Chaplynka,76,3,11,0,0,0,15
Channahon,237,3,11,0,0,0,31
Cassino,489,2,58,0,0,3,69
Chesterfield,17,1,1,0,0,0,15
Chetpet,98,0,0,0,0,0,0
Chimbote,670,4,0,0,0,0,4
Charcas,0,0,0,0,0,0,0
Cibitung,2589,6,17,0,0,0,22
Capao Da Canoa,819,2,0,0,0,0,2
Cikupa,791,13,6,0,0,0,3
Capelinha,83,0,1,0,0,0,14
Carson City,810,8,0,0,2,0,5
Carlet,406,7,1,0,0,2,4
Changzhou,544,17,0,0,0,0,113
Chawinda,57,0,1,0,0,0,0
Chiclana,19,0,0,0,0,0,0
Chilapa,68,0,4,0,0,0,0
Chinhoyi,275,3,0,0,0,0,0
Chishan,27,5,0,0,0,0,1
Chinu,321,0,0,0,0,0,1
Chishtian Mandi,1266,0,0,0,0,0,0
Amuntai,548,1,0,0,0,0,0
Alphen,144,1,99,0,0,0,329
Andujar,786,5,27,0,0,0,2
Aquiraz,451,1,0,0,0,0,1
Anoka,183,0,0,0,0,0,1
West Hartford,588,0,0,0,5,0,27
West Springfield,541,8,0,0,0,0,15
Arcadia,925,0,0,0,1,2,11
Xam Nua,170,0,0,0,0,0,0
Yakima,555,44,0,0,0,1,1
Burgos,2248,3,45,0,143,410,26
Yaqui,1416,14,0,0,0,0,42
Worksop,758,14,53,0,0,2,176
Bais,149,3,5,0,0,0,11
Wurselen,562,8,51,1,0,32,239
Bang Sao Thong,468,12,0,0,0,0,6
Cepu,857,3,0,0,0,0,1
Barcs,257,14,13,0,0,21,37
Castelvetrano,650,25,0,0,0,0,1
Chaihe,38,0,0,0,0,0,0
Balbriggan,546,15,17,0,0,4,13
Barnsley,1110,21,19,0,0,2,220
Baoshan,144,2,0,0,0,0,1
Barrie,804,23,0,0,0,0,33
Whitchurch Stouffville,836,1,5,0,0,0,22
Chaparral,315,1,1,0,0,0,41
Winnipeg,1400,40,0,0,1,22,34
Wloclawek,779,71,12,1,24,2,191
Augustdorf,193,2,15,0,1,0,450
Avesta,71,1,16,0,0,0,27
Axochiapan,282,0,0,0,0,0,0
Bagneux,12,0,14,0,0,1,28
Brugherio,581,52,119,0,0,3,47
Bugama,17,0,0,0,0,0,6
Worb,242,13,41,0,0,2,38
Bulungu,22,0,0,0,0,0,26
Avellino,54,0,0,0,0,0,17
Bure,39,1,6,0,0,1,22
Bytca,313,23,41,0,0,11,59
Cachoeiras De Macacu,280,0,0,0,0,0,13
Calvillo,78,0,0,0,0,0,1
Campo Alegre,202,0,0,0,0,0,49
Calella,587,2,1,0,1,11,20
Coatzacoalcos,947,12,0,0,0,0,1
Cluj Napoca,1458,13,1,0,12,67,17
Cocoa Beach,146,0,0,0,0,0,3
Cocentaina,322,6,5,0,0,5,58
Cotoca,495,1,0,0,0,0,1
Coffs Harbour,813,6,0,0,0,0,84
Campobello Di Licata,523,4,10,0,0,1,4
Covilha,833,5,10,0,3,16,31
Cuscatancingo,1401,4,2,0,0,0,9
Crossville,322,4,0,0,0,0,17
Dakor,52,0,0,0,0,0,0
Dahra,46,0,0,0,0,0,7
Puliyankudi,33,0,0,0,0,0,0
Prairie Village,789,2,0,0,0,1,2
Pyshma,5,0,0,0,0,0,10
Puerto Rico,61,0,0,0,0,0,0
Barhi,61,0,0,0,0,0,0
Radolfzell,502,6,32,0,0,39,135
Barhiya,18,0,0,0,0,0,0
Rajgurunagar,152,0,0,0,0,0,1
Poing,306,8,119,0,10,22,182
Karari,3,0,0,0,0,0,0
Pontal Do Parana,218,0,0,0,0,0,14
Basirpur,116,0,0,0,0,0,0
Katghora,2,0,0,0,0,0,0
Kayan,11,0,0,0,0,0,1
Kavadarci,552,4,1,0,0,0,2
Kebemer,598,0,0,0,0,0,0
Kayes,0,0,0,0,0,0,0
Kentau,520,4,0,0,0,0,3
Gormi,2,0,0,0,0,0,0
Gniezno,771,95,42,3,30,9,171
Green Bay,639,28,0,0,0,0,0
Xining,285,0,0,0,0,0,1
Custoias,29,1,1,0,0,0,0
Fowa,56,0,0,0,0,0,0
Frontignan,669,5,7,0,0,14,7
Friedberg,677,7,184,0,0,26,118
Garhshankar,55,0,0,0,0,0,0
Rajapolah,333,0,2,0,0,0,0
Garner,364,2,0,0,0,0,39
Gazimagusa,1126,7,9,0,0,0,134
Javanrud,586,1,0,1,0,0,2
Kampong Thum,33,0,0,0,0,0,0
Kanuma,845,2,0,0,0,1,23
Jawhar,690,0,15,0,0,0,23
Karauzyak,210,15,7,0,0,0,0
Joshimath,18,0,0,0,0,0,4
Joensuu,906,10,0,3,8,20,109
Joura,65,0,0,0,0,0,0
Hilchenbach,314,7,0,0,1,10,71
Kade,49,0,55,0,0,2,111
Hitachi,2672,7,66,0,0,1,41
Hodonin,477,34,26,0,22,93,48
Howard,25,0,1,0,0,0,0
Hoddesdon,673,10,7,0,0,5,182
Guaduas,327,2,0,0,0,0,0
Concarneau,1318,2,15,0,3,12,34
Ikire,955,0,0,0,0,0,0
Danielskuil,187,0,0,0,0,0,0
Grodzisk Mazowiecki,778,79,44,0,67,12,378
Hunfeld,487,0,189,0,0,10,319
Devonport,519,9,8,0,0,0,15
Denau,131,0,3,0,0,0,0
Dien Bien,0,0,0,0,0,0,1
Dinga,37,0,7,0,0,0,12
Gustavo Diaz Ordaz,1,0,0,0,0,0,0
Guwahati,1196,1,0,0,0,0,25
Dolores,0,0,0,0,0,0,0
Haizhou,133,1,0,0,0,0,3
Hasanpur,8,0,1,0,0,0,0
Hayrabolu,294,12,7,0,2,1,0
Jaysingpur,924,0,0,0,0,0,0
Jodoigne,280,3,66,0,0,6,61
Hazorasp,396,2,5,0,0,0,0
