id,lat,lon,aqi,pm25,pm10,no2,so2,co,o3,temp_c,humidity,wind_speed,wind_deg,weather_desc,roads,industrial,farmland,dump
pt_03402,25.610086,78.105197,,,,,,,,,,,,,0,0,0,0
pt_03403,25.610086,78.354242,,,,,,,,,,,,,0,0,0,0
pt_03404,25.610086,78.603286,,,,,,,,,,,,,0,0,0,0
pt_03405,25.610086,78.852331,,,,,,,,,,,,,0,0,0,0
pt_03406,25.610086,79.101376,,,,,,,,,,,,,0,0,0,0
pt_03407,25.610086,79.350421,,,,,,,,,,,,,0,0,0,0
pt_03408,25.610086,79.599466,,,,,,,,,,,,,0,0,0,0
pt_03409,25.610086,79.848511,,,,,,,,,,,,,0,0,0,0
pt_03410,25.610086,80.097555,,,,,,,,,,,,,0,0,0,0
pt_03411,25.610086,80.3466,,,,,,,,,,,,,0,0,0,0
pt_03412,25.610086,80.595645,,,,,,,,,,,,,0,0,0,0
pt_03413,25.610086,80.84469,,,,,,,,,,,,,0,0,0,0
pt_03414,25.610086,81.093735,,,,,,,,,,,,,0,0,0,0
pt_03415,25.610086,81.34278,,,,,,,,,,,,,0,0,0,0
pt_03416,25.610086,81.591824,,,,,,,,,,,,,0,0,0,0
pt_03417,25.610086,81.840869,,,,,,,,,,,,,0,0,0,0
pt_03418,25.610086,82.089914,,,,,,,,,,,,,0,0,0,0
pt_03419,25.610086,82.338959,,,,,,,,,,,,,0,0,0,0
pt_03420,25.610086,82.588004,,,,,,,,,,,,,0,0,0,0
pt_03421,25.610086,82.837049,,,,,,,,,,,,,0,0,0,0
pt_03422,25.610086,83.086094,,,,,,,,,,,,,0,0,0,0
pt_03423,25.610086,83.335138,,,,,,,,,,,,,0,0,0,0
pt_03424,25.610086,83.584183,,,,,,,,,,,,,0,0,0,0
pt_03425,25.610086,83.833228,,,,,,,,,,,,,0,0,0,0
pt_03426,25.610086,84.082273,,,,,,,,,,,,,0,0,0,0
pt_03427,25.610086,84.331318,,,,,,,,,,,,,0,0,0,0
pt_03428,25.610086,84.580363,,,,,,,,,,,,,0,0,0,0
pt_03429,25.610086,84.829407,,,,,,,,,,,,,0,0,0,0
pt_03430,25.610086,85.078452,,,,,,,,,,,,,0,0,0,0
pt_03431,25.610086,85.327497,,,,,,,,,,,,,0,0,0,0
pt_03432,25.610086,85.576542,,,,,,,,,,,,,0,0,0,0
pt_03433,25.610086,85.825587,,,,,,,,,,,,,0,0,0,0
pt_03434,25.610086,86.074632,,,,,,,,,,,,,0,0,0,0
pt_03435,25.610086,86.323676,,,,,,,,,,,,,0,0,0,0
pt_03436,25.610086,86.572721,,,,,,,,,,,,,0,0,0,0
pt_03437,25.610086,86.821766,,,,,,,,,,,,,0,0,0,0
pt_03438,25.610086,87.070811,,,,,,,,,,,,,0,0,0,0
pt_03439,25.610086,87.319856,,,,,,,,,,,,,0,0,0,0
pt_03440,25.610086,87.568901,,,,,,,,,,,,,0,0,0,0
pt_03441,25.610086,87.817946,,,,,,,,,,,,,0,0,0,0
pt_03442,25.610086,88.06699,,,,,,,,,,,,,0,0,0,0
pt_03443,25.610086,88.316035,,,,,,,,,,,,,0,0,0,0
pt_03444,25.610086,90.059349,,,,,,,,,,,,,0,0,0,0
pt_03445,25.610086,90.308394,,,,,,,,,,,,,0,0,0,0
pt_03446,25.610086,90.557439,,,,,,,,,,,,,0,0,0,0
pt_03447,25.610086,90.806484,,,,,,,,,,,,,0,0,0,0
pt_03448,25.610086,91.055528,,,,,,,,,,,,,0,0,0,0
pt_03449,25.610086,91.304573,,,,,,,,,,,,,0,0,0,0
pt_03450,25.610086,91.553618,,,,,,,,,,,,,0,0,0,0
pt_03451,25.610086,91.802663,,,,,,,,,,,,,0,0,0,0
pt_03452,25.610086,92.051708,,,,,,,,,,,,,0,0,0,0
pt_03453,25.610086,92.300753,,,,,,,,,,,,,0,0,0,0
pt_03454,25.610086,92.549798,,,,,,,,,,,,,0,0,0,0
pt_03455,25.610086,92.798842,,,,,,,,,,,,,0,0,0,0
pt_03456,25.610086,93.047887,,,,,,,,,,,,,0,0,0,0
pt_03457,25.610086,93.296932,,,,,,,,,,,,,0,0,0,0
pt_03458,25.610086,93.545977,,,,,,,,,,,,,0,0,0,0
pt_03459,25.610086,93.795022,,,,,,,,,,,,,0,0,0,0
pt_03460,25.610086,94.044067,,,,,,,,,,,,,0,0,0,0
pt_03461,25.610086,94.293111,,,,,,,,,,,,,0,0,0,0
pt_03462,25.610086,94.542156,,,,,,,,,,,,,0,0,0,0
pt_03463,25.610086,94.791201,,,,,,,,,,,,,0,0,0,0
pt_03464,25.834663,70.389043,,,,,,,,,,,,,0,0,0,0
pt_03465,25.834663,70.638559,,,,,,,,,,,,,0,0,0,0
pt_03466,25.834663,70.888074,,,,,,,,,,,,,0,0,0,0
pt_03467,25.834663,71.13759,,,,,,,,,,,,,0,0,0,0
pt_03468,25.834663,71.387105,,,,,,,,,,,,,0,0,0,0
pt_03469,25.834663,71.636621,,,,,,,,,,,,,0,0,0,0
pt_03470,25.834663,71.886136,,,,,,,,,,,,,0,0,0,0
pt_03471,25.834663,72.135652,,,,,,,,,,,,,0,0,0,0
pt_03472,25.834663,72.385167,,,,,,,,,,,,,0,0,0,0
pt_03473,25.834663,72.634683,,,,,,,,,,,,,0,0,0,0
pt_03474,25.834663,72.884198,,,,,,,,,,,,,0,0,0,0
pt_03475,25.834663,73.133714,,,,,,,,,,,,,0,0,0,0
pt_03476,25.834663,73.38323,,,,,,,,,,,,,0,0,0,0
pt_03477,25.834663,73.632745,,,,,,,,,,,,,0,0,0,0
pt_03478,25.834663,73.882261,,,,,,,,,,,,,0,0,0,0
pt_03479,25.834663,74.131776,,,,,,,,,,,,,0,0,0,0
pt_03480,25.834663,74.381292,,,,,,,,,,,,,0,0,0,0
pt_03481,25.834663,74.630807,,,,,,,,,,,,,0,0,0,0
pt_03482,25.834663,74.880323,,,,,,,,,,,,,0,0,0,0
pt_03483,25.834663,75.129838,,,,,,,,,,,,,0,0,0,0
pt_03484,25.834663,75.379354,,,,,,,,,,,,,0,0,0,0
pt_03485,25.834663,75.62887,,,,,,,,,,,,,0,0,0,0
pt_03486,25.834663,75.878385,,,,,,,,,,,,,0,0,0,0
pt_03487,25.834663,76.127901,,,,,,,,,,,,,0,0,0,0
pt_03488,25.834663,76.377416,,,,,,,,,,,,,0,0,0,0
pt_03489,25.834663,76.626932,,,,,,,,,,,,,0,0,0,0
pt_03490,25.834663,76.876447,,,,,,,,,,,,,0,0,0,0
pt_03491,25.834663,77.125963,,,,,,,,,,,,,0,0,0,0
pt_03492,25.834663,77.375478,,,,,,,,,,,,,0,0,0,0
pt_03493,25.834663,77.624994,,,,,,,,,,,,,0,0,0,0
pt_03494,25.834663,77.87451,,,,,,,,,,,,,0,0,0,0
pt_03495,25.834663,78.124025,,,,,,,,,,,,,0,0,0,0
pt_03496,25.834663,78.373541,,,,,,,,,,,,,0,0,0,0
pt_03497,25.834663,78.623056,,,,,,,,,,,,,0,0,0,0
pt_03498,25.834663,78.872572,,,,,,,,,,,,,0,0,0,0
pt_03499,25.834663,79.122087,,,,,,,,,,,,,0,0,0,0
pt_03500,25.834663,79.371603,,,,,,,,,,,,,0,0,0,0
pt_03501,25.834663,79.621118,,,,,,,,,,,,,0,0,0,0
pt_03502,25.834663,79.870634,,,,,,,,,,,,,0,0,0,0
pt_03503,25.834663,80.120149,,,,,,,,,,,,,0,0,0,0
pt_03504,25.834663,80.369665,,,,,,,,,,,,,0,0,0,0
pt_03505,25.834663,80.619181,,,,,,,,,,,,,0,0,0,0
pt_03506,25.834663,80.868696,,,,,,,,,,,,,0,0,0,0
pt_03507,25.834663,81.118212,,,,,,,,,,,,,0,0,0,0
pt_03508,25.834663,81.367727,,,,,,,,,,,,,0,0,0,0
pt_03509,25.834663,81.617243,,,,,,,,,,,,,0,0,0,0
pt_03510,25.834663,81.866758,,,,,,,,,,,,,0,0,0,0
pt_03511,25.834663,82.116274,,,,,,,,,,,,,0,0,0,0
pt_03512,25.834663,82.365789,,,,,,,,,,,,,0,0,0,0
pt_03513,25.834663,82.615305,,,,,,,,,,,,,0,0,0,0
pt_03514,25.834663,82.864821,,,,,,,,,,,,,0,0,0,0
pt_03515,25.834663,83.114336,,,,,,,,,,,,,0,0,0,0
pt_03516,25.834663,83.363852,,,,,,,,,,,,,0,0,0,0
pt_03517,25.834663,83.613367,,,,,,,,,,,,,0,0,0,0
pt_03518,25.834663,83.862883,,,,,,,,,,,,,0,0,0,0
pt_03519,25.834663,84.112398,,,,,,,,,,,,,0,0,0,0
pt_03520,25.834663,84.361914,,,,,,,,,,,,,0,0,0,0
pt_03521,25.834663,84.611429,,,,,,,,,,,,,0,0,0,0
pt_03522,25.834663,84.860945,,,,,,,,,,,,,0,0,0,0
pt_03523,25.834663,85.110461,,,,,,,,,,,,,0,0,0,0
pt_03524,25.834663,85.359976,,,,,,,,,,,,,0,0,0,0
pt_03525,25.834663,85.609492,,,,,,,,,,,,,0,0,0,0
pt_03526,25.834663,85.859007,,,,,,,,,,,,,0,0,0,0
pt_03527,25.834663,86.108523,,,,,,,,,,,,,0,0,0,0
pt_03528,25.834663,86.358038,,,,,,,,,,,,,0,0,0,0
pt_03529,25.834663,86.607554,,,,,,,,,,,,,0,0,0,0
pt_03530,25.834663,86.857069,,,,,,,,,,,,,0,0,0,0
pt_03531,25.834663,87.106585,,,,,,,,,,,,,0,0,0,0
pt_03532,25.834663,87.3561,,,,,,,,,,,,,0,0,0,0
pt_03533,25.834663,87.605616,,,,,,,,,,,,,0,0,0,0
pt_03534,25.834663,87.855132,,,,,,,,,,,,,0,0,0,0
pt_03535,25.834663,89.851256,,,,,,,,,,,,,0,0,0,0
pt_03536,25.834663,90.100772,,,,,,,,,,,,,0,0,0,0
pt_03537,25.834663,90.350287,,,,,,,,,,,,,0,0,0,0
pt_03538,25.834663,90.599803,,,,,,,,,,,,,0,0,0,0
pt_03539,25.834663,90.849318,,,,,,,,,,,,,0,0,0,0
pt_03540,25.834663,91.098834,,,,,,,,,,,,,0,0,0,0
pt_03541,25.834663,91.348349,,,,,,,,,,,,,0,0,0,0
pt_03542,25.834663,91.597865,,,,,,,,,,,,,0,0,0,0
pt_03543,25.834663,91.84738,,,,,,,,,,,,,0,0,0,0
pt_03544,25.834663,92.096896,,,,,,,,,,,,,0,0,0,0
pt_03545,25.834663,92.346412,,,,,,,,,,,,,0,0,0,0
pt_03546,25.834663,92.595927,,,,,,,,,,,,,0,0,0,0
pt_03547,25.834663,92.845443,,,,,,,,,,,,,0,0,0,0
pt_03548,25.834663,93.094958,,,,,,,,,,,,,0,0,0,0
pt_03549,25.834663,93.344474,,,,,,,,,,,,,0,0,0,0
pt_03550,25.834663,93.593989,,,,,,,,,,,,,0,0,0,0
pt_03551,25.834663,93.843505,,,,,,,,,,,,,0,0,0,0
pt_03552,25.834663,94.09302,,,,,,,,,,,,,0,0,0,0
pt_03553,25.834663,94.342536,,,,,,,,,,,,,0,0,0,0
pt_03554,25.834663,94.592051,,,,,,,,,,,,,0,0,0,0
pt_03555,25.834663,94.841567,,,,,,,,,,,,,0,0,0,0
pt_03556,26.059241,70.143338,,,,,,,,,,,,,0,0,0,0
pt_03557,26.059241,70.39333,,,,,,,,,,,,,0,0,0,0
pt_03558,26.059241,70.643322,,,,,,,,,,,,,0,0,0,0
pt_03559,26.059241,70.893314,,,,,,,,,,,,,0,0,0,0
pt_03560,26.059241,71.143306,,,,,,,,,,,,,0,0,0,0
pt_03561,26.059241,71.393298,,,,,,,,,,,,,0,0,0,0
pt_03562,26.059241,71.643289,,,,,,,,,,,,,0,0,0,0
pt_03563,26.059241,71.893281,,,,,,,,,,,,,0,0,0,0
pt_03564,26.059241,72.143273,,,,,,,,,,,,,0,0,0,0
pt_03565,26.059241,72.393265,,,,,,,,,,,,,0,0,0,0
pt_03566,26.059241,72.643257,,,,,,,,,,,,,0,0,0,0
pt_03567,26.059241,72.893249,,,,,,,,,,,,,0,0,0,0
pt_03568,26.059241,73.143241,,,,,,,,,,,,,0,0,0,0
pt_03569,26.059241,73.393233,,,,,,,,,,,,,0,0,0,0
pt_03570,26.059241,73.643225,,,,,,,,,,,,,0,0,0,0
pt_03571,26.059241,73.893217,,,,,,,,,,,,,0,0,0,0
pt_03572,26.059241,74.143208,,,,,,,,,,,,,0,0,0,0
pt_03573,26.059241,74.3932,,,,,,,,,,,,,0,0,0,0
pt_03574,26.059241,74.643192,,,,,,,,,,,,,0,0,0,0
pt_03575,26.059241,74.893184,,,,,,,,,,,,,0,0,0,0
pt_03576,26.059241,75.143176,,,,,,,,,,,,,0,0,0,0
pt_03577,26.059241,75.393168,,,,,,,,,,,,,0,0,0,0
pt_03578,26.059241,75.64316,,,,,,,,,,,,,0,0,0,0
pt_03579,26.059241,75.893152,,,,,,,,,,,,,0,0,0,0
pt_03580,26.059241,76.143144,,,,,,,,,,,,,0,0,0,0
pt_03581,26.059241,76.393135,,,,,,,,,,,,,0,0,0,0
pt_03582,26.059241,76.643127,,,,,,,,,,,,,0,0,0,0
pt_03583,26.059241,76.893119,,,,,,,,,,,,,0,0,0,0
pt_03584,26.059241,77.143111,,,,,,,,,,,,,0,0,0,0
pt_03585,26.059241,77.393103,,,,,,,,,,,,,0,0,0,0
pt_03586,26.059241,77.643095,,,,,,,,,,,,,0,0,0,0
pt_03587,26.059241,77.893087,,,,,,,,,,,,,0,0,0,0
pt_03588,26.059241,78.143079,,,,,,,,,,,,,0,0,0,0
pt_03589,26.059241,78.393071,,,,,,,,,,,,,0,0,0,0
pt_03590,26.059241,78.643062,,,,,,,,,,,,,0,0,0,0
pt_03591,26.059241,78.893054,,,,,,,,,,,,,0,0,0,0
pt_03592,26.059241,79.143046,,,,,,,,,,,,,0,0,0,0
pt_03593,26.059241,79.393038,,,,,,,,,,,,,0,0,0,0
pt_03594,26.059241,79.64303,,,,,,,,,,,,,0,0,0,0
pt_03595,26.059241,79.893022,,,,,,,,,,,,,0,0,0,0
pt_03596,26.059241,80.143014,,,,,,,,,,,,,0,0,0,0
pt_03597,26.059241,80.393006,,,,,,,,,,,,,0,0,0,0
pt_03598,26.059241,80.642998,,,,,,,,,,,,,0,0,0,0
pt_03599,26.059241,80.892989,,,,,,,,,,,,,0,0,0,0
pt_03600,26.059241,81.142981,,,,,,,,,,,,,0,0,0,0
pt_03601,26.059241,81.392973,,,,,,,,,,,,,0,0,0,0
pt_03602,26.059241,81.642965,,,,,,,,,,,,,0,0,0,0
pt_03603,26.059241,81.892957,,,,,,,,,,,,,0,0,0,0
pt_03604,26.059241,82.142949,,,,,,,,,,,,,0,0,0,0
pt_03605,26.059241,82.392941,,,,,,,,,,,,,0,0,0,0
pt_03606,26.059241,82.642933,,,,,,,,,,,,,0,0,0,0
pt_03607,26.059241,82.892925,,,,,,,,,,,,,0,0,0,0
pt_03608,26.059241,83.142917,,,,,,,,,,,,,0,0,0,0
pt_03609,26.059241,83.392908,,,,,,,,,,,,,0,0,0,0
pt_03610,26.059241,83.6429,,,,,,,,,,,,,0,0,0,0
pt_03611,26.059241,83.892892,,,,,,,,,,,,,0,0,0,0
pt_03612,26.059241,84.142884,,,,,,,,,,,,,0,0,0,0
pt_03613,26.059241,84.392876,,,,,,,,,,,,,0,0,0,0
pt_03614,26.059241,84.642868,,,,,,,,,,,,,0,0,0,0
pt_03615,26.059241,84.89286,,,,,,,,,,,,,0,0,0,0
pt_03616,26.059241,85.142852,,,,,,,,,,,,,0,0,0,0
pt_03617,26.059241,85.392844,,,,,,,,,,,,,0,0,0,0
pt_03618,26.059241,85.642835,,,,,,,,,,,,,0,0,0,0
pt_03619,26.059241,85.892827,,,,,,,,,,,,,0,0,0,0
pt_03620,26.059241,86.142819,,,,,,,,,,,,,0,0,0,0
pt_03621,26.059241,86.392811,,,,,,,,,,,,,0,0,0,0
pt_03622,26.059241,86.642803,,,,,,,,,,,,,0,0,0,0
pt_03623,26.059241,86.892795,,,,,,,,,,,,,0,0,0,0
pt_03624,26.059241,87.142787,,,,,,,,,,,,,0,0,0,0
pt_03625,26.059241,87.392779,,,,,,,,,,,,,0,0,0,0
pt_03626,26.059241,87.642771,,,,,,,,,,,,,0,0,0,0
pt_03627,26.059241,87.892762,,,,,,,,,,,,,0,0,0,0
pt_03628,26.059241,88.142754,,,,,,,,,,,,,0,0,0,0
pt_03629,26.059241,89.392714,,,,,,,,,,,,,0,0,0,0
pt_03630,26.059241,89.892698,,,,,,,,,,,,,0,0,0,0
pt_03631,26.059241,90.142689,,,,,,,,,,,,,0,0,0,0
pt_03632,26.059241,90.392681,,,,,,,,,,,,,0,0,0,0
pt_03633,26.059241,90.642673,,,,,,,,,,,,,0,0,0,0
pt_03634,26.059241,90.892665,,,,,,,,,,,,,0,0,0,0
pt_03635,26.059241,91.142657,,,,,,,,,,,,,0,0,0,0
pt_03636,26.059241,91.392649,,,,,,,,,,,,,0,0,0,0
pt_03637,26.059241,91.642641,,,,,,,,,,,,,0,0,0,0
pt_03638,26.059241,91.892633,,,,,,,,,,,,,0,0,0,0
pt_03639,26.059241,92.142625,,,,,,,,,,,,,0,0,0,0
pt_03640,26.059241,92.392617,,,,,,,,,,,,,0,0,0,0
pt_03641,26.059241,92.642608,,,,,,,,,,,,,0,0,0,0
pt_03642,26.059241,92.8926,,,,,,,,,,,,,0,0,0,0
pt_03643,26.059241,93.142592,,,,,,,,,,,,,0,0,0,0
pt_03644,26.059241,93.392584,,,,,,,,,,,,,0,0,0,0
pt_03645,26.059241,93.642576,,,,,,,,,,,,,0,0,0,0
pt_03646,26.059241,93.892568,,,,,,,,,,,,,0,0,0,0
pt_03647,26.059241,94.14256,,,,,,,,,,,,,0,0,0,0
pt_03648,26.059241,94.392552,,,,,,,,,,,,,0,0,0,0
pt_03649,26.059241,94.642544,,,,,,,,,,,,,0,0,0,0
pt_03650,26.059241,94.892535,,,,,,,,,,,,,0,0,0,0
pt_03651,26.059241,95.142527,,,,,,,,,,,,,0,0,0,0
pt_03652,26.283819,70.147194,,,,,,,,,,,,,0,0,0,0
pt_03653,26.283819,70.397668,,,,,,,,,,,,,0,0,0,0
pt_03654,26.283819,70.648142,,,,,,,,,,,,,0,0,0,0
pt_03655,26.283819,70.898616,,,,,,,,,,,,,0,0,0,0
pt_03656,26.283819,71.14909,,,,,,,,,,,,,0,0,0,0
pt_03657,26.283819,71.399564,,,,,,,,,,,,,0,0,0,0
pt_03658,26.283819,71.650038,,,,,,,,,,,,,0,0,0,0
pt_03659,26.283819,71.900512,,,,,,,,,,,,,0,0,0,0
pt_03660,26.283819,72.150986,,,,,,,,,,,,,0,0,0,0
pt_03661,26.283819,72.401459,,,,,,,,,,,,,0,0,0,0
pt_03662,26.283819,72.651933,,,,,,,,,,,,,0,0,0,0
pt_03663,26.283819,72.902407,,,,,,,,,,,,,0,0,0,0
pt_03664,26.283819,73.152881,,,,,,,,,,,,,0,0,0,0
pt_03665,26.283819,73.403355,,,,,,,,,,,,,0,0,0,0
pt_03666,26.283819,73.653829,,,,,,,,,,,,,0,0,0,0
pt_03667,26.283819,73.904303,,,,,,,,,,,,,0,0,0,0
pt_03668,26.283819,74.154777,,,,,,,,,,,,,0,0,0,0
pt_03669,26.283819,74.405251,,,,,,,,,,,,,0,0,0,0
pt_03670,26.283819,74.655725,,,,,,,,,,,,,0,0,0,0
pt_03671,26.283819,74.906199,,,,,,,,,,,,,0,0,0,0
pt_03672,26.283819,75.156672,,,,,,,,,,,,,0,0,0,0
pt_03673,26.283819,75.407146,,,,,,,,,,,,,0,0,0,0
pt_03674,26.283819,75.65762,,,,,,,,,,,,,0,0,0,0
pt_03675,26.283819,75.908094,,,,,,,,,,,,,0,0,0,0
pt_03676,26.283819,76.158568,,,,,,,,,,,,,0,0,0,0
pt_03677,26.283819,76.409042,,,,,,,,,,,,,0,0,0,0
pt_03678,26.283819,76.659516,,,,,,,,,,,,,0,0,0,0
pt_03679,26.283819,76.90999,,,,,,,,,,,,,0,0,0,0
pt_03680,26.283819,77.160464,,,,,,,,,,,,,0,0,0,0
pt_03681,26.283819,77.410938,,,,,,,,,,,,,0,0,0,0
pt_03682,26.283819,77.661412,,,,,,,,,,,,,0,0,0,0
pt_03683,26.283819,77.911885,,,,,,,,,,,,,0,0,0,0
pt_03684,26.283819,78.162359,,,,,,,,,,,,,0,0,0,0
pt_03685,26.283819,78.412833,,,,,,,,,,,,,0,0,0,0
pt_03686,26.283819,78.663307,,,,,,,,,,,,,0,0,0,0
pt_03687,26.283819,78.913781,,,,,,,,,,,,,0,0,0,0
pt_03688,26.283819,79.164255,,,,,,,,,,,,,0,0,0,0
pt_03689,26.283819,79.414729,,,,,,,,,,,,,0,0,0,0
pt_03690,26.283819,79.665203,,,,,,,,,,,,,0,0,0,0
pt_03691,26.283819,79.915677,,,,,,,,,,,,,0,0,0,0
pt_03692,26.283819,80.166151,,,,,,,,,,,,,0,0,0,0
pt_03693,26.283819,80.416625,,,,,,,,,,,,,0,0,0,0
pt_03694,26.283819,80.667098,,,,,,,,,,,,,0,0,0,0
pt_03695,26.283819,80.917572,,,,,,,,,,,,,0,0,0,0
pt_03696,26.283819,81.168046,,,,,,,,,,,,,0,0,0,0
pt_03697,26.283819,81.41852,,,,,,,,,,,,,0,0,0,0
pt_03698,26.283819,81.668994,,,,,,,,,,,,,0,0,0,0
pt_03699,26.283819,81.919468,,,,,,,,,,,,,0,0,0,0
pt_03700,26.283819,82.169942,,,,,,,,,,,,,0,0,0,0
pt_03701,26.283819,82.420416,,,,,,,,,,,,,0,0,0,0
pt_03702,26.283819,82.67089,,,,,,,,,,,,,0,0,0,0
pt_03703,26.283819,82.921364,,,,,,,,,,,,,0,0,0,0
pt_03704,26.283819,83.171838,,,,,,,,,,,,,0,0,0,0
pt_03705,26.283819,83.422312,,,,,,,,,,,,,0,0,0,0
pt_03706,26.283819,83.672785,,,,,,,,,,,,,0,0,0,0
pt_03707,26.283819,83.923259,,,,,,,,,,,,,0,0,0,0
pt_03708,26.283819,84.173733,,,,,,,,,,,,,0,0,0,0
pt_03709,26.283819,84.424207,,,,,,,,,,,,,0,0,0,0
pt_03710,26.283819,84.674681,,,,,,,,,,,,,0,0,0,0
pt_03711,26.283819,84.925155,,,,,,,,,,,,,0,0,0,0
pt_03712,26.283819,85.175629,,,,,,,,,,,,,0,0,0,0
pt_03713,26.283819,85.426103,,,,,,,,,,,,,0,0,0,0
pt_03714,26.283819,85.676577,,,,,,,,,,,,,0,0,0,0
pt_03715,26.283819,85.927051,,,,,,,,,,,,,0,0,0,0
pt_03716,26.283819,86.177525,,,,,,,,,,,,,0,0,0,0
pt_03717,26.283819,86.427998,,,,,,,,,,,,,0,0,0,0
pt_03718,26.283819,86.678472,,,,,,,,,,,,,0,0,0,0
pt_03719,26.283819,86.928946,,,,,,,,,,,,,0,0,0,0
pt_03720,26.283819,87.17942,,,,,,,,,,,,,0,0,0,0
pt_03721,26.283819,87.429894,,,,,,,,,,,,,0,0,0,0
pt_03722,26.283819,87.680368,,,,,,,,,,,,,0,0,0,0
pt_03723,26.283819,87.930842,,,,,,,,,,,,,0,0,0,0
pt_03724,26.283819,88.181316,,,,,,,,,,,,,0,0,0,0
pt_03725,26.283819,88.682264,,,,,,,,,,,,,0,0,0,0
pt_03726,26.283819,88.932738,,,,,,,,,,,,,0,0,0,0
pt_03727,26.283819,89.183211,,,,,,,,,,,,,0,0,0,0
pt_03728,26.283819,89.433685,,,,,,,,,,,,,0,0,0,0
pt_03729,26.283819,89.684159,,,,,,,,,,,,,0,0,0,0
pt_03730,26.283819,89.934633,,,,,,,,,,,,,0,0,0,0
pt_03731,26.283819,90.185107,,,,,,,,,,,,,0,0,0,0
pt_03732,26.283819,90.435581,,,,,,,,,,,,,0,0,0,0
pt_03733,26.283819,90.686055,,,,,,,,,,,,,0,0,0,0
pt_03734,26.283819,90.936529,,,,,,,,,,,,,0,0,0,0
pt_03735,26.283819,91.187003,,,,,,,,,,,,,0,0,0,0
pt_03736,26.283819,91.437477,,,,,,,,,,,,,0,0,0,0
pt_03737,26.283819,91.687951,,,,,,,,,,,,,0,0,0,0
pt_03738,26.283819,91.938424,,,,,,,,,,,,,0,0,0,0
pt_03739,26.283819,92.188898,,,,,,,,,,,,,0,0,0,0
pt_03740,26.283819,92.439372,,,,,,,,,,,,,0,0,0,0
pt_03741,26.283819,92.689846,,,,,,,,,,,,,0,0,0,0
pt_03742,26.283819,92.94032,,,,,,,,,,,,,0,0,0,0
pt_03743,26.283819,93.190794,,,,,,,,,,,,,0,0,0,0
pt_03744,26.283819,93.441268,,,,,,,,,,,,,0,0,0,0
pt_03745,26.283819,93.691742,,,,,,,,,,,,,0,0,0,0
pt_03746,26.283819,93.942216,,,,,,,,,,,,,0,0,0,0
pt_03747,26.283819,94.19269,,,,,,,,,,,,,0,0,0,0
pt_03748,26.283819,94.443164,,,,,,,,,,,,,0,0,0,0
pt_03749,26.283819,94.693637,,,,,,,,,,,,,0,0,0,0
pt_03750,26.283819,94.944111,,,,,,,,,,,,,0,0,0,0
pt_03751,26.508397,70.402058,,,,,,,,,,,,,0,0,0,0
pt_03752,26.508397,70.65302,,,,,,,,,,,,,0,0,0,0
pt_03753,26.508397,70.903981,,,,,,,,,,,,,0,0,0,0
pt_03754,26.508397,71.154943,,,,,,,,,,,,,0,0,0,0
pt_03755,26.508397,71.405904,,,,,,,,,,,,,0,0,0,0
pt_03756,26.508397,71.656866,,,,,,,,,,,,,0,0,0,0
pt_03757,26.508397,71.907828,,,,,,,,,,,,,0,0,0,0
pt_03758,26.508397,72.158789,,,,,,,,,,,,,0,0,0,0
pt_03759,26.508397,72.409751,,,,,,,,,,,,,0,0,0,0
pt_03760,26.508397,72.660713,,,,,,,,,,,,,0,0,0,0
pt_03761,26.508397,72.911674,,,,,,,,,,,,,0,0,0,0
pt_03762,26.508397,73.162636,,,,,,,,,,,,,0,0,0,0
pt_03763,26.508397,73.413598,,,,,,,,,,,,,0,0,0,0
pt_03764,26.508397,73.664559,,,,,,,,,,,,,0,0,0,0
pt_03765,26.508397,73.915521,,,,,,,,,,,,,0,0,0,0
pt_03766,26.508397,74.166483,,,,,,,,,,,,,0,0,0,0
pt_03767,26.508397,74.417444,,,,,,,,,,,,,0,0,0,0
pt_03768,26.508397,74.668406,,,,,,,,,,,,,0,0,0,0
pt_03769,26.508397,74.919368,,,,,,,,,,,,,0,0,0,0
pt_03770,26.508397,75.170329,,,,,,,,,,,,,0,0,0,0
pt_03771,26.508397,75.421291,,,,,,,,,,,,,0,0,0,0
pt_03772,26.508397,75.672253,,,,,,,,,,,,,0,0,0,0
pt_03773,26.508397,75.923214,,,,,,,,,,,,,0,0,0,0
pt_03774,26.508397,76.174176,,,,,,,,,,,,,0,0,0,0
pt_03775,26.508397,76.425138,,,,,,,,,,,,,0,0,0,0
pt_03776,26.508397,76.676099,,,,,,,,,,,,,0,0,0,0
pt_03777,26.508397,76.927061,,,,,,,,,,,,,0,0,0,0
pt_03778,26.508397,77.178023,,,,,,,,,,,,,0,0,0,0
pt_03779,26.508397,77.428984,,,,,,,,,,,,,0,0,0,0
pt_03780,26.508397,77.679946,,,,,,,,,,,,,0,0,0,0
pt_03781,26.508397,77.930907,,,,,,,,,,,,,0,0,0,0
pt_03782,26.508397,78.181869,,,,,,,,,,,,,0,0,0,0
pt_03783,26.508397,78.432831,,,,,,,,,,,,,0,0,0,0
pt_03784,26.508397,78.683792,,,,,,,,,,,,,0,0,0,0
pt_03785,26.508397,78.934754,,,,,,,,,,,,,0,0,0,0
pt_03786,26.508397,79.185716,,,,,,,,,,,,,0,0,0,0
pt_03787,26.508397,79.436677,,,,,,,,,,,,,0,0,0,0
