city,latitude,longitude,PM25 AQ,PM25 AQI Category,PM10 AQ,PM10 AQI Category,CO AQ,CO AQI Category,NO2 AQ,NO2 AQI Category,SO2 AQ,SO2 AQI Category,O3 AQ,O3 AQI Category,AQI
Ghāt,30.2584832,79.4481189,148.65,Moderate,164.28,Moderate,872.8,Severe,12.97,Good,10.66,Good,99.32,Satisfactory,5
Kaladhungi,29.2846338,79.3472645,310.96,Very Poor,335.36,Very Poor,1574.84,Severe,23.66,Good,22.41,Good,115.69,Moderate,5
Gangotri,30.9943684,78.9398699,99.4,Satisfactory,115.69,Moderate,709.22,Severe,13.37,Good,8.3,Good,84.72,Satisfactory,5
Lansdowne,29.8378415,78.681756,151.65,Moderate,176.28,Moderate,1119.82,Severe,31.04,Good,28.13,Good,83.03,Satisfactory,5
Pauri,30.1479882,78.7759518,135.98,Moderate,158.42,Moderate,1001.99,Severe,25.3,Good,22.11,Good,85.4,Satisfactory,5
Srinagar,30.2238064,78.7879045,120.31,Moderate,140.56,Moderate,884.33,Severe,19.57,Good,16.1,Good,87.76,Satisfactory,5
Satpuli,29.917273,78.710435,151.65,Moderate,176.28,Moderate,1119.82,Severe,31.04,Good,28.13,Good,83.03,Satisfactory,5
Jaspur,29.2787153,78.8277072,282.2,Poor,309.63,Very Poor,1631.0,Severe,35.92,Good,21.03,Good,90.65,Satisfactory,5
Jaiharīkhāl,29.8611769,78.681527,151.65,Moderate,176.28,Moderate,1119.82,Severe,31.04,Good,28.13,Good,83.03,Satisfactory,5
Uttarkashi,30.7291049,78.4403495,105.1,Moderate,123.12,Moderate,768.78,Severe,13.86,Good,9.14,Good,88.04,Satisfactory,5
Gangori,30.7571971,78.4537454,105.1,Moderate,123.12,Moderate,768.78,Severe,13.86,Good,9.14,Good,88.04,Satisfactory,5
Kotdwar,29.7459823,78.5201358,186.18,Moderate,214.54,Poor,1295.36,Severe,36.03,Good,25.25,Good,79.59,Satisfactory,5
Chinyalisaur,30.5744141,78.3276556,115.92,Moderate,135.35,Moderate,786.66,Severe,13.74,Good,9.79,Good,91.19,Satisfactory,5
Devprayag,30.1461443,78.5985849,139.91,Moderate,164.93,Moderate,1035.46,Severe,27.13,Good,22.43,Good,84.05,Satisfactory,5
Keylang,32.5713398,77.0345199,95.6,Satisfactory,108.57,Moderate,841.35,Severe,16.61,Good,5.42,Good,73.14,Satisfactory,5
Tiuni,30.9431215,77.8484843,128.75,Moderate,146.52,Moderate,886.69,Severe,11.89,Good,7.37,Good,92.88,Satisfactory,5
Sawra,31.1233868,77.75162,142.54,Moderate,158.68,Moderate,1001.17,Severe,11.25,Good,5.66,Good,90.06,Satisfactory,5
Nagal,29.8389229,77.6324548,161.96,Moderate,192.95,Moderate,1100.94,Severe,28.37,Good,18.21,Good,85.08,Satisfactory,5
Barla,29.6107753,77.7917988,170.8,Moderate,200.64,Poor,1101.03,Severe,28.34,Good,15.23,Good,82.47,Satisfactory,5
Bhuntar,31.8875195,77.1436237,133.22,Moderate,147.3,Moderate,1065.4,Severe,15.59,Good,7.24,Good,86.21,Satisfactory,5
Nerchowk,31.6075891,76.9142821,155.93,Moderate,170.45,Moderate,1200.17,Severe,14.04,Good,6.52,Good,92.57,Satisfactory,5
Kandaghat,30.9670035,77.1074554,153.05,Moderate,171.82,Moderate,1002.15,Severe,10.84,Good,6.11,Good,97.28,Satisfactory,5
Chhutmalpur,30.0363016,77.7518248,154.75,Moderate,182.64,Moderate,1016.45,Severe,22.93,Good,14.98,Good,89.84,Satisfactory,5
Chandigarh,30.7334421,76.7797143,146.79,Moderate,168.68,Moderate,941.58,Severe,12.69,Good,7.88,Good,104.19,Moderate,5
Kathua,32.3765524,75.5243044,92.46,Satisfactory,124.99,Moderate,1095.01,Severe,29.23,Good,8.11,Good,77.42,Satisfactory,5
Chandgad,15.9458037,74.1820815,70.76,Satisfactory,77.03,Satisfactory,278.13,Poor,1.17,Good,3.53,Good,135.23,Moderate,4
Khanapur,15.639879,74.5088917,56.34,Satisfactory,61.79,Satisfactory,255.9,Poor,1.29,Good,2.44,Good,129.35,Moderate,4
Bicholim,15.5902655,73.9457096,36.55,Good,41.14,Good,209.88,Poor,0.65,Good,1.19,Good,120.83,Moderate,3
Wagholi,18.5806299,73.9833099,116.72,Moderate,123.54,Moderate,394.57,Very Poor,3.2,Good,4.52,Good,152.82,Moderate,5
Lakhanpur,32.3822,75.59418,92.46,Satisfactory,124.99,Moderate,1095.01,Severe,29.23,Good,8.11,Good,77.42,Satisfactory,5
Jwalamukhi,31.874083,76.320936,127.43,Moderate,148.39,Moderate,1070.46,Severe,16.36,Good,6.34,Good,89.88,Satisfactory,5
Chauntra,32.0145466,76.735512,137.56,Moderate,153.79,Moderate,1115.08,Severe,16.24,Good,6.47,Good,89.35,Satisfactory,5
Joginder Nagar,31.9901487,76.7929928,140.94,Moderate,157.27,Moderate,1127.26,Severe,15.2,Good,6.35,Good,90.84,Satisfactory,5
Baijnath,32.0497564,76.6449703,137.56,Moderate,153.79,Moderate,1115.08,Severe,16.24,Good,6.47,Good,89.35,Satisfactory,5
Qazigund,33.5934693,75.1658235,57.72,Satisfactory,83.97,Satisfactory,800.71,Severe,15.28,Good,5.49,Good,95.65,Satisfactory,4
Banihal,33.4378883,75.1954855,57.72,Satisfactory,83.97,Satisfactory,800.71,Severe,15.28,Good,5.49,Good,95.65,Satisfactory,4
Bijbehara,33.7935169,75.1061554,51.47,Satisfactory,74.04,Satisfactory,737.61,Severe,15.64,Good,4.51,Good,89.69,Satisfactory,4
Awantipora,33.91891,75.01465,45.22,Good,64.11,Satisfactory,675.71,Severe,15.98,Good,3.55,Good,83.84,Satisfactory,3
Pampore,34.01092,74.91303,40.89,Good,57.64,Satisfactory,678.51,Severe,16.93,Good,3.49,Good,87.27,Satisfactory,3
Sankoo,34.2896796,75.96222,48.24,Good,59.38,Satisfactory,619.46,Severe,26.56,Good,6.66,Good,58.66,Satisfactory,3
Dinanagar,32.1338479,75.4719883,87.23,Satisfactory,116.73,Moderate,984.58,Severe,24.22,Good,7.06,Good,77.01,Satisfactory,5
Mahad,18.080753,73.42438,135.65,Moderate,143.35,Moderate,404.41,Severe,1.82,Good,4.85,Good,172.42,Moderate,5
Rajapur,16.6533199,73.5148504,110.63,Moderate,117.77,Moderate,340.61,Very Poor,0.99,Good,3.67,Good,161.33,Moderate,5
Devgad,16.3770393,73.3796243,83.43,Satisfactory,89.91,Satisfactory,288.61,Poor,0.84,Good,3.75,Good,142.8,Moderate,5
Vijaydurg,16.5508096,73.3365435,96.89,Satisfactory,103.9,Moderate,313.92,Very Poor,0.9,Good,3.76,Good,151.99,Moderate,5
Malvan,16.06064,73.4669499,75.14,Satisfactory,81.49,Satisfactory,275.87,Poor,0.83,Good,4.04,Good,136.43,Moderate,5
Pen,18.736151,73.0949798,120.28,Moderate,128.27,Moderate,377.39,Very Poor,1.24,Good,6.77,Good,177.05,Moderate,5
Belagavi,15.8572666,74.5069343,73.95,Satisfactory,80.15,Satisfactory,293.19,Poor,1.8,Good,3.61,Good,135.72,Moderate,4
Karad,17.2852127,74.1822147,138.72,Moderate,147.19,Moderate,434.24,Severe,4.91,Good,4.3,Good,150.65,Moderate,5
Perumbavoor,10.1147548,76.4778152,87.71,Satisfactory,96.09,Satisfactory,291.38,Poor,1.64,Good,3.8,Good,145.92,Moderate,5
Wadakkancherry,10.6575278,76.248113,70.6,Satisfactory,77.59,Satisfactory,239.73,Poor,0.87,Good,2.93,Good,139.69,Moderate,4
Tirur,10.9166828,75.923986,72.35,Satisfactory,79.76,Satisfactory,244.51,Poor,0.87,Good,3.33,Good,134.81,Moderate,4
Ponneri,13.336164,80.1948281,52.95,Satisfactory,62.93,Satisfactory,310.77,Very Poor,11.28,Good,8.09,Good,103.41,Moderate,4
Minjur,13.2786146,80.2577671,51.99,Satisfactory,61.54,Satisfactory,285.99,Poor,9.92,Good,9.01,Good,106.72,Moderate,4
Arani,13.3310399,80.0835726,52.95,Satisfactory,62.93,Satisfactory,310.77,Very Poor,11.28,Good,8.09,Good,103.41,Moderate,4
Palakkad,10.7681928,76.6521319,89.53,Satisfactory,98.19,Satisfactory,330.71,Very Poor,4.76,Good,5.39,Good,157.95,Moderate,5
Lehragaga,29.9371188,75.8000781,150.31,Moderate,194.25,Moderate,795.12,Severe,10.5,Good,5.95,Good,115.62,Moderate,5
Mauganj,24.667929,81.8811502,119.78,Moderate,128.48,Moderate,573.79,Severe,14.81,Good,6.02,Good,81.32,Satisfactory,5
Thuckalay,8.2472349,77.3149781,39.51,Good,48.53,Good,170.99,Moderate,1.08,Good,2.72,Good,115.0,Moderate,3
Kuzhithura,8.315526,77.2068841,39.51,Good,48.53,Good,170.99,Moderate,1.08,Good,2.72,Good,115.0,Moderate,3
Suchindram,8.1561337,77.4659904,28.02,Good,38.16,Good,150.09,Moderate,1.18,Good,2.95,Good,107.74,Moderate,3
Kanyakumari,8.079252,77.5499338,28.02,Good,38.16,Good,150.09,Moderate,1.18,Good,2.95,Good,107.74,Moderate,3
Shencottai,8.9746556,77.2507289,53.71,Satisfactory,63.03,Satisfactory,204.86,Poor,1.55,Good,2.97,Good,122.57,Moderate,4
Phalodi,27.1294121,72.3649644,138.57,Moderate,207.7,Poor,583.49,Severe,7.45,Good,3.82,Good,98.29,Satisfactory,5
Tirukkovilur,11.9692867,79.205183,42.19,Good,51.51,Satisfactory,294.92,Poor,19.68,Good,21.97,Good,80.13,Satisfactory,3
Viluppuram,11.9425887,79.4950625,38.1,Good,47.14,Good,282.14,Poor,16.99,Good,17.6,Good,79.53,Satisfactory,3
Bodinayakkanur,10.0085699,77.3523513,65.17,Satisfactory,74.98,Satisfactory,318.28,Very Poor,6.93,Good,6.14,Good,127.12,Moderate,4
Uthangarai,12.2659055,78.5353724,37.03,Good,45.35,Good,278.96,Poor,13.21,Good,13.38,Good,104.57,Moderate,3
Krishnagiri,12.5188835,78.2206536,35.82,Good,44.44,Good,290.01,Poor,15.36,Good,11.74,Good,104.97,Moderate,3
Kaveripattinam,12.4185449,78.2184935,35.82,Good,44.44,Good,290.01,Poor,15.36,Good,11.74,Good,104.97,Moderate,3
Dharmapuri,12.1347988,78.1589864,31.59,Good,38.07,Good,227.28,Poor,10.08,Good,6.76,Good,110.18,Moderate,3
Kariamangalam,12.3078191,78.205895,35.06,Good,42.87,Good,265.01,Poor,13.0,Good,10.9,Good,106.64,Moderate,3
Kalpakkam,12.5092553,80.1572349,37.95,Good,46.97,Good,243.26,Poor,7.3,Good,8.81,Good,106.14,Moderate,3
Checkanurani,9.9416291,77.9734866,41.43,Good,51.78,Satisfactory,342.22,Very Poor,16.52,Good,6.43,Good,77.24,Satisfactory,3
Andipatti Jakkampatty,9.9986958,77.619808,46.97,Good,56.63,Satisfactory,313.99,Very Poor,11.65,Good,6.09,Good,95.91,Satisfactory,3
Kundadam,10.8509242,77.4465535,81.23,Satisfactory,94.33,Satisfactory,438.62,Severe,15.4,Good,5.81,Good,94.44,Satisfactory,5
Kinathukadavu,10.8221208,77.0179042,84.05,Satisfactory,95.16,Satisfactory,389.03,Very Poor,10.38,Good,6.22,Good,129.95,Moderate,5
Madathukulam,10.5607593,77.3635747,84.9,Satisfactory,96.38,Satisfactory,405.72,Severe,11.51,Good,6.51,Good,127.02,Moderate,5
Oddanchatram,10.48766,77.7492413,69.04,Satisfactory,81.59,Satisfactory,406.54,Severe,14.63,Good,5.95,Good,91.13,Satisfactory,4
Mundakkayam,9.5368168,76.8855086,58.12,Satisfactory,64.21,Satisfactory,216.18,Poor,0.76,Good,2.83,Good,123.53,Moderate,4
Malappuram,11.0428925,76.0807838,66.86,Satisfactory,74.75,Satisfactory,234.19,Poor,0.91,Good,3.82,Good,137.23,Moderate,4
Mapusa,15.590853,73.8102146,36.55,Good,41.14,Good,209.88,Poor,0.65,Good,1.19,Good,120.83,Moderate,3
Perinthalmanna,10.9756774,76.2262573,68.31,Satisfactory,75.75,Satisfactory,236.06,Poor,0.89,Good,3.36,Good,139.4,Moderate,4
Nilakkottai,10.1648333,77.85285,37.88,Good,47.52,Good,316.01,Very Poor,14.65,Good,5.81,Good,77.44,Satisfactory,3
Elampillai,11.6048762,78.007001,52.29,Satisfactory,62.5,Satisfactory,372.34,Very Poor,16.44,Good,8.13,Good,104.66,Moderate,4
Ayodhiyapatinam,11.6712182,78.2316475,49.24,Good,58.96,Satisfactory,349.45,Very Poor,15.42,Good,10.06,Good,99.56,Satisfactory,3
Edappadi,11.5838413,77.8347612,67.36,Satisfactory,80.99,Satisfactory,467.34,Severe,20.63,Good,9.05,Good,92.46,Satisfactory,4
Komarapalayam,11.4425129,77.6939806,60.23,Satisfactory,72.73,Satisfactory,406.68,Severe,16.4,Good,7.12,Good,86.51,Satisfactory,4
Taramangalam,11.6934348,77.9696166,50.79,Satisfactory,61.24,Satisfactory,360.63,Very Poor,15.02,Good,7.48,Good,100.18,Moderate,4
Pathanamthitta,9.2655337,76.7871514,66.2,Satisfactory,72.47,Satisfactory,229.44,Poor,0.74,Good,2.53,Good,127.02,Moderate,4
Kattakada,8.5072457,77.0829921,54.08,Satisfactory,62.14,Satisfactory,199.32,Moderate,1.05,Good,2.34,Good,121.67,Moderate,4
Neyyatinkara,8.3994883,77.087201,49.11,Good,57.41,Satisfactory,188.24,Moderate,1.03,Good,2.35,Good,119.21,Moderate,3
Parassala,8.3428993,77.1547766,49.11,Good,57.41,Satisfactory,188.24,Moderate,1.03,Good,2.35,Good,119.21,Moderate,3
Kulasekaram,8.3646941,77.2996678,39.51,Good,48.53,Good,170.99,Moderate,1.08,Good,2.72,Good,115.0,Moderate,3
Hanumangarh,29.5760254,74.3342203,153.57,Moderate,225.88,Poor,686.5,Severe,8.42,Good,6.13,Good,109.07,Moderate,5
Jaisalmer,26.9116615,70.9124888,124.74,Moderate,228.16,Poor,553.54,Severe,1.18,Good,1.86,Good,109.46,Moderate,5
Makrana,27.0388103,74.7271171,98.73,Satisfactory,148.61,Moderate,422.71,Severe,12.03,Good,4.74,Good,88.93,Satisfactory,5
Samdari,25.8135036,72.5791014,182.75,Moderate,291.9,Poor,604.47,Severe,7.75,Good,3.28,Good,103.17,Moderate,5
Gadra Road,25.741128,70.643358,134.66,Moderate,224.01,Poor,504.27,Severe,0.86,Good,2.72,Good,107.91,Moderate,5
Tiruchirappalli,10.8071144,78.6880939,37.1,Good,45.52,Good,293.77,Poor,11.84,Good,7.11,Good,79.4,Satisfactory,3
Bagoda,25.2140512,72.0218813,201.79,Poor,336.87,Very Poor,670.67,Severe,7.86,Good,1.55,Good,91.27,Satisfactory,5
Sayla,25.3237718,72.3670729,179.27,Moderate,298.79,Poor,632.2,Severe,10.89,Good,2.59,Good,94.6,Satisfactory,5
Ummedabad,25.3759411,72.441763,156.74,Moderate,260.7,Poor,593.96,Severe,13.9,Good,3.63,Good,97.92,Satisfactory,5
Padroo,25.508703,72.2015668,184.16,Moderate,302.54,Very Poor,623.45,Severe,8.18,Good,2.49,Good,98.26,Satisfactory,5
Siwana,25.6497164,72.4209004,176.79,Moderate,290.57,Poor,570.38,Severe,6.13,Good,2.78,Good,103.76,Moderate,5
Thirukazhukundram,12.6021203,80.0591492,41.95,Good,51.21,Satisfactory,264.18,Poor,8.64,Good,8.52,Good,105.74,Moderate,3
Kanhangad,12.3135605,75.092463,83.17,Satisfactory,88.88,Satisfactory,295.44,Poor,0.52,Good,1.46,Good,132.33,Moderate,5
Wallajahbad,12.7916021,79.8180065,45.44,Good,55.42,Satisfactory,292.15,Poor,11.08,Good,10.2,Good,102.96,Moderate,3
Talwandi Bhai,30.8582701,74.9300835,110.55,Moderate,142.43,Moderate,966.6,Severe,16.88,Good,3.77,Good,81.85,Satisfactory,5
Madikeri,12.42149,75.7387543,86.81,Satisfactory,93.69,Satisfactory,321.21,Very Poor,0.81,Good,1.88,Good,137.21,Moderate,5
Nilambur,11.2865083,76.2407387,63.75,Satisfactory,72.07,Satisfactory,228.71,Poor,0.93,Good,4.21,Good,138.8,Moderate,4
Manjeri,11.1202289,76.1198109,66.86,Satisfactory,74.75,Satisfactory,234.19,Poor,0.91,Good,3.82,Good,137.23,Moderate,4
Sultan Bathery,11.6631885,76.259553,91.92,Satisfactory,102.18,Moderate,298.67,Poor,1.27,Good,4.52,Good,151.53,Moderate,5
Pandalur,11.4868759,76.3398232,77.84,Satisfactory,87.12,Satisfactory,263.68,Poor,1.1,Good,4.36,Good,145.16,Moderate,5
Wandoor,11.1957415,76.2368755,66.03,Satisfactory,73.91,Satisfactory,232.38,Poor,0.91,Good,3.78,Good,139.1,Moderate,4
Virajpet,12.1972711,75.8033421,100.21,Moderate,109.6,Moderate,328.73,Very Poor,1.29,Good,3.8,Good,148.1,Moderate,5
Nangal,31.3837484,76.3754353,112.09,Moderate,131.96,Moderate,874.72,Severe,11.21,Good,6.87,Good,98.38,Satisfactory,5
Changanassery,9.4432225,76.5411822,64.07,Satisfactory,70.8,Satisfactory,228.69,Poor,0.79,Good,3.0,Good,126.77,Moderate,4
Banur,30.5558556,76.7172678,153.03,Moderate,177.0,Moderate,941.35,Severe,14.39,Good,8.88,Good,107.72,Moderate,5
Batote,33.1227262,75.3210211,76.43,Satisfactory,107.25,Moderate,979.46,Severe,23.0,Good,7.03,Good,84.04,Satisfactory,5
Ramban,33.2387042,75.2404448,66.96,Satisfactory,94.87,Satisfactory,892.9,Severe,20.47,Good,6.15,Good,86.22,Satisfactory,4
Nakur,29.9186122,77.3053997,164.48,Moderate,194.62,Moderate,965.82,Severe,19.5,Good,11.5,Good,99.9,Satisfactory,5
Ambahata,29.8574715,77.3351518,164.48,Moderate,194.62,Moderate,965.82,Severe,19.5,Good,11.5,Good,99.9,Satisfactory,5
Purkaji,29.65778,77.84114,174.29,Moderate,205.7,Poor,1194.17,Severe,33.51,Good,19.96,Good,79.22,Satisfactory,5
Balusseri,11.447057,75.8302102,76.73,Satisfactory,85.76,Satisfactory,258.44,Poor,1.02,Good,4.33,Good,141.23,Moderate,5
Thamarassery,11.417752,75.9369456,76.73,Satisfactory,85.76,Satisfactory,258.44,Poor,1.02,Good,4.33,Good,141.23,Moderate,5
Brahmavara,13.4336923,74.7436381,62.24,Satisfactory,67.4,Satisfactory,262.92,Poor,0.62,Good,1.03,Good,129.65,Moderate,4
Sira,13.7409467,76.905738,30.5,Good,35.19,Good,371.83,Very Poor,15.3,Good,2.93,Good,100.27,Moderate,3
Konark,19.8899428,86.0923104,206.2,Poor,217.16,Poor,582.72,Severe,1.07,Good,9.68,Good,175.88,Moderate,5
Patna,25.6093239,85.1235252,233.04,Poor,256.17,Poor,1041.12,Severe,13.04,Good,7.77,Good,86.67,Satisfactory,5
Vijayapura,13.2964056,77.8028933,26.27,Good,32.71,Good,319.73,Very Poor,15.38,Good,3.9,Good,82.59,Satisfactory,3
Trimbak,19.9353864,73.5301768,178.58,Moderate,209.15,Poor,1005.3,Severe,25.22,Good,29.73,Good,175.5,Moderate,5
Bhor,18.1508064,73.8430594,137.78,Moderate,145.62,Moderate,430.94,Severe,3.25,Good,5.0,Good,166.01,Moderate,5
Lonand,18.0387975,74.186926,127.24,Moderate,135.22,Moderate,433.54,Severe,5.56,Good,4.89,Good,139.22,Moderate,5
Nira,18.1002478,74.2136809,116.69,Moderate,124.82,Moderate,435.65,Severe,7.77,Good,4.79,Good,113.42,Moderate,5
Jejuri,18.2768994,74.1602287,114.84,Moderate,122.12,Moderate,406.85,Severe,5.34,Good,4.64,Good,133.41,Moderate,5
Saswad,18.3444347,74.0295234,114.84,Moderate,122.12,Moderate,406.85,Severe,5.34,Good,4.64,Good,133.41,Moderate,5
Lonavala,18.7548563,73.4016729,123.6,Moderate,132.04,Moderate,398.53,Very Poor,2.45,Good,7.06,Good,169.15,Moderate,5
Talera,25.3164866,75.7299916,47.21,Good,55.58,Satisfactory,287.95,Poor,7.96,Good,3.79,Good,55.38,Satisfactory,3
Bundi,25.4416137,75.6375815,52.22,Satisfactory,61.3,Satisfactory,297.83,Poor,9.04,Good,3.51,Good,60.01,Satisfactory,4
Rewari,28.1956468,76.6165179,152.83,Moderate,200.98,Poor,778.64,Severe,22.9,Good,5.73,Good,70.23,Satisfactory,5
Keeranur,10.5733857,78.7842652,29.99,Good,36.49,Good,219.1,Poor,7.43,Good,6.53,Good,91.8,Satisfactory,3
Khadki,18.5681753,73.8507787,116.72,Moderate,123.54,Moderate,394.57,Very Poor,3.2,Good,4.52,Good,152.82,Moderate,5
Nagpur,21.1498134,79.0820556,120.68,Moderate,129.13,Moderate,505.54,Severe,15.09,Good,12.55,Good,96.35,Satisfactory,5
Vallam,10.7188244,79.0613163,29.14,Good,36.34,Good,217.52,Poor,7.17,Good,5.3,Good,87.52,Satisfactory,3
Melattur,11.0600475,76.273908,66.03,Satisfactory,73.91,Satisfactory,232.38,Poor,0.91,Good,3.78,Good,139.1,Moderate,4
Jalandhar,31.3323762,75.576889,88.04,Satisfactory,112.45,Moderate,779.04,Severe,13.19,Good,5.06,Good,85.03,Satisfactory,5
Mannarkkad,10.9928999,76.45686,74.03,Satisfactory,82.36,Satisfactory,278.62,Poor,3.2,Good,4.38,Good,142.27,Moderate,4
Adimali,10.0144274,76.9554575,93.81,Satisfactory,102.94,Moderate,335.37,Very Poor,3.35,Good,5.48,Good,162.65,Moderate,5
Gamhāria,22.8094522,86.1033806,333.29,Very Poor,353.55,Very Poor,899.71,Severe,13.16,Good,18.53,Good,89.28,Satisfactory,5
Jamshedpur,22.8015194,86.2029579,323.46,Very Poor,344.35,Very Poor,914.13,Severe,13.04,Good,17.0,Good,89.21,Satisfactory,5
Deogarh,21.5370786,84.7301184,315.62,Very Poor,330.0,Very Poor,643.72,Severe,3.62,Good,7.57,Good,123.63,Moderate,5
Banaigarh,21.8200396,84.954515,358.64,Very Poor,377.52,Very Poor,765.15,Severe,7.84,Good,9.75,Good,99.65,Satisfactory,5
Sakti,22.0262563,82.959829,176.91,Moderate,190.53,Moderate,519.65,Severe,9.74,Good,21.93,Good,94.02,Satisfactory,5
Dabhra,21.7812665,83.0816419,229.19,Poor,243.58,Poor,569.14,Severe,9.29,Good,17.18,Good,99.13,Satisfactory,5
Kharsia,21.9905525,83.1042482,213.44,Poor,227.95,Poor,563.65,Severe,10.05,Good,20.02,Good,96.94,Satisfactory,5
Singur,22.8130387,88.2283646,391.78,Very Poor,422.6,Severe,1343.8,Severe,16.36,Good,31.05,Good,168.44,Moderate,5
Muzaffarpur,26.1182898,85.3857888,247.09,Poor,275.96,Poor,1360.64,Severe,32.1,Good,8.82,Good,65.87,Satisfactory,5
Shahi,28.5497856,79.3160569,273.24,Poor,297.01,Poor,1306.5,Severe,19.95,Good,8.9,Good,91.9,Satisfactory,5
Sandi,27.2894559,79.9529044,211.5,Poor,227.71,Poor,851.08,Severe,13.25,Good,3.16,Good,68.16,Satisfactory,5
Hajo,26.2491886,91.5265279,72.97,Satisfactory,81.58,Satisfactory,441.58,Severe,9.29,Good,0.92,Good,45.16,Good,4
Dispur,26.1409355,91.7910265,67.46,Satisfactory,77.57,Satisfactory,436.37,Severe,9.48,Good,1.31,Good,50.51,Satisfactory,4
Jorabat,26.0993157,91.8773204,46.49,Good,56.08,Satisfactory,366.0,Very Poor,8.67,Good,1.34,Good,45.25,Good,3
Sonapur,26.1192493,91.9702229,46.49,Good,56.08,Satisfactory,366.0,Very Poor,8.67,Good,1.34,Good,45.25,Good,3
Nakhola,26.1248565,92.2012506,35.58,Good,45.43,Good,375.35,Very Poor,12.44,Good,1.59,Good,30.29,Good,3
Guwahati,26.1805978,91.753943,67.46,Satisfactory,77.57,Satisfactory,436.37,Severe,9.48,Good,1.31,Good,50.51,Satisfactory,4
Anand Nagar,27.1026549,83.2747426,297.26,Poor,326.13,Very Poor,1397.65,Severe,21.97,Good,8.15,Good,76.37,Satisfactory,5
Sonepur,25.6977651,85.1569507,233.04,Poor,256.17,Poor,1041.12,Severe,13.04,Good,7.77,Good,86.67,Satisfactory,5
Hajipur,25.6905702,85.2090351,245.96,Poor,270.65,Poor,1118.06,Severe,14.13,Good,7.06,Good,78.03,Satisfactory,5
Agra,27.1752554,78.0098161,119.62,Moderate,137.66,Moderate,539.65,Severe,12.77,Good,2.32,Good,78.28,Satisfactory,5
Shahpur,27.3835175,75.9624195,117.34,Moderate,169.8,Moderate,505.64,Severe,15.05,Good,4.25,Good,89.24,Satisfactory,5
Kotputli,27.707172,76.1996447,144.23,Moderate,202.22,Poor,624.36,Severe,15.43,Good,5.27,Good,97.18,Satisfactory,5
Bansur,27.6846426,76.3552224,139.74,Moderate,197.18,Moderate,639.28,Severe,17.3,Good,5.53,Good,93.04,Satisfactory,5
Behror,27.8900657,76.2858227,156.77,Moderate,214.4,Poor,713.89,Severe,17.54,Good,6.63,Good,95.83,Satisfactory,5
Pinjore,30.8042411,76.9149498,152.15,Moderate,171.19,Moderate,996.4,Severe,10.69,Good,6.23,Good,99.21,Satisfactory,5
Mukerian,31.9519585,75.6139939,83.41,Satisfactory,108.06,Moderate,870.18,Severe,20.37,Good,6.22,Good,78.3,Satisfactory,5
Talwara,31.9433091,75.8805819,98.08,Satisfactory,121.5,Moderate,937.08,Severe,19.03,Good,6.26,Good,82.16,Satisfactory,5
Marigaon,26.2514907,92.3443835,26.11,Good,33.07,Good,320.18,Very Poor,10.38,Good,1.22,Good,19.96,Good,3
Silchar,24.829588,92.797148,36.53,Good,45.47,Good,355.39,Very Poor,11.25,Good,1.79,Good,34.09,Good,3
Bhuj,23.2472446,69.668339,117.87,Moderate,196.73,Moderate,370.57,Very Poor,2.74,Good,5.4,Good,122.3,Moderate,5
Mathura,27.4955539,77.6855554,156.41,Moderate,183.92,Moderate,732.76,Severe,21.85,Good,5.85,Good,80.84,Satisfactory,5
Bharatpur,27.2154447,77.4986962,166.85,Moderate,192.6,Moderate,714.37,Severe,20.9,Good,6.6,Good,92.4,Satisfactory,5
Fatehpur Sikri,27.0911655,77.6623984,152.8,Moderate,173.65,Moderate,636.82,Severe,17.0,Good,4.72,Good,88.58,Satisfactory,5
Morena,26.4909914,77.9813656,111.62,Moderate,124.47,Moderate,448.01,Severe,9.63,Good,5.51,Good,82.99,Satisfactory,5
Gwalior,26.2037247,78.1573628,88.31,Satisfactory,98.21,Satisfactory,383.09,Very Poor,7.98,Good,5.44,Good,75.9,Satisfactory,5
Datia,25.6689389,78.4582309,72.52,Satisfactory,80.45,Satisfactory,378.16,Very Poor,14.06,Good,6.88,Good,53.51,Satisfactory,4
Mirzapur,25.1461346,82.5689952,140.85,Moderate,149.28,Moderate,582.02,Severe,8.92,Good,2.66,Good,76.48,Satisfactory,5
Hisua,24.8374293,85.4195345,204.65,Poor,219.87,Poor,739.73,Severe,9.43,Good,5.01,Good,93.69,Satisfactory,5
Barbigha,25.2183873,85.7365083,227.77,Poor,246.51,Poor,931.86,Severe,11.64,Good,4.67,Good,88.42,Satisfactory,5
Khagaria,25.5112455,86.4756555,231.8,Poor,251.03,Poor,1069.58,Severe,13.31,Good,4.06,Good,83.03,Satisfactory,5
Bihpur,25.3876685,86.9341073,227.44,Poor,248.12,Poor,1132.27,Severe,20.52,Good,5.51,Good,82.36,Satisfactory,5
Naugachia,25.3857731,87.0997616,225.58,Poor,247.24,Poor,1172.77,Severe,24.1,Good,6.25,Good,82.76,Satisfactory,5
Mal Bazaar,26.865572,88.7455025,258.88,Poor,287.7,Poor,1326.43,Severe,18.7,Good,4.66,Good,71.84,Satisfactory,5
Falakata,26.5179475,89.2012659,245.73,Poor,268.18,Poor,1137.2,Severe,16.51,Good,4.6,Good,89.78,Satisfactory,5
Alipurduar,26.4851573,89.5246926,238.17,Poor,259.26,Poor,1107.59,Severe,17.09,Good,3.68,Good,85.86,Satisfactory,5
