city,country,latitude,longitude,PM25 AQ,PM25 AQI Category,PM10 AQ,PM10 AQI Category,CO AQ,CO AQI Category,NO2 AQ,NO2 AQI Category,SO2 AQ,SO2 AQI Category,O3 AQ,O3 AQI Category,AQI,temperature,humidity,wind_speed,wind_deg,timestamp
Aliağa,TR,38.72447620723352,26.95912804662704,11.02,Good,14.42,Good,162.11,Unhealthy,4.72,Good,5.1,Good,77.09,Unhealthy,2,15.07,72,6.19,36,2025-12-11T14:52:15
Kalisz,PL,51.74810300000001,18.049309999999995,6.44,Good,9.01,Good,229.26,Unhealthy,13.53,Good,4.26,Good,29.85,Good,1,9.24,86,5.91,275,2025-12-11T14:51:06
Maribyrnong,AU,-37.8119,144.874,4.17,Good,11.86,Good,60.79,Unhealthy,2.19,Good,1.76,Good,38.9,Good,1,13.39,84,3.6,290,2025-12-11T14:52:02
Konin,PL,52.225633,18.269036,3.89,Good,6.17,Good,189.13,Unhealthy,10.73,Good,4.31,Good,39.81,Good,1,9.16,84,5.91,273,2025-12-11T14:51:01
Kutno,PL,52.231728,19.353742,3.82,Good,5.77,Good,180.73,Unhealthy,9.62,Good,3.57,Good,41.07,Good,1,9.04,88,6.06,270,2025-12-11T14:51:37
LaPorte,US,41.6292,-86.6847,2.73,Good,3.08,Good,173.13,Unhealthy,6.36,Good,2.06,Good,55.77,Moderate,1,-3.0,73,3.09,280,2025-12-11T14:50:01
Padre Las Casas,CL,-38.748650731093,-72.619012605804,1.01,Good,1.97,Good,70.26,Unhealthy,0.17,Good,0.19,Good,25.81,Good,1,21.59,45,2.19,224,2025-12-11T14:49:54
Padre Las Casas,CL,-38.748650731093,-72.619012605804,1.01,Good,1.97,Good,70.26,Unhealthy,0.17,Good,0.19,Good,25.81,Good,1,21.59,45,2.19,224,2025-12-11T14:49:54
Perry,US,38.1131,-86.6036,4.37,Good,5.24,Good,220.12,Unhealthy,8.92,Good,1.36,Good,40.01,Good,1,-0.86,81,3.02,264,2025-12-11T14:52:16
Libby,US,48.3841,-115.548,0.51,Good,0.54,Good,89.05,Unhealthy,0.72,Good,0.07,Good,72.11,Unhealthy,2,9.79,87,4.61,253,2025-12-11T14:52:16
Rustenburg,ZA,-25.50776347170753,27.183859411912508,2.43,Good,3.14,Good,103.43,Unhealthy,0.51,Good,0.38,Good,61.85,Moderate,2,30.45,28,3.94,70,2025-12-11T14:52:15
Pinelands,ZA,-33.920444,18.515947,3.37,Good,14.13,Good,61.0,Unhealthy,0.07,Good,0.46,Good,49.46,Good,1,24.97,64,5.66,150,2025-12-11T14:52:16
Pinelands,ZA,-33.920444,18.515947,3.37,Good,14.13,Good,61.0,Unhealthy,0.07,Good,0.46,Good,49.46,Good,1,24.97,64,5.66,150,2025-12-11T14:52:16
Michigan City,US,41.7169,-86.9075,2.74,Good,3.03,Good,173.79,Unhealthy,5.92,Good,1.85,Good,55.47,Moderate,1,-2.27,69,2.57,300,2025-12-11T14:51:02
Bridgeport,US,38.247335,-119.220006,18.26,Moderate,21.73,Good,215.94,Unhealthy,9.63,Good,0.25,Good,57.75,Moderate,2,-3.52,50,2.8,238,2025-12-11T14:52:16
Mosina,PL,52.241136,16.864936,3.19,Good,5.41,Good,178.55,Unhealthy,10.06,Good,4.06,Good,41.55,Good,1,10.1,81,4.3,254,2025-12-11T14:52:16
Milas,TR,37.31116933963219,27.78271697942622,6.49,Good,11.48,Good,126.05,Unhealthy,1.73,Good,2.73,Good,94.92,Unhealthy,2,15.2,48,4.12,30,2025-12-11T14:50:18
Milas,TR,37.31116933963219,27.78271697942622,6.49,Good,11.48,Good,126.05,Unhealthy,1.73,Good,2.73,Good,94.92,Unhealthy,2,15.2,48,4.12,30,2025-12-11T14:50:18
Muğla Province,TR,37.217046212463444,28.35352377449007,10.97,Good,13.56,Good,141.26,Unhealthy,2.43,Good,7.1,Good,91.51,Unhealthy,2,8.08,64,2.88,8,2025-12-11T14:52:16
Muğla Province,TR,37.217046212463444,28.35352377449007,10.97,Good,13.56,Good,141.26,Unhealthy,2.43,Good,7.1,Good,91.51,Unhealthy,2,8.08,64,2.88,8,2025-12-11T14:52:16
Cranston,US,41.76988,-71.428489,0.68,Good,2.37,Good,163.48,Unhealthy,5.34,Good,0.99,Good,68.51,Moderate,2,1.7,58,9.77,280,2025-12-11T14:50:11
New Albany,US,38.3081,-85.8342,3.51,Good,4.49,Good,205.8,Unhealthy,9.49,Good,1.79,Good,41.14,Good,1,0.29,76,3.09,240,2025-12-11T14:49:48
Newport,US,48.181245,-117.052746,0.5,Good,0.7,Good,94.13,Unhealthy,1.0,Good,0.11,Good,75.83,Unhealthy,2,10.82,66,1.34,270,2025-12-11T14:51:53
Ogden Dunes,US,41.6175,-87.1992,2.86,Good,3.14,Good,177.09,Unhealthy,5.92,Good,1.68,Good,54.45,Unhealthy,1,-3.02,74,3.09,300,2025-12-11T14:49:48
Orosháza,HU,46.55949900000001,20.665749,25.83,Moderate,30.59,Good,297.98,Unhealthy,9.68,Good,0.71,Good,40.66,Good,3,5.79,86,1.31,330,2025-12-11T14:52:16
Witkowo,PL,52.501388999999996,17.773464,3.32,Good,5.6,Good,179.1,Unhealthy,9.91,Good,3.88,Good,41.26,Good,1,8.71,83,5.53,268,2025-12-11T14:51:39
Pittsfield,US,42.453035,-73.238776,0.5,Good,0.5,Good,137.07,Unhealthy,2.64,Good,0.52,Good,79.69,Unhealthy,2,-5.6,68,7.2,290,2025-12-11T14:51:17
Burns Harbor,US,41.6167,-87.1458,2.86,Good,3.14,Good,177.09,Unhealthy,5.92,Good,1.68,Good,54.45,Unhealthy,1,-3.06,76,4.4,291,2025-12-11T14:49:58
Portola,US,39.808334,-120.471664,17.26,Moderate,20.48,Good,346.88,Unhealthy,21.31,Good,0.39,Good,8.62,Good,2,3.14,73,0.7,140,2025-12-11T14:49:53
Prizren,XK,42.215859,20.741556,16.05,Moderate,21.71,Good,222.13,Unhealthy,10.75,Good,1.88,Good,54.6,Unhealthy,2,8.28,74,0.9,83,2025-12-11T14:52:16
North Terre Haute,US,39.5642,-87.3253,2.17,Good,2.44,Good,199.83,Unhealthy,5.86,Good,1.73,Good,47.11,Good,1,-1.67,90,2.57,260,2025-12-11T14:52:16
Highland,US,38.0053,-87.7183,6.47,Good,8.32,Good,247.25,Unhealthy,11.45,Good,1.54,Good,30.64,Good,1,0.28,74,2.57,250,2025-12-11T14:50:07
Bueng Kum,TH,13.799395,100.682464,40.2,Unhealthy,53.12,Good,588.69,Unhealthy,6.34,Good,7.98,Good,85.82,Unhealthy,3,23.51,85,4.63,330,2025-12-11T14:52:16
Suwałki,PL,54.116056,22.93875,2.6,Good,3.64,Good,176.12,Unhealthy,7.22,Good,2.15,Good,40.88,Good,1,7.9,81,5.97,268,2025-12-11T14:50:55
Szczytno,PL,53.559739,21.002121,2.55,Good,3.99,Good,178.02,Unhealthy,8.45,Good,2.79,Good,42.11,Good,1,8.97,76,4.12,250,2025-12-11T14:52:05
Terre Haute,US,39.4861,-87.4014,2.33,Good,2.55,Good,203.97,Unhealthy,6.17,Good,1.25,Good,45.19,Good,1,-1.69,89,2.57,260,2025-12-11T14:49:48
Porter,US,41.5114,-87.0353,2.43,Good,2.66,Good,178.76,Unhealthy,5.43,Good,1.37,Good,54.98,Unhealthy,1,-3.7,71,4.12,270,2025-12-11T14:50:05
l'Ametlla de Mar,ES,40.93944,0.83139044,8.47,Good,16.66,Good,137.25,Unhealthy,3.07,Good,0.94,Good,76.05,Unhealthy,2,14.95,81,0.89,50,2025-12-11T14:50:17
Vandellós,ES,41.00808,0.83110964,7.94,Good,15.83,Good,136.02,Unhealthy,2.82,Good,0.77,Good,76.46,Unhealthy,2,11.68,81,0.89,50,2025-12-11T14:50:17
Vandellós,ES,41.00808,0.83110964,7.94,Good,15.83,Good,136.02,Unhealthy,2.82,Good,0.77,Good,76.46,Unhealthy,2,11.68,81,0.89,50,2025-12-11T14:50:17
Marymont,PL,52.281472,20.963361,4.59,Good,6.4,Good,204.97,Unhealthy,13.11,Good,4.97,Good,33.13,Good,1,9.13,82,5.14,260,2025-12-11T14:49:58
Dale,US,39.9975,-86.395278,1.42,Good,1.72,Good,179.32,Unhealthy,5.3,Good,2.78,Good,53.51,Good,1,-2.59,90,3.09,280,2025-12-11T14:50:03
Worcester,ZA,-33.627571999999994,19.468172,4.72,Good,16.02,Good,61.54,Unhealthy,0.26,Good,0.7,Good,54.24,Unhealthy,1,33.23,16,6.01,282,2025-12-11T14:51:56
Yinnar,AU,-38.32676,146.326,3.94,Good,13.0,Good,59.3,Unhealthy,0.78,Good,0.76,Good,39.68,Good,1,13.15,91,1.83,88,2025-12-11T14:51:40
Gabrovo,BG,42.881,25.3173,15.91,Moderate,19.57,Good,242.09,Unhealthy,9.4,Good,0.83,Good,72.85,Unhealthy,2,11.45,76,0.54,93,2025-12-11T14:52:05
Kálvária,HU,46.64881400000001,21.263191000000003,21.35,Moderate,25.61,Good,274.26,Unhealthy,8.49,Good,0.93,Good,44.63,Good,2,4.98,93,1.17,301,2025-12-11T14:52:16
Kálvária,HU,46.64881400000001,21.263191000000003,21.35,Moderate,25.61,Good,274.26,Unhealthy,8.49,Good,0.93,Good,44.63,Good,2,4.98,93,1.17,301,2025-12-11T14:52:16
Morelia,MX,19.701388888889,-101.195,12.33,Moderate,13.31,Good,237.6,Unhealthy,6.05,Good,0.82,Good,27.34,Good,2,12.94,69,1.52,349,2025-12-11T14:52:16
Sandpoint,US,48.272,-116.569,0.5,Good,0.56,Good,92.89,Unhealthy,0.97,Good,0.11,Good,74.5,Unhealthy,2,10.88,87,3.6,240,2025-12-11T14:52:16
Timaru,NZ,-44.404486,171.249643,0.5,Good,0.53,Good,58.61,Unhealthy,0.51,Good,0.11,Good,26.17,Good,1,11.7,87,2.24,276,2025-12-11T14:52:16
Universal City,US,34.14764,-118.36771,15.11,Moderate,20.17,Good,167.6,Unhealthy,1.05,Good,0.34,Good,52.7,Good,2,17.56,44,1.48,5,2025-12-11T14:52:06
Sherman Oaks,US,34.14904,-118.493,14.91,Moderate,19.64,Good,164.99,Unhealthy,1.35,Good,0.41,Good,51.5,Good,2,17.36,44,1.73,352,2025-12-11T14:52:06
Mammoth Lakes,US,37.645833,-118.966398,55.22,Unhealthy,61.12,Moderate,424.9,Unhealthy,27.28,Good,0.91,Good,30.84,Good,4,-6.66,86,2.06,320,2025-12-11T14:50:07
Nice,FR,43.69280124,7.246883176,3.75,Good,8.26,Good,113.31,Unhealthy,0.47,Good,0.39,Good,79.47,Unhealthy,2,15.9,69,1.54,0,2025-12-11T14:52:16
Mammoth Lakes,US,37.645812,-118.96657,55.22,Unhealthy,61.12,Moderate,424.9,Unhealthy,27.28,Good,0.91,Good,30.84,Good,4,-6.66,86,2.06,320,2025-12-11T14:50:07
Mogwase,ZA,-24.966431,27.125312,1.2,Good,1.54,Good,93.16,Unhealthy,0.39,Good,0.41,Good,52.51,Good,1,29.76,31,5.09,32,2025-12-11T14:52:16
Mogwase,ZA,-24.91039,27.146564,1.2,Good,1.54,Good,93.16,Unhealthy,0.39,Good,0.41,Good,52.51,Good,1,29.84,32,4.68,33,2025-12-11T14:52:16
Limpopo,ZA,-24.073797,29.413985,4.21,Good,4.98,Good,100.98,Unhealthy,0.47,Good,0.72,Good,60.33,Moderate,2,21.92,45,6.36,58,2025-12-11T14:52:16
Polokwane,ZA,-23.906770000000005,29.431096,4.03,Good,4.76,Good,99.99,Unhealthy,0.44,Good,0.61,Good,61.24,Moderate,2,22.94,56,6.17,50,2025-12-11T14:52:16
Mogwase,ZA,-24.978439,27.140602,1.2,Good,1.54,Good,93.16,Unhealthy,0.39,Good,0.41,Good,52.51,Good,1,29.55,31,5.15,34,2025-12-11T14:52:16
Limpopo,ZA,-24.017956,29.475521,4.21,Good,4.98,Good,100.98,Unhealthy,0.47,Good,0.72,Good,60.33,Moderate,2,21.94,56,6.17,50,2025-12-11T14:52:16
Limpopo,ZA,-24.042678,29.452175,4.21,Good,4.98,Good,100.98,Unhealthy,0.47,Good,0.72,Good,60.33,Moderate,2,21.77,44,6.89,59,2025-12-11T14:52:16
Mattawa,US,46.743414,-119.893763,0.5,Good,0.62,Good,93.68,Unhealthy,0.64,Good,0.06,Good,78.24,Unhealthy,2,12.57,74,2.97,324,2025-12-11T14:52:16
Selçuklu,TR,37.868194,32.516311,1.89,Good,2.05,Good,169.58,Unhealthy,3.36,Good,0.73,Good,74.32,Unhealthy,2,6.08,70,4.63,330,2025-12-11T14:52:16
London,GB,51.5113148373152,-0.139322877049969,3.22,Good,5.43,Good,135.91,Unhealthy,8.09,Good,2.85,Good,61.41,Moderate,2,10.97,80,5.14,180,2025-12-11T14:51:55
Aguascalientes,MX,21.883780555556,-102.295825,18.0,Moderate,24.63,Good,542.55,Unhealthy,22.82,Good,5.14,Good,16.11,Good,2,13.17,53,3.32,49,2025-12-11T14:52:16
Drayton Valley,CA,53.22,-114.9833,0.77,Good,0.79,Good,133.68,Unhealthy,3.95,Good,1.88,Good,39.92,Good,1,-22.05,92,4.63,315,2025-12-11T14:52:16
East Los Angeles,US,34.02861,-118.18682,15.32,Moderate,20.71,Good,170.22,Unhealthy,0.75,Good,0.26,Good,53.89,Good,2,17.27,45,0.0,0,2025-12-11T14:52:06
Mammoth Lakes,US,37.645705,-118.966656,55.22,Unhealthy,61.12,Moderate,424.9,Unhealthy,27.28,Good,0.91,Good,30.84,Good,4,-6.66,86,2.06,320,2025-12-11T14:50:07
Mayfield,US,39.478686,-84.397112,1.75,Good,2.5,Good,164.19,Unhealthy,6.31,Good,1.47,Good,59.22,Moderate,1,-0.92,77,4.12,280,2025-12-11T14:52:16
Mayfield,US,39.49072,-84.36374,1.75,Good,2.5,Good,164.19,Unhealthy,6.31,Good,1.47,Good,59.22,Moderate,1,-0.95,77,4.12,280,2025-12-11T14:52:16
San Francisco,US,37.779,-122.4061928,10.74,Good,17.66,Good,240.11,Unhealthy,13.36,Good,1.93,Good,39.05,Good,2,7.58,91,2.24,39,2025-12-11T14:52:16
Richmond,US,37.918629,-122.349347,16.45,Moderate,22.64,Good,302.68,Unhealthy,19.7,Good,2.49,Good,32.83,Good,2,6.92,85,1.34,61,2025-12-11T14:52:16
Tara Hills,US,37.9795897,-122.3182215,16.45,Moderate,22.64,Good,302.68,Unhealthy,19.7,Good,2.49,Good,32.83,Good,2,6.28,84,1.34,55,2025-12-11T14:52:16
Richmond,US,37.9445,-122.3476,16.45,Moderate,22.64,Good,302.68,Unhealthy,19.7,Good,2.49,Good,32.83,Good,2,6.81,84,1.34,55,2025-12-11T14:52:05
East Richmond Heights,US,37.93909,-122.32418,16.45,Moderate,22.64,Good,302.68,Unhealthy,19.7,Good,2.49,Good,32.83,Good,2,6.68,85,1.34,61,2025-12-11T14:52:16
Richmond,US,37.9339,-122.3728,16.45,Moderate,22.64,Good,302.68,Unhealthy,19.7,Good,2.49,Good,32.83,Good,2,6.9,84,1.34,55,2025-12-11T14:52:16
Millvale,US,40.4783,-79.970377,0.5,Good,0.5,Good,126.02,Unhealthy,2.51,Good,1.73,Good,81.68,Unhealthy,2,-3.36,76,4.12,280,2025-12-11T14:51:45
Richmond,US,37.9356,-122.36499,16.45,Moderate,22.64,Good,302.68,Unhealthy,19.7,Good,2.49,Good,32.83,Good,2,6.87,83,1.34,55,2025-12-11T14:51:53
El Cerrito,US,37.917,-122.3291,16.45,Moderate,22.64,Good,302.68,Unhealthy,19.7,Good,2.49,Good,32.83,Good,2,6.86,85,1.34,61,2025-12-11T14:52:16
San Francisco,US,37.76617,-122.39895,13.61,Moderate,20.69,Good,288.88,Unhealthy,18.07,Good,2.43,Good,35.34,Good,2,7.67,84,2.24,39,2025-12-11T14:50:10
San Francisco,US,37.78128,-122.40871,10.74,Good,17.66,Good,240.11,Unhealthy,13.36,Good,1.93,Good,39.05,Good,2,7.58,91,2.24,39,2025-12-11T14:52:16
San Francisco,US,37.79763,-122.40863,10.74,Good,17.66,Good,240.11,Unhealthy,13.36,Good,1.93,Good,39.05,Good,2,7.3,91,2.24,39,2025-12-11T14:52:16
San Francisco,US,37.7741,-122.41199,10.74,Good,17.66,Good,240.11,Unhealthy,13.36,Good,1.93,Good,39.05,Good,2,7.55,91,2.24,39,2025-12-11T14:52:16
San Francisco,US,37.78395,-122.41177,10.74,Good,17.66,Good,240.11,Unhealthy,13.36,Good,1.93,Good,39.05,Good,2,7.58,91,2.24,39,2025-12-11T14:52:16
San Francisco,US,37.77461,-122.40394,13.61,Moderate,20.69,Good,288.88,Unhealthy,18.07,Good,2.43,Good,35.34,Good,2,7.67,84,2.24,39,2025-12-11T14:50:10
Medina Estates,GH,5.651068809036082,-0.18585528584023492,1.53,Good,2.44,Good,129.03,Unhealthy,0.17,Good,0.61,Good,24.84,Good,1,29.75,70,5.66,180,2025-12-11T14:52:16
San Francisco,US,37.74831,-122.40872,10.74,Good,17.66,Good,240.11,Unhealthy,13.36,Good,1.93,Good,39.05,Good,2,7.63,85,2.24,39,2025-12-11T14:52:16
Ashanti Region,GH,6.7133333,-1.5286111111111111,4.03,Good,7.55,Good,143.16,Unhealthy,1.04,Good,1.9,Good,25.41,Good,1,31.95,44,2.41,165,2025-12-11T14:52:16
San Francisco,US,37.74871,-122.40673,10.74,Good,17.66,Good,240.11,Unhealthy,13.36,Good,1.93,Good,39.05,Good,2,7.63,85,2.24,39,2025-12-11T14:52:16
Brisbane,US,37.72503,-122.39397,13.61,Moderate,20.69,Good,288.88,Unhealthy,18.07,Good,2.43,Good,35.34,Good,2,7.67,92,2.24,39,2025-12-11T14:52:16
San Francisco,US,37.78491,-122.41796,10.74,Good,17.66,Good,240.11,Unhealthy,13.36,Good,1.93,Good,39.05,Good,2,7.42,91,2.24,39,2025-12-11T14:52:16
Tafo,GH,6.7541667,-1.771388888888889,3.02,Good,7.03,Good,136.78,Unhealthy,0.58,Good,0.12,Good,24.73,Good,1,31.61,47,3.32,186,2025-12-11T14:52:16
San Francisco,US,37.78252,-122.41207,10.74,Good,17.66,Good,240.11,Unhealthy,13.36,Good,1.93,Good,39.05,Good,2,7.58,91,2.24,39,2025-12-11T14:52:16
San Francisco,US,37.77591,-122.40711,10.74,Good,17.66,Good,240.11,Unhealthy,13.36,Good,1.93,Good,39.05,Good,2,7.58,91,2.24,39,2025-12-11T14:52:16
San Francisco,US,37.78658,-122.41284,10.74,Good,17.66,Good,240.11,Unhealthy,13.36,Good,1.93,Good,39.05,Good,2,7.33,91,2.24,39,2025-12-11T14:52:17
San Francisco,US,37.73304,-122.37618,13.61,Moderate,20.69,Good,288.88,Unhealthy,18.07,Good,2.43,Good,35.34,Good,2,7.67,84,2.24,39,2025-12-11T14:52:17
San Francisco,US,37.76959,-122.40694,10.74,Good,17.66,Good,240.11,Unhealthy,13.36,Good,1.93,Good,39.05,Good,2,7.55,91,2.24,39,2025-12-11T14:52:16
San Francisco,US,37.79463,-122.40591,10.74,Good,17.66,Good,240.11,Unhealthy,13.36,Good,1.93,Good,39.05,Good,2,7.33,91,2.24,39,2025-12-11T14:52:17
San Francisco,US,37.73805,-122.40748,10.74,Good,17.66,Good,240.11,Unhealthy,13.36,Good,1.93,Good,39.05,Good,2,7.63,92,2.24,39,2025-12-11T14:52:17
Brisbane,US,37.72887,-122.3744,13.61,Moderate,20.69,Good,288.88,Unhealthy,18.07,Good,2.43,Good,35.34,Good,2,7.43,84,2.24,39,2025-12-11T14:52:17
San Francisco,US,37.73054,-122.39624,13.61,Moderate,20.69,Good,288.88,Unhealthy,18.07,Good,2.43,Good,35.34,Good,2,7.61,85,2.24,39,2025-12-11T14:52:17
Medina Estates,GH,5.651068809036082,-0.18585528584023492,1.53,Good,2.44,Good,129.03,Unhealthy,0.17,Good,0.61,Good,24.84,Good,1,29.75,70,5.66,180,2025-12-11T14:52:16
North Richmond,US,37.960472,-122.356833,16.45,Moderate,22.64,Good,302.68,Unhealthy,19.7,Good,2.49,Good,32.83,Good,2,6.81,82,1.79,61,2025-12-11T14:50:10
North Richmond,US,37.960472,-122.356833,16.45,Moderate,22.64,Good,302.68,Unhealthy,19.7,Good,2.49,Good,32.83,Good,2,6.81,82,1.79,61,2025-12-11T14:50:10
Lomita,US,33.78548,-118.27272,14.56,Moderate,19.6,Good,153.14,Unhealthy,0.89,Good,0.39,Good,62.76,Moderate,2,13.93,61,0.0,0,2025-12-11T14:52:06
San Pedro,US,33.72305,-118.32231,14.56,Moderate,19.6,Good,153.14,Unhealthy,0.89,Good,0.39,Good,62.76,Moderate,2,14.46,57,0.0,0,2025-12-11T14:52:17
Sun Valley,US,34.215,-118.38277,21.01,Moderate,28.44,Good,289.57,Unhealthy,16.23,Good,0.65,Good,40.53,Good,2,17.13,44,1.95,13,2025-12-11T14:52:17
Calabasas,US,34.18177,-118.56517,14.91,Moderate,19.64,Good,164.99,Unhealthy,1.35,Good,0.41,Good,51.5,Good,2,17.37,44,1.89,357,2025-12-11T14:52:17
View Park-Windsor Hills,US,33.99189,-118.34346,14.84,Moderate,19.89,Good,160.37,Unhealthy,0.97,Good,0.36,Good,57.73,Moderate,2,14.33,56,0.0,0,2025-12-11T14:52:17
Sherman Oaks,US,34.21295,-118.50658,18.29,Moderate,24.77,Good,241.78,Unhealthy,9.95,Good,0.73,Good,44.34,Good,2,17.12,45,2.0,357,2025-12-11T14:52:17
Calabasas,US,34.16853,-118.57312,14.91,Moderate,19.64,Good,164.99,Unhealthy,1.35,Good,0.41,Good,51.5,Good,2,16.34,42,1.89,357,2025-12-11T14:52:17
San Fernando,US,34.25229,-118.43252,18.29,Moderate,24.77,Good,241.78,Unhealthy,9.95,Good,0.73,Good,44.34,Good,2,16.66,45,2.13,8,2025-12-11T14:52:17
Florence-Graham,US,33.94224,-118.2471,14.84,Moderate,19.89,Good,160.37,Unhealthy,0.97,Good,0.36,Good,57.73,Moderate,2,13.54,60,0.0,0,2025-12-11T14:52:17
Carson,US,33.85016,-118.25123,14.84,Moderate,19.89,Good,160.37,Unhealthy,0.97,Good,0.36,Good,57.73,Moderate,2,12.98,63,0.0,0,2025-12-11T14:52:17
Altadena,US,34.19444,-118.157795,15.32,Moderate,20.71,Good,170.22,Unhealthy,0.75,Good,0.26,Good,53.89,Good,2,16.8,40,2.54,32,2025-12-11T14:52:07
Lynwood,US,33.94164,-118.23015,14.84,Moderate,19.89,Good,160.37,Unhealthy,0.97,Good,0.36,Good,57.73,Moderate,2,14.31,59,0.0,0,2025-12-11T14:52:07
Sun Valley,US,34.23318,-118.35243,21.01,Moderate,28.44,Good,289.57,Unhealthy,16.23,Good,0.65,Good,40.53,Good,2,16.72,44,2.03,20,2025-12-11T14:52:17
Los Angeles,US,34.0124,-118.26886,15.11,Moderate,20.17,Good,167.6,Unhealthy,1.05,Good,0.34,Good,52.7,Good,2,16.29,50,0.0,0,2025-12-11T14:52:17
Los Angeles,US,34.04997,-118.29504,15.11,Moderate,20.17,Good,167.6,Unhealthy,1.05,Good,0.34,Good,52.7,Good,2,16.07,52,0.0,0,2025-12-11T14:52:17
Glendale,US,34.11509,-118.25456,15.11,Moderate,20.17,Good,167.6,Unhealthy,1.05,Good,0.34,Good,52.7,Good,2,17.22,44,0.0,0,2025-12-11T14:52:17
Universal City,US,34.12561,-118.34553,15.11,Moderate,20.17,Good,167.6,Unhealthy,1.05,Good,0.34,Good,52.7,Good,2,16.99,43,1.33,13,2025-12-11T14:52:17
Florence-Graham,US,33.99022953,-118.2728756,14.84,Moderate,19.89,Good,160.37,Unhealthy,0.97,Good,0.36,Good,57.73,Moderate,2,18.27,42,0.69,37,2025-12-11T14:52:17
Los Angeles,US,34.07283,-118.20581,15.11,Moderate,20.17,Good,167.6,Unhealthy,1.05,Good,0.34,Good,52.7,Good,2,17.87,41,0.86,33,2025-12-11T14:52:06
West Hills,US,34.22551,-118.54735,18.29,Moderate,24.77,Good,241.78,Unhealthy,9.95,Good,0.73,Good,44.34,Good,2,17.02,44,2.04,358,2025-12-11T14:52:17
San Pedro,US,33.73863,-118.31081,14.56,Moderate,19.6,Good,153.14,Unhealthy,0.89,Good,0.39,Good,62.76,Moderate,2,14.39,58,0.0,0,2025-12-11T14:52:17
Sherman Oaks,US,34.20324,-118.51409,18.29,Moderate,24.77,Good,241.78,Unhealthy,9.95,Good,0.73,Good,44.34,Good,2,17.25,45,1.88,353,2025-12-11T14:52:17
View Park-Windsor Hills,US,33.99629,-118.35653,14.84,Moderate,19.89,Good,160.37,Unhealthy,0.97,Good,0.36,Good,57.73,Moderate,2,13.81,56,0.0,0,2025-12-11T14:52:17
San Fernando,US,34.27871,-118.51388,18.29,Moderate,24.77,Good,241.78,Unhealthy,9.95,Good,0.73,Good,44.34,Good,2,16.16,44,2.42,10,2025-12-11T14:52:17
Sherman Oaks,US,34.16235,-118.50241,14.91,Moderate,19.64,Good,164.99,Unhealthy,1.35,Good,0.41,Good,51.5,Good,2,17.47,44,1.79,351,2025-12-11T14:52:17
San Fernando,US,34.2995,-118.44729,18.29,Moderate,24.77,Good,241.78,Unhealthy,9.95,Good,0.73,Good,44.34,Good,2,16.05,43,2.78,22,2025-12-11T14:52:17
Calabasas,US,34.18331,-118.54711,14.91,Moderate,19.64,Good,164.99,Unhealthy,1.35,Good,0.41,Good,51.5,Good,2,17.41,44,1.85,353,2025-12-11T14:52:17
Sun Valley,US,34.1785,-118.36865,15.11,Moderate,20.17,Good,167.6,Unhealthy,1.05,Good,0.34,Good,52.7,Good,2,17.4,44,1.61,6,2025-12-11T14:52:17
San Fernando,US,34.2547,-118.51438,18.29,Moderate,24.77,Good,241.78,Unhealthy,9.95,Good,0.73,Good,44.34,Good,2,16.55,45,2.17,3,2025-12-11T14:52:17
Los Angeles,US,34.06178,-118.25487,15.11,Moderate,20.17,Good,167.6,Unhealthy,1.05,Good,0.34,Good,52.7,Good,2,17.19,49,0.0,0,2025-12-11T14:52:06
"Westwood, Los Angeles",US,34.07063,-118.48905,14.91,Moderate,19.64,Good,164.99,Unhealthy,1.35,Good,0.41,Good,51.5,Good,2,18.26,43,1.47,6,2025-12-11T14:52:17
View Park-Windsor Hills,US,33.98678,-118.29511,14.84,Moderate,19.89,Good,160.37,Unhealthy,0.97,Good,0.36,Good,57.73,Moderate,2,18.31,42,0.71,40,2025-12-11T14:52:17
San Fernando,US,34.24714,-118.45983,18.29,Moderate,24.77,Good,241.78,Unhealthy,9.95,Good,0.73,Good,44.34,Good,2,16.8,45,2.15,4,2025-12-11T14:52:06
Sun Valley,US,34.23173,-118.39503,21.01,Moderate,28.44,Good,289.57,Unhealthy,16.23,Good,0.65,Good,40.53,Good,2,16.85,44,1.92,7,2025-12-11T14:52:17
Gardena,US,33.8684,-118.29676,14.84,Moderate,19.89,Good,160.37,Unhealthy,0.97,Good,0.36,Good,57.73,Moderate,2,13.96,57,0.0,0,2025-12-11T14:52:06
Sherman Oaks,US,34.14798,-118.42394,14.91,Moderate,19.64,Good,164.99,Unhealthy,1.35,Good,0.41,Good,51.5,Good,2,17.67,43,1.57,355,2025-12-11T14:52:17
Carson,US,33.83794,-118.28869,14.84,Moderate,19.89,Good,160.37,Unhealthy,0.97,Good,0.36,Good,57.73,Moderate,2,14.43,57,0.0,0,2025-12-11T14:52:17
Westmont,US,33.95766,-118.30628,14.84,Moderate,19.89,Good,160.37,Unhealthy,0.97,Good,0.36,Good,57.73,Moderate,2,13.65,56,0.0,0,2025-12-11T14:52:17
San Pedro,US,33.73742,-118.2936,14.56,Moderate,19.6,Good,153.14,Unhealthy,0.89,Good,0.39,Good,62.76,Moderate,2,14.71,58,0.0,0,2025-12-11T14:52:17
