city,country,latitude,longitude,PM25 AQ,PM25 AQI Category,PM10 AQ,PM10 AQI Category,CO AQ,CO AQI Category,NO2 AQ,NO2 AQI Category,SO2 AQ,SO2 AQI Category,O3 AQ,O3 AQI Category,AQI,temperature,humidity,wind_speed,wind_deg,timestamp
Gardena,US,33.89551,-118.31287,14.84,Moderate,19.89,Good,160.37,Unhealthy,0.97,Good,0.36,Good,57.73,Moderate,2,13.97,54,0.0,0,2025-12-11T14:52:17
Sherman Oaks,US,34.11992,-118.46455,14.91,Moderate,19.64,Good,164.99,Unhealthy,1.35,Good,0.41,Good,51.5,Good,2,16.81,44,1.58,355,2025-12-11T14:52:17
Los Angeles,US,34.04922005,-118.224627,15.11,Moderate,20.17,Good,167.6,Unhealthy,1.05,Good,0.34,Good,52.7,Good,2,17.66,46,0.0,0,2025-12-11T14:52:17
Sun Valley,US,34.20698,-118.41306,18.29,Moderate,24.77,Good,241.78,Unhealthy,9.95,Good,0.73,Good,44.34,Good,2,17.15,44,1.75,2,2025-12-11T14:52:17
West Hills,US,34.2036,-118.56846,18.29,Moderate,24.77,Good,241.78,Unhealthy,9.95,Good,0.73,Good,44.34,Good,2,17.25,44,1.95,358,2025-12-11T14:52:17
Altadena,US,34.19444,-118.157795,15.32,Moderate,20.71,Good,170.22,Unhealthy,0.75,Good,0.26,Good,53.89,Good,2,16.8,40,2.54,32,2025-12-11T14:52:07
East Los Angeles,US,34.02844,-118.15864,15.32,Moderate,20.71,Good,170.22,Unhealthy,0.75,Good,0.26,Good,53.89,Good,2,17.13,44,0.54,37,2025-12-11T14:52:17
San Fernando,US,34.22755,-118.49912,18.29,Moderate,24.77,Good,241.78,Unhealthy,9.95,Good,0.73,Good,44.34,Good,2,16.96,45,2.0,357,2025-12-11T14:52:17
La Crescenta-Montrose,US,34.24829,-118.27239,21.01,Moderate,28.44,Good,289.57,Unhealthy,16.23,Good,0.65,Good,40.53,Good,2,14.91,45,2.58,34,2025-12-11T14:52:17
San Fernando,US,34.27728,-118.45681,18.29,Moderate,24.77,Good,241.78,Unhealthy,9.95,Good,0.73,Good,44.34,Good,2,16.42,44,2.41,12,2025-12-11T14:52:17
Los Angeles,US,34.02899,-118.25773,15.11,Moderate,20.17,Good,167.6,Unhealthy,1.05,Good,0.34,Good,52.7,Good,2,15.91,52,0.0,0,2025-12-11T14:52:17
Beverly Hills,US,34.08906,-118.3867,15.11,Moderate,20.17,Good,167.6,Unhealthy,1.05,Good,0.34,Good,52.7,Good,2,18.28,42,1.25,10,2025-12-11T14:52:17
West Hills,US,34.25816,-118.60694,15.57,Moderate,21.1,Good,194.0,Unhealthy,3.67,Good,0.82,Good,48.16,Good,2,15.76,43,2.24,9,2025-12-11T14:52:17
La Crescenta-Montrose,US,34.27765,-118.16891,23.73,Moderate,32.1,Good,337.39,Unhealthy,22.52,Good,0.56,Good,36.71,Good,2,12.8,38,3.19,40,2025-12-11T14:52:17
Sherman Oaks,US,34.199167,-118.532778,14.91,Moderate,19.64,Good,164.99,Unhealthy,1.35,Good,0.41,Good,51.5,Good,2,17.31,44,1.93,355,2025-12-11T14:50:12
Los Angeles,US,34.0796,-118.25754,15.11,Moderate,20.17,Good,167.6,Unhealthy,1.05,Good,0.34,Good,52.7,Good,2,17.45,46,0.0,0,2025-12-11T14:52:17
Marina del Rey,US,33.98975,-118.45305,14.91,Moderate,19.96,Good,160.32,Unhealthy,1.17,Good,0.41,Good,56.75,Moderate,2,14.19,57,0.0,0,2025-12-11T14:52:17
Glendale,US,34.12853,-118.22679,15.11,Moderate,20.17,Good,167.6,Unhealthy,1.05,Good,0.34,Good,52.7,Good,2,16.96,44,0.0,0,2025-12-11T14:52:17
West Carson,US,33.80147757,-118.2627952,14.84,Moderate,19.89,Good,160.37,Unhealthy,0.97,Good,0.36,Good,57.73,Moderate,2,13.6,61,0.0,0,2025-12-11T14:52:17
Sherman Oaks,US,34.18955,-118.52419,14.91,Moderate,19.64,Good,164.99,Unhealthy,1.35,Good,0.41,Good,51.5,Good,2,17.4,45,1.93,355,2025-12-11T14:52:17
View Park-Windsor Hills,US,34.00289,-118.29905,15.11,Moderate,20.17,Good,167.6,Unhealthy,1.05,Good,0.34,Good,52.7,Good,2,15.86,52,0.0,0,2025-12-11T14:52:17
"Westwood, Los Angeles",US,34.02804,-118.43443,14.91,Moderate,19.64,Good,164.99,Unhealthy,1.35,Good,0.41,Good,51.5,Good,2,18.83,42,1.31,15,2025-12-11T14:52:17
Sherman Oaks,US,34.14998,-118.45502,14.91,Moderate,19.64,Good,164.99,Unhealthy,1.35,Good,0.41,Good,51.5,Good,2,17.59,44,1.57,355,2025-12-11T14:52:17
West Hills,US,34.21278,-118.58197,18.29,Moderate,24.77,Good,241.78,Unhealthy,9.95,Good,0.73,Good,44.34,Good,2,16.27,42,1.95,358,2025-12-11T14:52:17
Signal Hill,US,33.83612,-118.21385,14.84,Moderate,19.89,Good,160.37,Unhealthy,0.97,Good,0.36,Good,57.73,Moderate,2,12.57,64,0.0,0,2025-12-11T14:52:17
West Rancho Dominguez,US,33.90501,-118.2685,14.84,Moderate,19.89,Good,160.37,Unhealthy,0.97,Good,0.36,Good,57.73,Moderate,2,12.74,60,0.0,0,2025-12-11T14:52:17
San Fernando,US,34.30275,-118.42902,18.29,Moderate,24.77,Good,241.78,Unhealthy,9.95,Good,0.73,Good,44.34,Good,2,15.95,43,2.78,22,2025-12-11T14:52:17
Marina del Rey,US,34.00182,-118.42993,14.91,Moderate,19.64,Good,164.99,Unhealthy,1.35,Good,0.41,Good,51.5,Good,2,18.62,42,1.28,22,2025-12-11T14:52:17
Florence-Graham,US,33.96098,-118.25199,14.84,Moderate,19.89,Good,160.37,Unhealthy,0.97,Good,0.36,Good,57.73,Moderate,2,14.36,58,0.0,0,2025-12-11T14:52:17
La Crescenta-Montrose,US,34.26141,-118.29929,21.01,Moderate,28.44,Good,289.57,Unhealthy,16.23,Good,0.65,Good,40.53,Good,2,15.62,45,2.43,30,2025-12-11T14:52:18
Cudahy,US,33.96405,-118.18337,14.76,Moderate,19.81,Good,160.41,Unhealthy,0.77,Good,0.31,Good,58.71,Moderate,2,14.66,55,0.0,0,2025-12-11T14:52:06
San Fernando,US,34.30483,-118.50582,18.29,Moderate,24.77,Good,241.78,Unhealthy,9.95,Good,0.73,Good,44.34,Good,2,15.69,43,2.75,17,2025-12-11T14:52:18
Calabasas,US,34.15922,-118.61005,14.7,Moderate,19.1,Good,162.37,Unhealthy,1.66,Good,0.49,Good,50.31,Good,2,15.98,42,1.93,2,2025-12-11T14:52:18
San Fernando,US,34.23739,-118.47846,18.29,Moderate,24.77,Good,241.78,Unhealthy,9.95,Good,0.73,Good,44.34,Good,2,16.88,45,1.96,358,2025-12-11T14:52:18
West Hills,US,34.21146,-118.612,15.57,Moderate,21.1,Good,194.0,Unhealthy,3.67,Good,0.82,Good,48.16,Good,2,16.04,42,1.98,4,2025-12-11T14:52:18
San Fernando,US,34.28536,-118.49254,18.29,Moderate,24.77,Good,241.78,Unhealthy,9.95,Good,0.73,Good,44.34,Good,2,16.28,44,2.42,10,2025-12-11T14:52:18
South Gate,US,33.94433,-118.21836,14.84,Moderate,19.89,Good,160.37,Unhealthy,0.97,Good,0.36,Good,57.73,Moderate,2,13.98,59,0.0,0,2025-12-11T14:52:18
View Park-Windsor Hills,US,34.02143,-118.29596,15.11,Moderate,20.17,Good,167.6,Unhealthy,1.05,Good,0.34,Good,52.7,Good,2,16.2,51,0.0,0,2025-12-11T14:52:18
Florence-Graham,US,33.96101,-118.2382,14.84,Moderate,19.89,Good,160.37,Unhealthy,0.97,Good,0.36,Good,57.73,Moderate,2,14.35,56,0.0,0,2025-12-11T14:52:18
Sun Valley,US,34.24889,-118.37066,21.01,Moderate,28.44,Good,289.57,Unhealthy,16.23,Good,0.65,Good,40.53,Good,2,16.69,44,2.2,19,2025-12-11T14:52:18
San Pedro,US,33.76254,-118.29839,14.56,Moderate,19.6,Good,153.14,Unhealthy,0.89,Good,0.39,Good,62.76,Moderate,2,14.8,58,0.0,0,2025-12-11T14:52:18
Santa Monica,US,34.0456,-118.52687,14.91,Moderate,19.64,Good,164.99,Unhealthy,1.35,Good,0.41,Good,51.5,Good,2,15.04,55,0.0,0,2025-12-11T14:52:18
Glendale,US,34.1019316,-118.2519373,15.11,Moderate,20.17,Good,167.6,Unhealthy,1.05,Good,0.34,Good,52.7,Good,2,17.31,44,0.0,0,2025-12-11T14:52:18
View Park-Windsor Hills,US,34.02852,-118.33999,15.11,Moderate,20.17,Good,167.6,Unhealthy,1.05,Good,0.34,Good,52.7,Good,2,15.48,54,0.0,0,2025-12-11T14:52:18
Los Angeles,US,34.07602,-118.2323,15.11,Moderate,20.17,Good,167.6,Unhealthy,1.05,Good,0.34,Good,52.7,Good,2,17.39,45,0.0,0,2025-12-11T14:52:18
Sherman Oaks,US,34.18168,-118.40996,14.91,Moderate,19.64,Good,164.99,Unhealthy,1.35,Good,0.41,Good,51.5,Good,2,17.33,44,1.62,359,2025-12-11T14:52:06
West Hills,US,34.25362,-118.58632,18.29,Moderate,24.77,Good,241.78,Unhealthy,9.95,Good,0.73,Good,44.34,Good,2,15.92,43,2.22,5,2025-12-11T14:52:18
Huntington Park,US,34.01106,-118.25092,15.11,Moderate,20.17,Good,167.6,Unhealthy,1.05,Good,0.34,Good,52.7,Good,2,16.47,50,0.0,0,2025-12-11T14:52:18
San Fernando,US,34.25189,-118.4773,18.29,Moderate,24.77,Good,241.78,Unhealthy,9.95,Good,0.73,Good,44.34,Good,2,16.7,45,2.15,4,2025-12-11T14:52:06
San Fernando,US,34.30487,-118.41683,18.29,Moderate,24.77,Good,241.78,Unhealthy,9.95,Good,0.73,Good,44.34,Good,2,15.86,43,2.81,26,2025-12-11T14:52:18
Los Angeles,US,34.03397,-118.2344,15.11,Moderate,20.17,Good,167.6,Unhealthy,1.05,Good,0.34,Good,52.7,Good,2,16.27,51,0.0,0,2025-12-11T14:52:18
View Park-Windsor Hills,US,34.00867,-118.34373,15.11,Moderate,20.17,Good,167.6,Unhealthy,1.05,Good,0.34,Good,52.7,Good,2,14.78,55,0.0,0,2025-12-11T14:52:18
Calabasas,US,34.16052,-118.58735,14.91,Moderate,19.64,Good,164.99,Unhealthy,1.35,Good,0.41,Good,51.5,Good,2,16.18,42,1.89,357,2025-12-11T14:52:18
Sun Valley,US,34.2232,-118.40812,18.29,Moderate,24.77,Good,241.78,Unhealthy,9.95,Good,0.73,Good,44.34,Good,2,17.0,44,1.92,7,2025-12-11T14:52:18
San Fernando,US,34.28235,-118.4366,18.29,Moderate,24.77,Good,241.78,Unhealthy,9.95,Good,0.73,Good,44.34,Good,2,16.31,44,2.41,15,2025-12-11T14:52:18
San Fernando,US,34.27114,-118.40617,18.29,Moderate,24.77,Good,241.78,Unhealthy,9.95,Good,0.73,Good,44.34,Good,2,16.39,45,2.44,20,2025-12-11T14:52:18
Universal City,US,34.15921,-118.36042,15.11,Moderate,20.17,Good,167.6,Unhealthy,1.05,Good,0.34,Good,52.7,Good,2,17.53,44,1.61,6,2025-12-11T14:52:18
Sun Valley,US,34.27741,-118.36461,21.01,Moderate,28.44,Good,289.57,Unhealthy,16.23,Good,0.65,Good,40.53,Good,2,16.19,45,2.5,25,2025-12-11T14:52:18
View Park-Windsor Hills,US,33.98638,-118.32011,14.84,Moderate,19.89,Good,160.37,Unhealthy,0.97,Good,0.36,Good,57.73,Moderate,2,14.5,56,0.0,0,2025-12-11T14:52:18
Culver City,US,34.03556,-118.36449,15.11,Moderate,20.17,Good,167.6,Unhealthy,1.05,Good,0.34,Good,52.7,Good,2,15.97,53,0.0,0,2025-12-11T14:52:18
Lomita,US,33.76602,-118.31559,14.56,Moderate,19.6,Good,153.14,Unhealthy,0.89,Good,0.39,Good,62.76,Moderate,2,14.69,57,0.0,0,2025-12-11T14:52:18
Los Angeles,US,34.09486,-118.22553,15.11,Moderate,20.17,Good,167.6,Unhealthy,1.05,Good,0.34,Good,52.7,Good,2,17.53,44,0.0,0,2025-12-11T14:52:18
Sherman Oaks,US,34.19262,-118.50509,14.91,Moderate,19.64,Good,164.99,Unhealthy,1.35,Good,0.41,Good,51.5,Good,2,17.35,45,1.88,353,2025-12-11T14:52:18
Los Angeles,US,34.05496,-118.27168,15.11,Moderate,20.17,Good,167.6,Unhealthy,1.05,Good,0.34,Good,52.7,Good,2,16.71,51,0.0,0,2025-12-11T14:52:06
West Hills,US,34.1915014,-118.637739,14.7,Moderate,19.1,Good,162.37,Unhealthy,1.66,Good,0.49,Good,50.31,Good,2,15.87,42,2.02,11,2025-12-11T14:52:18
West Hills,US,34.19026,-118.648,14.7,Moderate,19.1,Good,162.37,Unhealthy,1.66,Good,0.49,Good,50.31,Good,2,15.78,42,2.02,11,2025-12-11T14:52:18
Sherman Oaks,US,34.20552,-118.46012,18.29,Moderate,24.77,Good,241.78,Unhealthy,9.95,Good,0.73,Good,44.34,Good,2,17.2,44,1.83,354,2025-12-11T14:52:18
Calabasas,US,34.15858,-118.62949,14.7,Moderate,19.1,Good,162.37,Unhealthy,1.66,Good,0.49,Good,50.31,Good,2,15.81,42,1.97,9,2025-12-11T14:52:18
Ladera Heights,US,33.98287,-118.40974,14.91,Moderate,19.96,Good,160.32,Unhealthy,1.17,Good,0.41,Good,56.75,Moderate,2,14.49,57,0.0,0,2025-12-11T14:52:18
Ladera Heights,US,33.96703,-118.38842,14.84,Moderate,19.89,Good,160.37,Unhealthy,0.97,Good,0.36,Good,57.73,Moderate,2,14.04,56,0.0,0,2025-12-11T14:52:18
Sherman Oaks,US,34.16186,-118.52991,14.91,Moderate,19.64,Good,164.99,Unhealthy,1.35,Good,0.41,Good,51.5,Good,2,17.54,45,1.85,353,2025-12-11T14:52:18
"Westwood, Los Angeles",US,34.04784,-118.43041,14.91,Moderate,19.64,Good,164.99,Unhealthy,1.35,Good,0.41,Good,51.5,Good,2,18.21,45,0.0,0,2025-12-11T14:52:18
"Westwood, Los Angeles",US,34.0833253,-118.4630213,14.91,Moderate,19.64,Good,164.99,Unhealthy,1.35,Good,0.41,Good,51.5,Good,2,17.77,43,1.52,0,2025-12-11T14:52:18
Glendale,US,34.11909,-118.20645,15.11,Moderate,20.17,Good,167.6,Unhealthy,1.05,Good,0.34,Good,52.7,Good,2,17.27,43,0.0,0,2025-12-11T14:52:06
Sherman Oaks,US,34.20751,-118.47799,18.29,Moderate,24.77,Good,241.78,Unhealthy,9.95,Good,0.73,Good,44.34,Good,2,17.18,45,1.83,354,2025-12-11T14:52:18
Los Angeles,US,34.07178,-118.27012,15.11,Moderate,20.17,Good,167.6,Unhealthy,1.05,Good,0.34,Good,52.7,Good,2,17.27,48,0.0,0,2025-12-11T14:52:18
Maywood,US,33.99324,-118.18395,14.76,Moderate,19.81,Good,160.41,Unhealthy,0.77,Good,0.31,Good,58.71,Moderate,2,16.04,51,0.0,0,2025-12-11T14:52:18
Calabasas,US,34.16443,-118.5447,14.91,Moderate,19.64,Good,164.99,Unhealthy,1.35,Good,0.41,Good,51.5,Good,2,17.33,44,1.85,353,2025-12-11T14:52:18
San Fernando,US,34.31508,-118.46432,18.29,Moderate,24.77,Good,241.78,Unhealthy,9.95,Good,0.73,Good,44.34,Good,2,15.72,43,2.75,19,2025-12-11T14:52:18
Sherman Oaks,US,34.16132,-118.47259,14.91,Moderate,19.64,Good,164.99,Unhealthy,1.35,Good,0.41,Good,51.5,Good,2,17.6,44,1.73,352,2025-12-11T14:52:06
Belvedere,US,34.05422,-118.18892,15.32,Moderate,20.71,Good,170.22,Unhealthy,0.75,Good,0.26,Good,53.89,Good,2,17.61,43,0.0,0,2025-12-11T14:52:18
Willowbrook,US,33.92189811,-118.2680346,14.84,Moderate,19.89,Good,160.37,Unhealthy,0.97,Good,0.36,Good,57.73,Moderate,2,13.8,57,0.0,0,2025-12-11T14:52:18
West Rancho Dominguez,US,33.87823,-118.27078,14.84,Moderate,19.89,Good,160.37,Unhealthy,0.97,Good,0.36,Good,57.73,Moderate,2,13.57,59,0.0,0,2025-12-11T14:52:18
West Hills,US,34.19663,-118.59169,14.91,Moderate,19.64,Good,164.99,Unhealthy,1.35,Good,0.41,Good,51.5,Good,2,16.29,42,1.98,4,2025-12-11T14:52:18
Alhambra,US,34.08208,-118.16891,15.32,Moderate,20.71,Good,170.22,Unhealthy,0.75,Good,0.26,Good,53.89,Good,2,17.8,40,1.16,30,2025-12-11T14:52:18
Florence-Graham,US,33.98306,-118.25465,14.84,Moderate,19.89,Good,160.37,Unhealthy,0.97,Good,0.36,Good,57.73,Moderate,2,14.77,57,0.0,0,2025-12-11T14:52:18
Glendale,US,34.12275,-118.26711,15.11,Moderate,20.17,Good,167.6,Unhealthy,1.05,Good,0.34,Good,52.7,Good,2,17.97,41,1.37,24,2025-12-11T14:52:18
Marina del Rey,US,34.00623,-118.45146,14.91,Moderate,19.64,Good,164.99,Unhealthy,1.35,Good,0.41,Good,51.5,Good,2,14.56,56,0.0,0,2025-12-11T14:52:18
South Pasadena,US,34.12878,-118.18647,15.32,Moderate,20.71,Good,170.22,Unhealthy,0.75,Good,0.26,Good,53.89,Good,2,17.12,43,0.0,0,2025-12-11T14:52:18
Santa Monica,US,34.05741,-118.49476,14.91,Moderate,19.64,Good,164.99,Unhealthy,1.35,Good,0.41,Good,51.5,Good,2,15.23,53,0.0,0,2025-12-11T14:52:18
Gardena,US,33.89566,-118.29316,14.84,Moderate,19.89,Good,160.37,Unhealthy,0.97,Good,0.36,Good,57.73,Moderate,2,13.25,59,0.0,0,2025-12-11T14:52:18
Sherman Oaks,US,34.16581,-118.43898,14.91,Moderate,19.64,Good,164.99,Unhealthy,1.35,Good,0.41,Good,51.5,Good,2,17.55,44,1.67,354,2025-12-11T14:52:18
Hollywood,US,34.08069,-118.31637,15.11,Moderate,20.17,Good,167.6,Unhealthy,1.05,Good,0.34,Good,52.7,Good,2,17.47,46,0.0,0,2025-12-11T14:52:18
San Fernando,US,34.23281,-118.4569,18.29,Moderate,24.77,Good,241.78,Unhealthy,9.95,Good,0.73,Good,44.34,Good,2,16.91,45,1.96,358,2025-12-11T14:52:18
Belvedere,US,34.06808,-118.1936,15.32,Moderate,20.71,Good,170.22,Unhealthy,0.75,Good,0.26,Good,53.89,Good,2,17.77,41,0.86,33,2025-12-11T14:52:18
Westmont,US,33.93643,-118.3198,14.84,Moderate,19.89,Good,160.37,Unhealthy,0.97,Good,0.36,Good,57.73,Moderate,2,13.7,54,0.0,0,2025-12-11T14:52:06
Cudahy,US,33.94405,-118.19277,14.76,Moderate,19.81,Good,160.41,Unhealthy,0.77,Good,0.31,Good,58.71,Moderate,2,13.67,59,0.0,0,2025-12-11T14:52:18
Sherman Oaks,US,34.19136,-118.42986,14.91,Moderate,19.64,Good,164.99,Unhealthy,1.35,Good,0.41,Good,51.5,Good,2,17.25,44,1.78,357,2025-12-11T14:52:18
South Gate,US,33.96433,-118.21165,14.84,Moderate,19.89,Good,160.37,Unhealthy,0.97,Good,0.36,Good,57.73,Moderate,2,14.62,58,0.0,0,2025-12-11T14:52:18
Culver City,US,34.0464,-118.37472,15.11,Moderate,20.17,Good,167.6,Unhealthy,1.05,Good,0.34,Good,52.7,Good,2,16.06,53,0.0,0,2025-12-11T14:52:18
Carson,US,33.82117,-118.27185,14.84,Moderate,19.89,Good,160.37,Unhealthy,0.97,Good,0.36,Good,57.73,Moderate,2,13.53,62,0.0,0,2025-12-11T14:52:18
West Hills,US,34.2477,-118.54645,18.29,Moderate,24.77,Good,241.78,Unhealthy,9.95,Good,0.73,Good,44.34,Good,2,16.67,44,2.2,3,2025-12-11T14:52:18
Sun Valley,US,34.21478034,-118.4338051,18.29,Moderate,24.77,Good,241.78,Unhealthy,9.95,Good,0.73,Good,44.34,Good,2,17.1,44,1.93,1,2025-12-11T14:52:06
East Los Angeles,US,34.02558364,-118.203412,15.11,Moderate,20.17,Good,167.6,Unhealthy,1.05,Good,0.34,Good,52.7,Good,2,16.91,48,0.0,0,2025-12-11T14:52:18
West Hills,US,34.18983,-118.61999,14.7,Moderate,19.1,Good,162.37,Unhealthy,1.66,Good,0.49,Good,50.31,Good,2,16.06,42,1.98,4,2025-12-11T14:52:18
Hollywood,US,34.09483,-118.3168,15.11,Moderate,20.17,Good,167.6,Unhealthy,1.05,Good,0.34,Good,52.7,Good,2,18.01,43,1.17,20,2025-12-11T14:52:18
View Park-Windsor Hills,US,34.03182,-118.31823,15.11,Moderate,20.17,Good,167.6,Unhealthy,1.05,Good,0.34,Good,52.7,Good,2,16.09,52,0.0,0,2025-12-11T14:52:18
Universal City,US,34.16036,-118.38888,15.11,Moderate,20.17,Good,167.6,Unhealthy,1.05,Good,0.34,Good,52.7,Good,2,17.51,44,1.62,359,2025-12-11T14:52:18
Sun Valley,US,34.18566,-118.39295,15.11,Moderate,20.17,Good,167.6,Unhealthy,1.05,Good,0.34,Good,52.7,Good,2,17.28,44,1.75,2,2025-12-11T14:52:18
West Athens,US,33.90963,-118.28942,14.84,Moderate,19.89,Good,160.37,Unhealthy,0.97,Good,0.36,Good,57.73,Moderate,2,12.78,60,0.0,0,2025-12-11T14:52:19
West Hills,US,34.20385,-118.53855,18.29,Moderate,24.77,Good,241.78,Unhealthy,9.95,Good,0.73,Good,44.34,Good,2,17.27,45,1.93,355,2025-12-11T14:52:19
San Fernando,US,34.23396,-118.42984,18.29,Moderate,24.77,Good,241.78,Unhealthy,9.95,Good,0.73,Good,44.34,Good,2,16.9,44,1.93,1,2025-12-11T14:52:19
Westmont,US,33.9379,-118.29512,14.84,Moderate,19.89,Good,160.37,Unhealthy,0.97,Good,0.36,Good,57.73,Moderate,2,13.55,57,0.0,0,2025-12-11T14:52:19
Universal City,US,34.14112,-118.39298,15.11,Moderate,20.17,Good,167.6,Unhealthy,1.05,Good,0.34,Good,52.7,Good,2,17.51,43,1.51,359,2025-12-11T14:52:19
Santa Monica,US,34.05083,-118.47417,14.91,Moderate,19.64,Good,164.99,Unhealthy,1.35,Good,0.41,Good,51.5,Good,2,15.35,53,0.0,0,2025-12-11T14:52:19
Hollywood,US,34.08892,-118.27554,15.11,Moderate,20.17,Good,167.6,Unhealthy,1.05,Good,0.34,Good,52.7,Good,2,17.22,46,0.0,0,2025-12-11T14:52:19
Hollywood,US,34.10257,-118.29284,15.11,Moderate,20.17,Good,167.6,Unhealthy,1.05,Good,0.34,Good,52.7,Good,2,17.83,43,1.34,19,2025-12-11T14:52:19
San Fernando,US,34.29346,-118.54769,18.29,Moderate,24.77,Good,241.78,Unhealthy,9.95,Good,0.73,Good,44.34,Good,2,15.12,43,2.43,9,2025-12-11T14:52:19
West Hollywood,US,34.05799,-118.34359,15.11,Moderate,20.17,Good,167.6,Unhealthy,1.05,Good,0.34,Good,52.7,Good,2,16.29,51,0.0,0,2025-12-11T14:52:19
Los Angeles,US,34.03533,-118.27831,15.11,Moderate,20.17,Good,167.6,Unhealthy,1.05,Good,0.34,Good,52.7,Good,2,15.89,53,0.0,0,2025-12-11T14:52:19
Marina del Rey,US,33.9913156,-118.4721226,14.91,Moderate,19.96,Good,160.32,Unhealthy,1.17,Good,0.41,Good,56.75,Moderate,2,14.3,57,0.0,0,2025-12-11T14:52:19
Santa Monica,US,34.03213,-118.51198,14.91,Moderate,19.64,Good,164.99,Unhealthy,1.35,Good,0.41,Good,51.5,Good,2,15.07,55,0.0,0,2025-12-11T14:52:19
"Westwood, Los Angeles",US,34.0441,-118.46283,14.91,Moderate,19.64,Good,164.99,Unhealthy,1.35,Good,0.41,Good,51.5,Good,2,15.31,54,0.0,0,2025-12-11T14:52:19
West Hills,US,34.21558,-118.63522,15.57,Moderate,21.1,Good,194.0,Unhealthy,3.67,Good,0.82,Good,48.16,Good,2,15.83,42,2.13,12,2025-12-11T14:52:19
West Hollywood,US,34.06951,-118.36021,15.11,Moderate,20.17,Good,167.6,Unhealthy,1.05,Good,0.34,Good,52.7,Good,2,18.44,43,1.16,15,2025-12-11T14:52:19
Beverly Hills,US,34.0506,-118.39028,15.11,Moderate,20.17,Good,167.6,Unhealthy,1.05,Good,0.34,Good,52.7,Good,2,15.92,53,0.0,0,2025-12-11T14:52:19
Los Angeles,US,34.04946,-118.20799,15.11,Moderate,20.17,Good,167.6,Unhealthy,1.05,Good,0.34,Good,52.7,Good,2,17.55,44,0.0,0,2025-12-11T14:52:06
South Pasadena,US,34.09587,-118.15902,15.32,Moderate,20.71,Good,170.22,Unhealthy,0.75,Good,0.26,Good,53.89,Good,2,17.77,40,1.16,30,2025-12-11T14:52:19
Sherman Oaks,US,34.16758,-118.45854,14.91,Moderate,19.64,Good,164.99,Unhealthy,1.35,Good,0.41,Good,51.5,Good,2,17.55,44,1.73,352,2025-12-11T14:52:19
Long Beach,US,33.78617,-118.24575,14.56,Moderate,19.6,Good,153.14,Unhealthy,0.89,Good,0.39,Good,62.76,Moderate,2,13.65,62,0.0,0,2025-12-11T14:52:06
Hollywood,US,34.05852,-118.31532,15.11,Moderate,20.17,Good,167.6,Unhealthy,1.05,Good,0.34,Good,52.7,Good,2,16.67,51,0.0,0,2025-12-11T14:52:19
Huntington Park,US,33.98035,-118.22835,14.84,Moderate,19.89,Good,160.37,Unhealthy,0.97,Good,0.36,Good,57.73,Moderate,2,14.87,55,0.0,0,2025-12-11T14:52:19
View Park-Windsor Hills,US,34.00634,-118.32201,15.11,Moderate,20.17,Good,167.6,Unhealthy,1.05,Good,0.34,Good,52.7,Good,2,14.94,55,0.0,0,2025-12-11T14:52:06
West Hollywood,US,34.11406,-118.38002,15.11,Moderate,20.17,Good,167.6,Unhealthy,1.05,Good,0.34,Good,52.7,Good,2,16.68,43,1.35,6,2025-12-11T14:52:19
Culver City,US,34.03411,-118.3916,15.11,Moderate,20.17,Good,167.6,Unhealthy,1.05,Good,0.34,Good,52.7,Good,2,18.72,42,1.2,18,2025-12-11T14:52:19
Lomita,US,33.80478,-118.30202,14.84,Moderate,19.89,Good,160.37,Unhealthy,0.97,Good,0.36,Good,57.73,Moderate,2,14.04,60,0.0,0,2025-12-11T14:52:19
South Pasadena,US,34.09009,-118.17705,15.32,Moderate,20.71,Good,170.22,Unhealthy,0.75,Good,0.26,Good,53.89,Good,2,17.88,40,1.16,30,2025-12-11T14:52:19
Hollywood,US,34.09918,-118.34006,15.11,Moderate,20.17,Good,167.6,Unhealthy,1.05,Good,0.34,Good,52.7,Good,2,17.97,43,1.2,15,2025-12-11T14:52:19
San Pedro,US,33.71426,-118.29024,14.56,Moderate,19.6,Good,153.14,Unhealthy,0.89,Good,0.39,Good,62.76,Moderate,2,14.5,59,0.0,0,2025-12-11T14:52:06
Sherman Oaks,US,34.18785,-118.45401,14.91,Moderate,19.64,Good,164.99,Unhealthy,1.35,Good,0.41,Good,51.5,Good,2,17.37,44,1.78,357,2025-12-11T14:52:19
Topanga,US,34.092149,-118.603933,14.7,Moderate,19.1,Good,162.37,Unhealthy,1.66,Good,0.49,Good,50.31,Good,2,17.13,41,1.91,4,2025-12-11T14:52:19
San Fernando,US,34.27381,-118.47393,18.29,Moderate,24.77,Good,241.78,Unhealthy,9.95,Good,0.73,Good,44.34,Good,2,16.51,45,2.41,12,2025-12-11T14:52:19
Santa Monica,US,34.04582,-118.54802,14.91,Moderate,19.64,Good,164.99,Unhealthy,1.35,Good,0.41,Good,51.5,Good,2,15.12,56,0.0,0,2025-12-11T14:52:19
West Hollywood,US,34.08798,-118.36324,15.11,Moderate,20.17,Good,167.6,Unhealthy,1.05,Good,0.34,Good,52.7,Good,2,18.29,43,1.25,10,2025-12-11T14:52:19
