location_id,city,latitude,longitude
245694333,Bargarh,21.3335004,83.6190492
245694338,Visavadar,21.3417058,70.7534299
245694465,Shirpur,21.3527715,74.8841836
245694497,Nandurbar,21.363778,74.2411418
245694499,Talaja,21.3545788,72.0368814
245694520,Amgaon,21.3733211,80.3823893
245694618,Tumsar,21.3820399,79.7500206
245694660,Kharora,21.4004069,81.9263837
245694751,Umarpada,21.4563995,73.4757224
245694869,Chandipur,21.4699365,87.0518592
245695019,Warud,21.473109,78.2728518
245695276,Palitana,21.5236104,71.8219597
245695386,Shahada,21.5409188,74.4716616
245695829,Sausar,21.6535265,78.7969518
245695875,Pandhurna,21.5954798,78.5258489
245696207,Kasdol,21.6193745,82.4270994
245696303,Dediapada,21.6271369,73.5898076
245696356,Netrang,21.6395746,73.3661964
245696813,Porbandar,21.6409,69.611
245697018,Digha,21.6224576,87.5069427
245697134,Balodabazar,21.6564735,82.1605962
245697921,Lathi,21.724718,71.3899959
245698422,Sihor,21.720494,71.9605587
245698484,Dahej,21.7118382,72.5898083
245698822,Bharuch,21.7080427,72.9956936
245698883,Bhatapara,21.7353478,81.9444592
245698892,Chital,21.7346125,71.2004615
245698935,Dhoraji,21.734812,70.4491538
245699008,Betnoti,21.7418915,86.8456965
245699360,Bhavnagar,21.7718836,72.1416449
245699431,Karanjia,21.7578311,85.9726727
245699519,Katangi,21.7725576,79.8038021
245699551,Multai,21.7745903,78.2635058
245699585,Contai,21.7805923,87.7448286
245700113,Balaghat,21.8133417,80.1916685
245700317,Khandwa,21.8203752,76.3555424
245700780,Bhikangaon,21.8669568,75.9635237
245701030,Jam Kandoma,21.8926077,70.4972555
245701207,Koira,21.9068705,85.2505093
245701571,Baripada,21.9342456,86.7308825
245701646,Amla,21.9244135,78.1252113
245701960,Amod,21.9907832,72.8706259
245702016,Kawardha,22.0059254,81.2332055
245702187,Akaltara,22.0237482,82.4260255
245702303,Champua,22.0668387,85.6655176
245702363,Karjan,22.0523055,73.1216703
245702404,Chhindwara,22.0578244,78.9386203
245702560,Bilaspur,22.0785627,82.1476475
245702627,Seoni,22.0910049,79.5507791
245702699,Baihar,22.1050116,80.5481854
245702731,Kasrawad,22.1229442,75.6097401
245702738,Sundargarh,22.119973,84.0369931
245702899,Rajgangpur,22.1911263,84.5867472
245702909,Junnardeo,22.1950168,78.5946421
245702919,Barwala,22.1518623,71.8957058
245703079,Botad,22.1686,71.6685
245703098,Diamond Harbour,22.1926886,88.1894879
245703174,Gharghoda,22.1674127,83.3485457
245703195,Khirkiya,22.1671863,76.8618051
245703270,Maheshwar,22.177435,75.5873514
245703277,Jamai,22.2049139,78.5505553
245703307,Khambhaliya,22.2129642,69.6533407
