location_id,city,Road_Count,Industrial_Count,Farmland_Count,Landfill_Count,Dump_Site_Count,Distance_to_Nearest_Road_m,Distance_to_Nearest_Industrial_m,Distance_to_Nearest_Farmland_m,Distance_to_Nearest_Landfill_m,Distance_to_Nearest_Dump_m
245768393,Sirsa,1696,1,0,0,0,13.82,1574.49,,,
245769705,Karnaprayag,12,0,0,0,0,43.58,,,,
245770273,Sri Muktsar Sahib,455,2,0,0,0,71.91,1167.98,,,
245770185,Nathana,48,0,0,0,0,18.45,,,,
245769841,Nandaprayāg,7,0,0,0,0,245.16,,,,
245770131,New Tehri,86,0,0,0,0,4.0,,,,
245770418,Nahan,24,1,0,0,0,32.84,955.34,,,
245768506,Padampur,171,0,0,0,0,8.47,,,,
245770206,Mussoorie,165,0,0,0,0,48.2,,,,
245769315,Munsyari,3,0,0,0,0,188.23,,,,
245768503,Thana Bhawan,83,0,0,0,0,355.75,,,,
245769059,Baijnāth,15,0,0,0,0,29.55,,,,
245768866,Jakhal,176,0,0,0,0,26.53,,,,
245770211,Jaito,311,0,0,0,0,28.67,,,,
245768718,Nisang,260,0,0,0,0,47.65,,,,
245770450,Kot Kapura,291,0,0,0,0,56.71,,,,
245768522,Almora,37,0,1,0,0,26.2,,1520.2,,
245768843,Pundri,526,0,0,0,0,13.2,,,,
245768598,Pithoragarh,23,0,0,0,0,5.13,,,,
245768966,Bāgeshwar,12,1,0,0,0,163.59,872.5,,,
245769418,Yamunanagar,1690,10,0,0,0,0.0,0.0,,,
245770535,Raikot,424,0,0,0,0,38.91,,,,
245770850,Samrala,43,0,0,0,0,133.62,,,,
245770782,Kalka,245,6,0,0,0,37.7,998.16,,,
245770486,Jalalabad,722,9,0,0,0,28.25,465.02,,,
245770582,Faridkot,651,0,0,0,0,24.0,,,,
245769169,Kurukshetra,1818,4,0,0,0,1.01,933.97,,,
245772781,Kahnuwan,14,0,0,0,0,129.16,,,,
245773039,Kangra,109,0,0,0,0,57.51,,,,
245771041,Chaupal,11,0,0,0,0,83.2,,,,
245772868,Dhariwal,156,0,0,0,0,10.45,,,,
245773086,Dharamshala,151,2,20,1,4,65.25,1143.95,270.98,470.18,584.48
245771985,Tarn Taran Sahib,605,3,0,0,0,72.62,891.88,,,
245773022,Manali,68,0,1,0,0,19.28,,1616.51,,
245772064,Hoshiarpur,2108,0,0,0,0,52.32,,,,
245773092,Kaza,22,0,2,0,0,5.47,,123.78,,
245771915,Ghumarwin,9,0,0,0,0,99.16,,,,
245773120,Nurpur,12,0,0,0,0,404.1,,,,
245773310,Samba,21,2,0,0,0,34.16,939.09,,,
245773102,Pathankot,1884,3,0,1,0,41.42,1099.69,,2274.7,
245772471,Amb,70,4,1,0,0,32.13,873.34,1918.65,,
245773899,Kishtwar,26,0,0,0,0,8.66,,,,
245773312,Dalhousie,12,1,0,0,0,122.11,181.21,,,
245773924,Rajouri,18,0,0,0,0,20.22,,,,
245773744,Reasi,15,0,0,0,0,19.6,,,,
245771251,Makhu,34,0,0,0,0,71.44,,,,
245773671,Bhaderwah,23,0,1,0,0,135.14,,1093.35,,
245772743,Dehra Gopipur,5,0,0,0,0,32.06,,,,
245772744,Nadaun,3,0,1,0,0,1278.25,,2306.78,,
245773788,Nowshera,24,0,0,0,0,54.23,,,,
245772675,Batala,1576,0,0,0,0,12.03,,,,
245771265,Theog,5,0,0,0,0,79.87,,,,
245771128,Sabathu,8,0,0,0,0,33.3,,,,
245771001,Rajgarh,7,0,0,0,0,12.88,,,,
245772062,Barsar,7,0,0,0,0,275.94,,,,
245772397,Amritsar,2116,3,0,0,0,4.06,1306.2,,,
245774767,Ganderbal,47,1,0,0,0,82.37,82.37,,,
245774455,Tangmarg,16,0,0,1,0,10.3,,,1830.63,
245774476,Uri,7,0,0,0,0,345.08,,,,
245774078,Kulgam,29,0,0,0,0,16.11,,,,
245774328,Kakapora,25,0,0,0,0,28.96,,,,
245774950,Handwara,55,0,1,0,0,27.18,,479.46,,
245774323,Tral,45,0,0,0,0,118.54,,,,
245845400,Ahmedgarh,465,0,0,0,0,14.18,,,,
263014503,Ranipet,798,9,0,0,0,5.29,452.22,,,
263014723,Gudiyatham,648,2,0,0,0,2.39,1840.83,,,
263014753,Pallikondai,185,0,0,0,0,9.05,,,,
263014950,Bargur,116,1,0,0,0,36.55,1997.62,,,
245774959,Bandipora,37,0,0,0,0,18.68,,,,
245773925,Padum,14,0,86,0,0,15.7,,15.7,,
245774770,Sopore,141,0,0,0,0,16.2,,,,
245775021,Kargil,84,0,1,0,0,70.22,,717.76,,
259186488,Kakching,132,1,0,0,0,25.14,1689.69,,,
245774418,Badgam,179,0,0,0,0,39.4,,,,
263014752,Pernampattu,704,8,0,0,0,60.82,440.94,,,
263014886,Ambur,838,0,0,0,0,2.1,,,,
263014528,Arcot,916,5,0,0,0,8.31,1627.54,,,
280902307,Ettumanoor,365,0,2,0,0,1.5,,1486.75,,
249984401,Mettupalayam,1148,1,0,0,0,10.61,995.59,,,
256777854,Kanchipuram,1134,1,1,0,0,41.45,120.07,133.63,,
247229197,Avinashi,868,2,0,0,0,18.36,1504.37,,,
277485901,Ichalkaranji,1817,5,0,0,0,24.46,550.16,,,
256196848,Tambaram,1522,2,0,1,0,11.03,954.05,,1827.66,
281358588,Kayamkulam,440,2,9,0,0,3.44,604.45,658.03,,
273658993,Srinagar,1083,0,1,0,0,20.12,,1837.2,,
256778069,Walajapet,561,3,4,0,0,20.3,1384.52,832.03,,
281368071,Adoor,303,0,28,0,0,25.33,,234.32,,
287241659,Tabo,2,0,3,0,0,67.73,,151.64,,
282777706,Devanahalli,1188,5,22,0,0,5.37,394.67,316.37,,
281358701,Karunagapally,338,6,0,0,0,4.32,475.51,,,
245774579,Leh,154,0,267,0,0,51.11,,244.07,,
282403100,Coonoor,347,1,0,0,0,50.82,2011.43,,,
290181532,Mahé,412,0,0,0,0,48.48,,,,
288863522,Chintamani,439,1,0,0,0,21.03,833.84,,,
290481241,Gelling,5,0,0,0,0,892.69,,,,
290180981,Kannur,837,2,0,0,0,6.23,877.55,,,
296300688,Tanakpur,74,0,4,0,0,11.74,,1287.77,,
294073748,Thirumazhisai,757,7,1,0,0,13.75,499.29,2166.82,,
297473137,Kelambakkam,828,2,0,0,0,0.52,212.09,,,
299448214,Dibrugarh,623,1,18,0,0,34.13,2102.96,940.86,,
299531768,Ukhimath,7,1,0,0,0,393.55,1008.65,,,
299539934,Paonta Sahib,467,3,0,0,0,1.43,1207.97,,,
299531301,Dehradun,1648,0,1,0,0,32.59,,2341.2,,
299754270,Drass,15,0,1,0,0,109.43,,1867.63,,
299544269,Chakrata,8,0,0,0,0,136.59,,,,
299642899,Bilaspur,76,1,0,0,0,53.16,1355.01,,,
299636581,Rekong Peo,14,0,3,0,0,47.14,,1374.23,,
302559648,Nalagarh,112,10,0,0,0,91.53,1366.05,,,
297681854,Kottayam,620,2,6,0,0,14.63,1686.65,991.99,,
302560565,Naraingarh,155,0,0,0,0,73.08,,,,
287468687,Kullu,27,0,0,0,0,26.4,,,,
287687798,Varanasi,1930,0,0,0,0,76.53,,,,
299449590,Champawat,31,0,0,0,0,20.34,,,,
303055229,Kundah,28,0,0,0,0,0.14,,,,
299343470,Basohli,105,0,0,0,0,11.2,,,,
302574539,Garhshankar,57,0,0,0,0,109.54,,,,
304001654,Vadakara,317,0,6,0,0,66.86,,2008.86,,
303959279,Ramanattukara,349,1,6,0,0,33.28,1657.55,702.32,,
290885849,Gudalur,116,0,1,0,0,11.98,,799.45,,
304000992,Koyilandy,166,0,0,0,0,62.67,,,,
299343472,Chamba,29,0,0,0,0,67.85,,,,
302575508,Kartarpur,378,0,0,0,0,1.83,,,,
302574537,Nawanshahr,121,3,13,0,0,130.64,736.13,714.45,,
302575505,Sultanpur Lodhi,245,0,11,0,0,19.12,,538.27,,
299448217,Chabua,279,1,15,0,0,2.38,1457.3,293.04,,
293673885,Sri Vijaya Puram,556,2,0,0,0,33.32,529.55,,,
302568214,Mandi Gobindgarh,518,18,0,0,0,51.56,121.39,,,
294521062,Perur,624,0,0,0,1,11.12,,,,755.77
299299684,Baramulla,80,0,0,0,0,83.82,,,,
302560567,Rajpura,1221,5,0,0,0,1.44,1018.39,,,
294073627,Kundrathur,1478,2,7,1,0,28.12,2288.56,291.12,943.6,
302568211,Sirhind,834,7,0,0,0,23.77,452.66,,,
304002887,Thalassery,499,2,2,0,0,59.63,1006.99,1049.24,,
308873521,Thiruporur,414,1,0,0,0,12.56,428.36,,,
311934434,Radaur,308,1,0,1,0,16.15,1886.1,,271.56,
313211347,Gubbi,117,7,15,0,0,39.57,663.25,375.8,,
315137869,Auroville,103,2,3,0,1,509.51,644.16,509.51,,1557.92
316298251,Jhusi,1439,2,3,0,0,9.77,676.98,1467.91,,
313214900,Tiptur,640,0,0,0,0,30.64,,,,
311937746,Gharaunda,574,0,0,0,0,33.33,,,,
313178025,Kanakapura,592,0,0,0,0,23.42,,,,
313267749,Bidadi,595,4,1,0,0,31.84,624.85,1600.72,,
316419766,Achrol,51,0,0,0,0,16.83,,,,
316417206,Vidisha,9,0,0,0,0,157.71,,,,
311937677,Indri,320,0,0,0,0,7.93,,,,
332371238,Gingee,192,0,0,0,0,23.14,,,,
322481124,Pazhaverkadu,485,1,0,0,0,41.31,1076.24,,,
331119291,Kunzer,24,0,0,0,0,1.68,,,,
331119302,Magam,25,0,0,0,0,8.15,,,,
327726276,Beas,400,5,0,0,0,6.45,698.65,,,
313274269,Pennagaram,241,0,0,0,0,21.82,,,,
312851862,Puttur,234,1,0,0,0,0.0,351.34,,,
334644561,Balaramapuram,468,0,35,0,0,35.59,,527.53,,
316417040,Shimla,113,0,0,0,0,87.27,,,,
311937751,Gannaur,568,2,0,0,0,9.03,489.55,,,
313218498,Biruru,251,0,0,0,0,11.89,,,,
334644583,Marthandam,55,1,11,0,0,27.34,721.51,957.63,,
319536922,Podanur,1347,5,9,0,0,53.14,745.02,970.89,,
306117874,Vandalur,1227,1,2,0,0,15.58,1948.51,732.35,,
313255437,Noida,1581,7,0,1,0,35.11,1122.85,,1347.74,
315734346,Jaipur,1712,0,0,0,0,136.06,,,,
314626472,Erode,1272,1,0,0,0,22.41,1905.71,,,
311937747,Samalkha,738,2,0,0,0,14.52,1484.61,,,
335020300,Cherthala,512,6,17,0,0,6.24,995.85,1174.52,,
335866163,Renigunta,564,5,0,0,0,9.43,357.29,,,
316416994,Delhi,1589,1,0,0,1,117.42,2113.73,,,1919.35
335882164,Sri Kalahasti,347,1,0,0,0,59.42,772.64,,,
335877330,Tirumala,141,2,1,1,0,95.57,466.71,999.09,962.23,
342098800,Lachen,11,0,2,0,0,28.32,,156.86,,
342097944,Senge,1,0,0,0,0,1466.38,,,,
339884241,Rameswaram,262,1,0,0,0,11.52,854.2,,,
342097760,Tawang,40,0,0,0,0,340.51,,,,
342098412,Bagdogra,173,0,1,0,0,7.0,,1203.66,,
335868152,Tirupati,2253,2,0,0,0,2.52,206.57,,,
335885603,Tiruvallur,1030,1,2,0,0,17.38,781.39,1594.32,,
342098270,Thingbu,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
342100005,Dalgoan,22,1,0,0,0,36.47,943.82,,,
342097673,Bomdila,18,0,0,0,0,24.32,,,,
342098863,Kaying,19,0,0,0,0,5.06,,,,
342100483,Dergaon,153,0,0,0,0,12.4,,,,
342099988,Kharupetia,17,0,0,0,0,50.11,,,,
342100221,Sipajhar,156,0,0,0,0,57.26,,,,
342099777,Mechuka,48,0,1,0,0,33.18,,914.97,,
342098339,Singtam,19,0,0,0,0,174.1,,,,
342101301,Didihat,9,0,0,0,0,59.44,,,,
342098150,Dirang,5,0,0,0,0,299.08,,,,
342097975,Zemithang,6,0,0,0,0,185.34,,,,
342098982,Naharlagun,406,0,0,0,0,30.13,,,,
342099543,Bishwanath Charaili,62,0,0,0,0,8.42,,,,
342098351,Ravangla,19,0,6,0,0,18.78,,174.44,,
342101342,Gangolihāt,9,0,0,0,0,42.53,,,,
342098659,Rongli,8,0,0,0,0,128.53,,,,
335886192,Tiruttani,133,0,0,0,0,67.4,,,,
342098314,Pakyong,15,0,0,0,0,28.88,,,,
342097621,Gangtok,109,0,4,0,0,48.56,,1676.93,,
339279350,Howrah,1387,4,0,0,0,38.2,753.63,,,
342103478,Dhārchula,22,0,0,0,0,18.89,,,,
342102080,Thal,6,0,0,0,0,137.16,,,,
340748436,Hassan,1777,2,24,2,0,24.2,1819.85,1462.85,1034.79,
342108175,Gauchar,13,0,0,0,0,159.79,,,,
342107367,Nainital,46,0,0,0,0,62.95,,,,
342104586,Rānikhet,22,0,0,0,0,51.59,,,,
342105722,Kathgodam,462,2,0,0,0,42.7,73.08,,,
342102108,Berināg,3,0,0,0,0,140.92,,,,
342104453,Gyalshing,30,0,6,0,0,13.6,,180.93,,
342104576,Badrinath,4,0,0,0,0,29.22,,,,
342105699,Joshīmath,18,0,0,0,0,8.86,,,,
342109138,Ghāt,3,0,1,0,0,149.87,,2496.15,,
342104598,Haldwani,1630,4,6,1,0,13.81,251.05,1845.09,1536.34,
342107387,Pokhri,15,0,0,0,0,14.53,,,,
342110021,Gangotri,1,0,0,0,0,40.36,,,,
342110039,Pauri,15,0,0,0,0,14.15,,,,
342110029,Lansdowne,10,0,0,0,0,128.54,,,,
342111058,Satpuli,9,0,0,0,0,19.54,,,,
342110107,Srinagar,83,0,1,0,0,12.55,,1908.79,,
342109217,Kaladhungi,211,0,0,0,0,51.24,,,,
342112683,Jaiharīkhāl,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
342107846,Gairsain,3,0,0,0,0,1155.65,,,,
342108821,Narayn Bagar,6,0,3,0,0,135.14,,135.14,,
342107378,Rudraprayag,19,2,4,0,0,72.77,2023.69,1339.37,,
342105819,Bhowali,139,0,0,0,0,56.71,,,,
342107816,Gadarpur,211,0,0,0,0,28.03,,,,
342105605,Lalkuan,271,4,0,0,0,35.45,100.29,,,
342107407,Gopeshwar,36,1,0,0,0,59.37,1714.85,,,
342104626,Kapkot,6,0,0,0,0,10.41,,,,
342108862,Betalghat,24,0,0,0,0,62.07,,,,
342112639,Jaspur,848,0,0,0,0,19.33,,,,
342104645,Rudrapur,1498,8,0,0,0,66.22,500.06,,,
342112752,Uttarkashi,33,0,0,0,0,20.05,,,,
342114073,Kotdwar,30,0,0,0,0,83.87,,,,
342114133,Chinyalisaur,13,0,0,0,0,105.44,,,,
342113842,Gangori,2,0,3,0,0,404.95,,1254.63,,
342114339,Devprayag,11,0,0,0,0,241.31,,,,
342115051,Keylang,1,0,22,0,0,169.13,,169.13,,
342115402,Sawra,18,0,0,0,0,239.84,,,,
342115116,Tiuni,10,0,0,0,0,32.03,,,,
342117887,Bicholim,326,8,1,0,0,6.18,475.81,1759.95,,
342115529,Nagal,21,0,0,0,0,126.46,,,,
342118380,Chauntra,32,0,1,0,0,21.28,,1388.09,,
342118255,Jwalamukhi,4,0,0,0,0,524.97,,,,
342118490,Baijnath,31,0,0,0,0,121.69,,,,
342119126,Qazigund,22,0,0,0,0,56.34,,,,
342119228,Awantipora,23,0,0,0,0,49.01,,,,
342119234,Pampore,147,8,0,0,0,8.85,652.22,,,
342119133,Banihal,13,0,0,0,0,31.98,,,,
342119164,Bijbehara,64,0,0,0,0,108.49,,,,
342119405,Dinanagar,205,0,0,0,0,25.33,,,,
342119316,Sankoo,3,0,16,0,0,23.95,,23.95,,
342116522,Kandaghat,1,0,0,0,0,33.31,,,,
342116421,Nerchowk,21,0,0,0,0,93.93,,,,
342119666,Vijaydurg,8,0,0,0,0,83.13,,,,
342118390,Joginder Nagar,33,1,0,0,0,74.6,1143.85,,,
342119886,Pen,380,0,0,0,0,25.56,,,,
342119456,Mahad,29,0,0,0,0,17.9,,,,
342119461,Rajapur,34,0,0,0,0,25.53,,,,
342117074,Kathua,183,1,0,0,0,13.11,1805.11,,,
342119762,Malvan,59,0,0,0,0,132.7,,,,
342116536,Chhutmalpur,409,0,0,0,0,45.83,,,,
342118125,Lakhanpur,92,0,0,0,0,6.33,,,,
342116240,Bhuntar,14,0,0,0,0,76.51,,,,
343369473,Karad,416,4,0,0,0,4.31,227.34,,,
342115618,Barla,128,0,0,0,0,3.49,,,,
342119660,Devgad,43,0,0,0,0,80.31,,,,
342117823,Khanapur,102,2,0,0,0,38.84,492.92,,,
342117599,Chandgad,70,1,0,0,0,13.41,120.05,,,
343333679,Belagavi,1078,2,5,0,0,72.2,1364.89,1742.03,,
342118036,Wagholi,1106,1,15,0,0,20.93,654.39,966.3,,
342117043,Chandigarh,1820,2,0,0,0,31.01,651.22,,,
344436927,Wadakkancherry,290,1,43,0,0,56.04,1339.98,338.96,,
343719430,Perumbavoor,688,5,19,0,0,6.12,1532.7,511.76,,
344709755,Minjur,675,0,4,0,0,35.7,,231.61,,
344437127,Tirur,411,2,4,0,0,15.15,792.84,1059.09,,
353039871,Kanyakumari,338,3,0,0,0,23.61,250.71,,,
344709752,Ponneri,364,0,1,0,0,40.18,,1939.34,,
353120159,Phalodi,105,1,0,0,0,14.36,1198.13,,,
353327285,Kariamangalam,16,0,0,0,0,258.66,,,,
350467159,Mauganj,16,0,0,0,0,34.96,,,,
353280823,Bodinayakkanur,609,0,0,0,0,13.99,,,,
344712604,Arani,70,0,0,0,0,50.53,,,,
345267997,Palakkad,838,2,45,0,0,63.41,249.59,1164.94,,
348238149,Lehragaga,61,0,0,0,0,39.02,,,,
354836047,Kundadam,18,0,0,0,0,11.57,,,,
354903127,Mundakkayam,77,0,1,0,0,59.17,,1271.63,,
354858656,Kinathukadavu,278,0,5,0,0,105.63,,748.36,,
353433171,Checkanurani,69,0,0,0,0,32.74,,,,
353360790,Kalpakkam,375,1,0,0,0,57.82,806.59,,,
355647615,Malappuram,386,0,3,0,0,13.54,,974.76,,
353316309,Uthangarai,108,0,0,0,0,6.3,,,,
353031719,Kuzhithura,65,0,5,0,0,36.77,,1284.32,,
354858935,Oddanchatram,299,0,0,0,0,14.69,,,,
354858732,Madathukulam,202,0,0,0,0,84.55,,,,
353434552,Andipatti Jakkampatty,236,0,0,0,0,15.68,,,,
353316361,Kaveripattinam,168,0,0,0,0,32.71,,,,
353035635,Suchindram,384,0,40,0,0,23.88,,493.84,,
353002000,Thuckalay,145,1,7,0,0,98.57,1818.64,361.42,,
353063915,Shencottai,284,0,9,0,0,14.65,,354.97,,
353316321,Krishnagiri,690,1,0,0,0,109.54,1415.15,,,
353161957,Tirukkovilur,351,0,0,0,0,89.02,,,,
353317573,Dharmapuri,552,0,0,0,0,37.7,,,,
356652324,Nilakkottai,174,1,0,0,0,0.0,1319.31,,,
353162390,Viluppuram,707,0,0,0,0,53.99,,,,
355845180,Perinthalmanna,212,0,19,0,0,89.1,,295.52,,
358352682,Elampillai,715,0,0,0,0,14.03,,,,
358354387,Ayodhiyapatinam,410,0,0,0,0,18.89,,,,
360376711,Kattakada,264,2,8,0,0,40.33,101.18,604.83,,
355795365,Mapusa,720,49,44,24,2,7.49,260.39,495.24,265.48,1723.42
359320551,Taramangalam,209,0,0,0,0,27.68,,,,
359622163,Pathanamthitta,412,0,23,0,0,65.14,,350.85,,
358655201,Edappadi,768,0,0,0,0,19.11,,,,
358657360,Komarapalayam,960,0,2,0,0,15.54,,744.67,,
360384160,Neyyatinkara,361,1,95,0,0,64.44,1881.25,381.36,,
367674964,Padroo,8,0,0,0,0,80.23,,,,
367674663,Ummedabad,5,0,0,0,0,106.46,,,,
367675217,Siwana,3,0,0,0,0,391.97,,,,
392595213,Manjeri,389,0,6,0,0,5.86,,136.2,,
367674569,Bagoda,4,0,0,0,0,139.63,,,,
367882316,Thirukazhukundram,336,0,0,0,0,14.58,,,,
390887113,Madikeri,399,1,4,1,0,142.69,363.19,437.95,1841.18,
360386933,Parassala,121,0,37,0,0,23.28,,428.57,,
392593661,Nilambur,431,0,20,0,0,16.18,,837.4,,
360402746,Kulasekaram,55,0,0,0,0,20.48,,,,
434392578,Ramban,14,0,0,0,0,64.21,,,,
367674617,Sayla,10,0,0,0,0,56.77,,,,
444965997,Nakur,24,0,0,0,0,67.51,,,,
412854951,Virajpet,50,0,8,0,0,66.73,,373.55,,
387415286,Talwandi Bhai,326,0,0,0,0,13.35,,,,
366198876,Gadra Road,10,0,0,0,0,82.13,,,,
402861822,Pandalur,196,0,1,0,0,18.6,,2436.81,,
365306725,Samdari,8,0,0,0,0,55.32,,,,
393111659,Sultan Bathery,352,1,20,0,0,35.22,2732.58,380.7,,
364108742,Jaisalmer,667,0,0,0,0,29.83,,,,
414659175,Nangal,283,2,0,0,0,31.31,396.06,,,
405232121,Wandoor,158,2,32,0,0,41.34,374.73,195.48,,
444969463,Ambahata,7,0,0,0,0,149.66,,,,
364119845,Makrana,188,3,0,0,0,3.6,433.46,,,
368544408,Kanhangad,208,1,20,0,0,25.41,2290.04,220.19,,
368979808,Wallajahbad,342,3,0,0,0,17.81,2327.02,,,
426767211,Banur,331,0,0,0,0,2.72,,,,
434391932,Batote,4,0,0,0,0,59.25,,,,
456312929,Purkaji,287,0,0,0,0,11.97,,,,
459428562,Balusseri,117,0,48,0,0,28.7,,358.5,,
361189667,Hanumangarh,835,0,0,0,0,18.27,,,,
418995475,Changanassery,534,2,2,0,0,34.39,460.35,1225.08,,
367576665,Tiruchirappalli,1877,0,1,0,0,33.35,,1609.02,,
459429897,Thamarassery,246,2,21,1,0,46.38,2445.17,436.1,141.82,
481077178,Konark,110,0,0,0,0,45.03,,,,
548340949,Melattur,136,0,17,0,0,14.13,,394.77,,
520339648,Talera,7,0,0,0,0,43.98,,,,
517126647,Bhor,145,0,1,0,0,85.66,,292.35,,
517126661,Lonand,162,1,0,0,0,1.19,2019.3,,,
512220302,Vijayapura,376,0,1,0,0,6.1,,1673.81,,
517126662,Nira,242,1,5,0,0,47.25,280.57,534.95,,
537966705,Nagpur,1304,6,4,0,0,137.05,965.66,1070.65,,
459838905,Brahmavara,371,0,0,0,0,35.53,,,,
566284944,Dabhra,2,0,0,0,0,111.21,,,,
526602619,Keeranur,111,0,0,0,0,11.09,,,,
560536216,Mannarkkad,274,0,9,0,0,38.12,,561.25,,
566196813,Banaigarh,7,1,0,0,0,98.65,2143.1,,,
566196808,Deogarh,11,0,0,0,0,86.32,,,,
566284941,Sakti,32,1,0,0,0,1.2,466.37,,,
542905195,Vallam,508,0,0,0,0,13.64,,,,
517126664,Jejuri,152,5,0,0,0,27.3,871.34,,,
560839888,Adimali,217,5,43,0,1,43.96,327.65,245.93,,703.68
469723561,Sira,635,5,0,0,0,70.9,1601.78,,,
520367191,Bundi,633,1,0,0,0,76.36,1230.0,,,
566174725,Gamhāria,87,4,1,0,0,31.67,174.72,2286.28,,
517151014,Lonavala,583,0,0,0,0,66.04,,,,
517126667,Saswad,283,3,1,0,0,18.11,1719.53,1159.43,,
559844882,Jalandhar,2485,0,0,0,0,36.56,,,,
509907130,Patna,1749,1,0,1,0,32.51,1541.38,,2007.18,
566174729,Jamshedpur,1094,3,0,0,0,24.58,192.38,,,
514702107,Trimbak,38,0,0,0,0,40.67,,,,
520986776,Rewari,2007,2,0,0,0,33.07,774.42,,,
531363969,Khadki,574,1,1,0,0,0.3,865.13,1985.07,,
566631926,Shahi,11,0,0,0,0,429.34,,,,
566284948,Kharsia,133,0,0,0,0,27.85,,,,
566622644,Muzaffarpur,1210,1,0,0,0,19.6,2634.72,,,
567383141,Marigaon,167,0,1,0,0,33.72,,2437.37,,
567327594,Mukerian,134,0,0,0,0,62.56,,,,
566635182,Sandi,7,0,0,0,0,807.78,,,,
566672800,Sonapur,54,4,4,0,0,52.08,1182.99,669.5,,
566672795,Hajo,110,0,0,0,0,42.91,,,,
566994392,Anand Nagar,59,0,0,0,0,56.35,,,,
567268785,Kotputli,413,0,0,0,0,80.21,,,,
567267943,Agra,1426,2,1,0,0,48.01,1258.22,1946.43,,
567268787,Behror,62,2,0,0,0,59.61,2042.06,,,
568383174,Fatehpur Sikri,40,0,5,0,0,75.16,,834.75,,
567268786,Bansur,8,0,0,0,0,85.47,,,,
566672798,Jorabat,29,3,0,0,0,53.64,53.64,,,
566672801,Nakhola,55,1,2,0,0,139.46,1164.69,1612.77,,
567268784,Shahpur,41,0,0,0,0,101.37,,,,
567327595,Talwara,67,0,0,0,0,41.69,,,,
568426680,Datia,197,1,0,0,0,6.68,864.68,,,
567278081,Pinjore,386,1,0,0,0,67.59,1976.53,,,
568283868,Mathura,1374,0,0,0,0,8.45,,,,
567777060,Silchar,847,0,0,0,0,29.79,,,,
568412249,Morena,1619,0,0,0,0,13.42,,,,
567133588,Sonepur,424,4,0,0,0,30.44,896.44,,,
568382432,Bharatpur,1519,3,0,0,0,20.07,1971.29,,,
566672802,Guwahati,1196,1,0,0,0,7.7,1964.65,,,
568471497,Hisua,27,0,2,0,0,37.42,,672.44,,
567133590,Hajipur,1129,1,0,0,0,27.79,2196.15,,,
568448372,Mirzapur,1252,0,1,0,0,12.63,,2329.66,,
568472825,Barbigha,9,0,0,0,0,90.86,,,,
566672797,Dispur,1557,0,0,0,0,24.07,,,,
567903581,Bhuj,2546,6,1,0,0,8.23,1477.61,1659.66,,
566534670,Singur,665,0,0,0,0,4.48,,,,
568412253,Gwalior,2107,0,0,0,0,15.53,,,,
568498647,Bihpur,300,0,0,0,0,18.01,,,,
568498915,Naugachia,274,0,0,0,0,31.18,,,,
568606429,Falakata,30,0,5,0,0,38.28,,972.83,,
569040820,Imphal,1090,0,0,0,0,64.17,,,,
569366516,Sapatgram,16,0,0,0,0,56.39,,,,
569439727,Gazole,23,0,0,0,0,52.44,,,,
569243331,Bongaigaon,551,0,0,0,0,5.04,,,,
569602076,Godda,148,0,0,0,0,11.02,,,,
570047174,Belda,246,0,0,0,0,49.18,,,,
569366488,Koch Bihar,522,1,0,0,0,109.29,2636.92,,,
568606425,Mal Bazaar,402,0,2,0,0,12.47,,902.92,,
570051299,Panskura,76,0,0,0,0,144.07,,,,
570579652,Rambha,45,0,0,0,0,23.76,,,,
568480417,Khagaria,134,0,0,0,0,89.95,,,,
569366501,Gauripur,29,4,0,0,0,107.03,1482.23,,,
570588601,Tangi,13,0,0,0,0,236.09,,,,
570049544,Mahishadal,46,1,0,0,0,6.34,2369.99,,,
570751416,Ranni,238,0,3,0,0,48.19,,307.26,,
571099888,Jeypore,147,0,0,0,0,70.55,,,,
570082923,Ranaghat,464,1,0,0,0,14.47,879.41,,,
569602054,Dubrajpur,466,2,0,0,0,30.13,1053.15,,,
570083118,Chakdaha,165,0,2,0,0,60.07,,873.42,,
568606431,Alipurduar,154,1,0,0,0,20.61,2009.02,,,
570047173,Jaleswar,5,0,0,0,0,111.42,,,,
569366522,Kokrajhar,322,0,1,0,0,51.55,,1522.2,,
570047175,Uluberia,340,1,0,0,0,31.07,1615.45,,,
569602049,Kanksa,388,7,0,0,0,1.26,1330.02,,,
570821211,Koraput,171,0,2,0,0,117.56,,1025.33,,
571122170,Tallada,129,0,0,0,0,64.83,,,,
571101442,Jagdalpur,539,0,0,0,0,0.65,,,,
569602058,Siuri,454,0,0,0,0,97.7,,,,
569440509,Raiganj,895,1,0,0,0,14.42,2121.14,,,
570090082,Naihati,1181,2,0,0,0,30.81,1025.59,,,
570086096,Barasat,2379,0,0,0,0,16.52,,,,
571122167,Suryapet,1233,2,0,0,0,25.17,1083.85,,,
571122168,Khammam,1809,5,1,0,0,12.14,1721.4,610.66,,
571122173,Chinturu,81,0,0,0,0,6.55,,,,
571449657,Channarayapattana,190,0,0,0,0,26.14,,,,
571141734,Bibinagar,483,1,0,0,0,3.46,416.18,,,
571418234,Kudligi,104,0,0,0,0,31.71,,,,
571405646,Hiriyur,112,0,0,0,0,93.79,,,,
571352396,Sangareddy,842,0,0,0,0,24.69,,,,
