location_id,city,latitude,longitude,PM25 AQ,PM25 AQI Category,PM10 AQ,PM10 AQI Category,CO AQ,CO AQI Category,NO2 AQ,NO2 AQI Category,SO2 AQ,SO2 AQI Category,O3 AQ,O3 AQI Category,AQI,temperature,humidity,wind_speed,wind_deg,timestamp,Road_Count,Industrial_Count,Farmland_Count,Landfill_Count,Dump_Site_Count,Distance_to_Nearest_Road_m,Distance_to_Nearest_Industrial_m,Distance_to_Nearest_Farmland_m,Distance_to_Nearest_Landfill_m,Distance_to_Nearest_Dump_m
245731855,Nursarai,25.2710548,85.4578766,226.4,Poor,245.23,Poor,893.03,Severe,10.18,Good,4.98,Good,92.35,Satisfactory,5,16.4,45,2.55,277,1766499064,7.0,0.0,0.0,0.0,0.0,157.65,,,,
245731951,Maibong,25.3021275,93.1332922,28.14,Good,35.95,Good,324.06,Very Poor,10.97,Good,1.6,Good,25.69,Good,3,14.2,81,1.28,174,1766499064,63.0,0.0,0.0,0.0,0.0,51.86,,,,
245732095,Keshoraipatan,25.2915232,75.9399658,64.33,Satisfactory,73.14,Satisfactory,335.26,Very Poor,9.89,Good,5.14,Good,64.44,Satisfactory,4,21.18,38,1.83,122,1766499064,60.0,0.0,0.0,0.0,0.0,72.81,,,,
245732685,Jalore,25.3476006,72.6260916,134.22,Moderate,222.61,Poor,555.98,Severe,16.89,Good,4.65,Good,101.2,Moderate,5,20.85,31,2.11,15,1766499064,615.0,0.0,0.0,0.0,0.0,7.83,,,,
245732721,Bhilwara,25.348,74.636,61.01,Satisfactory,74.14,Satisfactory,365.49,Very Poor,14.22,Good,3.39,Good,67.29,Satisfactory,4,19.82,34,3.35,337,1766498883,2376.0,0.0,0.0,0.0,0.0,16.53,,,,
245732875,Khliehriat,25.3587124,92.3669702,64.15,Satisfactory,79.26,Satisfactory,547.7,Severe,18.89,Good,3.26,Good,49.66,Good,4,10.53,85,0.72,329,1766499064,2.0,0.0,0.0,0.0,0.0,391.09,,,,
245733005,Ahore,25.3682474,72.7809896,134.22,Moderate,222.61,Poor,555.98,Severe,16.89,Good,4.65,Good,101.2,Moderate,5,20.97,31,2.18,16,1766499064,21.0,0.0,0.0,0.0,0.0,25.83,,,,
245733024,Rajapur,25.3863662,81.1494181,128.93,Moderate,137.37,Moderate,559.8,Severe,12.64,Good,2.53,Good,70.9,Satisfactory,5,17.84,49,2.57,263,1766499064,36.0,0.0,0.0,0.0,0.0,133.82,,,,
245733193,Kabrai,25.4015677,80.0035135,113.03,Moderate,121.2,Moderate,454.93,Severe,8.64,Good,3.44,Good,71.44,Satisfactory,5,18.19,53,2.31,286,1766499064,3.0,0.0,0.0,0.0,0.0,330.82,,,,
245733208,Mokama,25.3958052,85.9220644,229.13,Poor,247.8,Poor,970.41,Severe,13.08,Good,4.37,Good,84.51,Satisfactory,5,16.38,50,2.6,267,1766499064,119.0,0.0,2.0,0.0,0.0,19.73,,547.98,,
245733382,Balia,25.4234048,86.313751,235.47,Poor,255.52,Poor,1078.17,Severe,13.46,Good,4.48,Good,83.19,Satisfactory,5,16.42,52,2.58,251,1766499064,250.0,0.0,0.0,0.0,0.0,9.66,,,,
245733425,Garahni,25.4068456,84.5558167,198.85,Moderate,217.52,Poor,781.0,Severe,13.99,Good,10.98,Good,94.48,Satisfactory,5,16.31,45,2.37,271,1766499064,89.0,0.0,0.0,0.0,0.0,4.55,,,,
245733431,Begusarai,25.4139122,86.1348804,239.13,Poor,260.01,Poor,1086.76,Severe,13.6,Good,4.89,Good,83.34,Satisfactory,5,16.39,52,2.64,256,1766499064,846.0,0.0,0.0,0.0,0.0,7.58,,,,
245733463,Kumarganj,25.4251628,88.7317867,275.16,Poor,306.7,Very Poor,1284.38,Severe,26.93,Good,12.18,Good,87.74,Satisfactory,5,19.05,47,2.51,249,1766499064,182.0,0.0,0.0,0.0,0.0,15.49,,,,
245733742,Jowai,25.4434703,92.1973181,75.68,Satisfactory,91.77,Satisfactory,565.18,Severe,17.08,Good,2.99,Good,59.71,Satisfactory,5,9.97,85,0.63,278,1766498702,20.0,0.0,0.0,0.0,0.0,17.75,,,,
245733956,Prayagraj,25.4381302,81.8338005,154.01,Moderate,165.19,Moderate,710.99,Severe,15.71,Good,4.76,Good,72.51,Satisfactory,5,18.13,46,2.77,269,1766499064,1952.0,0.0,1.0,0.0,0.0,22.51,,2732.24,,
245734195,Bakhtiyarpur,25.4586233,85.5369022,237.93,Poor,259.7,Poor,1021.87,Severe,12.19,Good,5.88,Good,85.99,Satisfactory,5,16.49,47,2.55,277,1766499064,95.0,0.0,0.0,0.0,0.0,51.82,,,,
245734244,Jagdispur,25.4668347,84.4179931,198.85,Moderate,217.52,Poor,781.0,Severe,13.99,Good,10.98,Good,94.48,Satisfactory,5,16.2,46,2.37,264,1766499064,180.0,0.0,0.0,0.0,0.0,20.23,,,,
245734376,Suriyawan,25.4641655,82.4181237,160.94,Moderate,172.17,Moderate,697.82,Severe,9.57,Good,3.41,Good,78.55,Satisfactory,5,17.11,48,2.66,266,1766498480,9.0,0.0,0.0,0.0,0.0,83.91,,,,
245734459,Langting,25.4972313,93.1136328,35.19,Good,46.07,Good,413.28,Severe,14.07,Good,2.47,Good,27.17,Good,3,15.18,78,1.05,166,1766499064,12.0,0.0,0.0,0.0,0.0,43.69,,,,
245734633,Barh,25.4711351,85.7060668,240.37,Poor,262.1,Poor,1058.64,Severe,12.97,Good,5.59,Good,84.74,Satisfactory,5,16.46,49,2.61,274,1766499064,37.0,0.0,0.0,0.0,0.0,34.28,,,,
245734674,Manjhanpur,25.5306196,81.3749382,140.43,Moderate,149.73,Moderate,611.58,Severe,14.77,Good,3.43,Good,71.27,Satisfactory,5,17.34,50,3.0,263,1766499064,50.0,1.0,8.0,0.0,0.0,6.81,1965.66,1115.92,,
245735260,Saidpur,25.5367972,83.2217547,159.42,Moderate,171.46,Moderate,668.3,Severe,9.07,Good,4.45,Good,88.92,Satisfactory,5,16.73,47,2.51,266,1766499064,67.0,2.0,0.0,0.0,0.0,6.43,1125.72,,,
245735286,Baberu,25.5469357,80.7012999,126.95,Moderate,134.57,Moderate,500.3,Severe,9.41,Good,2.07,Good,75.97,Satisfactory,5,18.16,51,2.72,261,1766499064,60.0,0.0,0.0,0.0,0.0,126.08,,,,
245735560,Arrah,25.560317,84.6632139,202.39,Poor,221.79,Poor,833.2,Severe,14.09,Good,10.32,Good,90.95,Satisfactory,5,16.27,45,2.41,265,1766499064,1007.0,0.0,3.0,0.0,0.0,75.4,,1399.61,,
245735648,Chirgaon,25.5735429,78.8126634,81.64,Satisfactory,89.41,Satisfactory,411.22,Severe,12.23,Good,3.84,Good,56.64,Satisfactory,5,18.74,47,1.91,345,1766499064,6.0,0.0,0.0,0.0,0.0,315.93,,,,
245735697,Buxar,25.5716195,83.9729568,182.02,Moderate,197.74,Moderate,679.31,Severe,12.75,Good,9.96,Good,97.84,Satisfactory,5,16.33,47,2.45,261,1766499064,63.0,0.0,0.0,0.0,0.0,86.54,,,,
245735780,Shillong,25.5759931,91.8827872,92.01,Satisfactory,108.84,Moderate,612.82,Severe,16.39,Good,3.18,Good,68.96,Satisfactory,5,9.28,88,0.72,195,1766499064,1219.0,0.0,7.0,0.0,0.0,13.41,,1375.14,,
245735969,Garautha,25.5741086,79.2975183,106.66,Moderate,115.09,Moderate,441.56,Severe,9.31,Good,6.14,Good,71.37,Satisfactory,5,18.44,51,2.16,314,1766499064,12.0,0.0,0.0,0.0,0.0,0.0,,,,
245736309,Gursarai,25.6154461,79.1828015,104.5,Moderate,113.14,Moderate,452.77,Severe,11.3,Good,5.62,Good,65.01,Satisfactory,5,18.38,50,2.23,314,1766499064,47.0,0.0,0.0,0.0,0.0,45.08,,,,
245736454,Meluri,25.6844515,94.6284816,21.96,Good,26.69,Good,355.92,Very Poor,16.52,Good,2.16,Good,12.58,Good,2,11.26,98,0.28,128,1766499064,2.0,0.0,0.0,0.0,0.0,171.3,,,,
245736606,Phek,25.7098345,94.4633429,20.55,Good,26.49,Good,334.23,Very Poor,16.05,Good,2.48,Good,14.42,Good,2,10.29,97,0.18,209,1766499064,11.0,0.0,0.0,0.0,0.0,82.31,,,,
245736648,Narwar,25.6433256,77.9117307,82.17,Satisfactory,91.61,Satisfactory,327.67,Very Poor,13.31,Good,15.11,Good,60.06,Satisfactory,5,19.2,41,1.57,298,1766499064,7.0,0.0,0.0,0.0,0.0,51.44,,,,
245736659,Maner,25.6466488,84.8763388,220.13,Poor,241.69,Poor,964.04,Severe,11.95,Good,8.49,Good,95.32,Satisfactory,5,13.94,45,2.49,265,1766499065,91.0,0.0,3.0,0.0,0.0,33.33,,210.4,,
245736779,Bakhri,25.6001555,86.2558659,240.45,Poor,261.85,Poor,1132.51,Severe,13.6,Good,4.8,Good,83.82,Satisfactory,5,16.73,52,2.87,261,1766499065,219.0,0.0,0.0,0.0,0.0,16.86,,,,
245736790,Mungra Badshahpur,25.6579111,82.1902983,163.93,Moderate,176.17,Moderate,748.45,Severe,12.83,Good,4.07,Good,72.63,Satisfactory,5,17.24,48,2.97,261,1766498784,45.0,0.0,0.0,0.0,0.0,20.02,,,,
245736876,Saini,25.6660544,81.3262263,144.87,Moderate,154.23,Moderate,611.1,Severe,14.4,Good,2.98,Good,69.59,Satisfactory,5,17.28,51,3.03,261,1766499065,36.0,0.0,7.0,0.0,0.0,55.88,,178.4,,
245737097,Machhlishahr,25.6875311,82.4109017,170.98,Moderate,183.61,Moderate,756.19,Severe,9.89,Good,3.79,Good,79.6,Satisfactory,5,17.19,48,2.81,260,1766499065,88.0,0.0,0.0,0.0,0.0,17.43,,,,
245737511,Lakheri,25.6730413,76.1922423,103.63,Moderate,114.33,Moderate,446.36,Severe,14.35,Good,8.22,Good,96.52,Satisfactory,5,20.19,37,1.0,100,1766499065,13.0,1.0,0.0,0.0,0.0,62.81,62.81,,,
245737753,Moth,25.7294,78.9508,88.58,Satisfactory,96.71,Satisfactory,431.68,Severe,13.12,Good,4.12,Good,57.18,Satisfactory,5,18.56,49,2.09,322,1766499065,9.0,0.0,0.0,0.0,0.0,33.24,,,,
245737899,Marwar Junction,25.7259059,73.6097336,120.0,Moderate,208.55,Poor,383.1,Very Poor,5.63,Good,5.43,Good,111.66,Moderate,5,20.67,32,3.07,357,1766499065,39.0,0.0,0.0,0.0,0.0,142.13,,,,
245737900,Barmer,25.745304,71.3998217,175.0,Moderate,285.99,Poor,577.04,Severe,2.06,Good,3.15,Good,100.15,Moderate,5,21.63,28,4.47,359,1766498958,896.0,0.0,0.0,0.0,0.0,65.8,,,,
245737927,Bhim,25.7384145,74.079374,98.66,Satisfactory,162.27,Moderate,355.79,Very Poor,6.88,Good,5.17,Good,104.4,Moderate,5,18.09,37,2.04,337,1766499065,12.0,0.0,0.0,0.0,0.0,63.55,,,,
245737957,Ballia,25.7557446,84.1503303,206.13,Poor,222.76,Poor,723.64,Severe,8.56,Good,5.43,Good,119.66,Moderate,5,16.29,47,2.44,261,1766499065,275.0,0.0,0.0,0.0,0.0,24.27,,,,
245737972,Dighwara,25.7434481,85.0010412,233.04,Poor,256.17,Poor,1041.12,Severe,13.04,Good,7.77,Good,86.67,Satisfactory,5,13.96,94,2.06,310,1766499065,170.0,0.0,0.0,0.0,0.0,22.57,,,,
245738012,Jaunpur,25.7472,82.689,169.65,Moderate,182.12,Moderate,735.15,Severe,8.33,Good,3.43,Good,82.9,Satisfactory,5,17.07,48,2.61,260,1766499065,1210.0,0.0,0.0,0.0,0.0,13.78,,,,
245738032,Indragarh,25.7283498,76.191368,103.63,Moderate,114.33,Moderate,446.36,Severe,14.35,Good,8.22,Good,96.52,Satisfactory,5,20.46,37,0.99,99,1766499065,9.0,0.0,0.0,0.0,0.0,189.63,,,,
245738229,Nainwa,25.7698671,75.8541304,80.43,Satisfactory,90.67,Satisfactory,376.87,Very Poor,12.23,Good,5.72,Good,80.54,Satisfactory,5,19.76,38,1.65,93,1766499065,27.0,0.0,0.0,0.0,0.0,25.54,,,,
245738383,Pali,25.7682376,73.3275135,133.45,Moderate,235.81,Poor,436.12,Severe,8.34,Good,4.29,Good,102.49,Moderate,5,21.39,31,3.2,356,1766498754,1514.0,2.0,0.0,0.0,0.0,26.64,806.48,,,
245738416,Chhapra,25.7784105,84.7514507,207.22,Poor,227.22,Poor,886.84,Severe,10.86,Good,9.2,Good,103.99,Moderate,5,16.34,46,2.55,259,1766499065,708.0,2.0,0.0,0.0,0.0,26.08,975.49,,,
245738425,Revelganj,25.7846684,84.6447511,207.22,Poor,227.22,Poor,886.84,Severe,10.86,Good,9.2,Good,103.99,Moderate,5,16.23,47,2.5,259,1766499065,136.0,0.0,0.0,0.0,0.0,7.8,,,,
245738523,Purnia,25.7773601,87.4731227,223.35,Poor,242.25,Poor,1053.32,Severe,19.14,Good,5.76,Good,104.23,Moderate,5,17.66,53,3.01,269,1766499031,1455.0,0.0,0.0,0.0,0.0,31.54,,,,
245738543,Karandighi,25.8157405,87.9208421,234.32,Poor,255.83,Poor,1091.37,Severe,20.08,Good,7.29,Good,106.82,Moderate,5,18.44,53,2.75,268,1766499065,114.0,0.0,0.0,0.0,0.0,16.37,,,,
245738612,Lumding,25.7535433,93.1731676,42.23,Good,56.19,Satisfactory,503.83,Severe,17.21,Good,3.36,Good,28.66,Good,3,16.54,79,1.05,166,1766499065,130.0,0.0,0.0,0.0,0.0,11.14,,,,
245738751,Kunda,25.7172101,81.5137022,146.02,Moderate,156.27,Moderate,650.95,Severe,14.99,Good,3.46,Good,67.42,Satisfactory,5,17.26,51,3.06,261,1766499065,17.0,0.0,0.0,0.0,0.0,23.43,,,,
245738958,Balotra,25.834763,72.2410908,192.49,Moderate,303.86,Very Poor,639.59,Severe,7.01,Good,3.48,Good,102.92,Moderate,5,22.69,26,4.16,2,1766498872,1031.0,2.0,0.0,0.0,0.0,8.78,462.65,,,
245739090,Asind,25.7339012,74.3321514,84.04,Satisfactory,129.63,Moderate,354.58,Very Poor,9.47,Good,4.35,Good,92.65,Satisfactory,5,19.95,33,3.34,331,1766499065,10.0,0.0,0.0,0.0,0.0,26.52,,,,
245739285,Samastipur,25.8596845,85.7839038,253.42,Poor,280.79,Poor,1302.64,Severe,21.36,Good,7.48,Good,75.26,Satisfactory,5,16.98,48,3.24,269,1766499065,121.0,1.0,0.0,0.0,0.0,27.68,27.68,,,
245739356,Rasra,25.8608909,83.8556102,213.03,Poor,232.6,Poor,928.85,Severe,14.5,Good,6.18,Good,102.68,Moderate,5,16.61,47,2.48,263,1766499065,26.0,0.0,0.0,0.0,0.0,56.75,,,,
245739393,Saharsa,25.8758962,86.5926702,236.83,Poor,260.63,Poor,1235.79,Severe,19.92,Good,5.19,Good,76.87,Satisfactory,5,17.25,52,2.64,269,1766499065,921.0,5.0,0.0,0.0,0.0,14.92,1189.89,,,
245739845,Vijainagar,25.9304646,74.6513212,69.67,Satisfactory,98.96,Satisfactory,337.29,Very Poor,11.13,Good,3.83,Good,86.09,Satisfactory,4,20.38,33,4.0,330,1766499065,350.0,2.0,1.0,0.0,0.0,153.18,541.49,1393.42,,
245739997,Pachpadra,25.921916,72.253248,192.49,Moderate,303.86,Very Poor,639.59,Severe,7.01,Good,3.48,Good,102.92,Moderate,5,22.64,26,4.73,1,1766499065,110.0,1.0,0.0,0.0,0.0,403.66,1906.08,,,
245740030,Lanka,25.9207022,92.9502797,36.76,Good,48.48,Good,423.25,Severe,15.17,Good,2.83,Good,31.69,Good,3,17.75,71,1.15,191,1766499065,59.0,0.0,0.0,0.0,0.0,13.56,,,,
245740277,Pratapgarh,25.921061,82.0023601,171.07,Moderate,184.37,Moderate,780.24,Severe,12.16,Good,4.19,Good,76.13,Satisfactory,5,17.3,50,2.95,263,1766498770,480.0,0.0,0.0,0.0,0.0,38.69,,,,
245740401,Supaul,25.9463295,86.2473604,243.51,Poor,268.6,Poor,1268.62,Severe,20.11,Good,5.87,Good,76.88,Satisfactory,5,17.28,51,2.74,269,1766499065,75.0,0.0,0.0,0.0,0.0,23.32,,,,
245740499,Fatehpur,25.9291159,80.8105997,148.88,Moderate,157.64,Moderate,577.61,Severe,11.3,Good,2.41,Good,72.97,Satisfactory,5,17.72,53,3.11,259,1766499065,682.0,1.0,0.0,0.0,0.0,21.75,1871.68,,,
245740768,Hamirpur,25.9516,80.1511,131.05,Moderate,140.46,Moderate,513.77,Severe,8.85,Good,3.87,Good,73.85,Satisfactory,5,18.28,52,3.45,267,1766499065,43.0,0.0,0.0,0.0,0.0,19.83,,,,
245740952,Rohat,25.9582028,73.1404949,155.2,Moderate,259.29,Poor,519.51,Severe,10.38,Good,3.81,Good,99.0,Satisfactory,5,22.25,28,3.43,9,1766499065,143.0,0.0,0.0,0.0,0.0,22.54,,,,
245741207,Orai,25.9863918,79.4534538,129.01,Moderate,139.6,Moderate,520.19,Severe,8.97,Good,5.95,Good,72.41,Satisfactory,5,18.36,51,3.18,282,1766499065,1891.0,0.0,0.0,0.0,0.0,6.26,,,,
245741300,Wokha,26.0962958,94.2544489,20.98,Good,25.73,Good,258.92,Poor,12.41,Good,1.31,Good,22.21,Good,2,11.94,82,1.57,125,1766499065,130.0,0.0,0.0,0.0,0.0,9.33,,,,
245741631,Salon,26.0286877,81.4540176,168.39,Moderate,178.9,Moderate,667.09,Severe,11.05,Good,2.91,Good,75.96,Satisfactory,5,17.59,51,2.92,260,1766499065,79.0,0.0,0.0,0.0,0.0,7.17,,,,
245741665,Todaraisingh,26.0252473,75.4848698,83.81,Satisfactory,109.78,Moderate,362.52,Very Poor,11.84,Good,4.24,Good,81.9,Satisfactory,5,20.47,33,3.01,323,1766499065,30.0,0.0,0.0,0.0,0.0,227.94,,,,
245741680,Dhubri,26.019642,89.991393,196.98,Moderate,216.6,Poor,927.98,Severe,17.62,Good,3.16,Good,74.69,Satisfactory,5,20.12,55,2.71,214,1766499056,29.0,1.0,0.0,0.0,0.0,50.69,332.77,,,
245741718,Muhammadabad Gohna,26.0341851,83.3816323,221.22,Poor,244.72,Poor,1149.05,Severe,19.58,Good,7.78,Good,87.36,Satisfactory,5,16.79,48,2.19,264,1766499065,165.0,0.0,0.0,0.0,0.0,2.84,,,,
245742179,Dalmau,26.0757662,81.051715,166.47,Moderate,176.43,Moderate,652.32,Severe,13.02,Good,2.73,Good,68.3,Satisfactory,5,17.89,51,3.08,257,1766499065,9.0,0.0,0.0,0.0,0.0,58.13,,,,
245742400,Mubarakpur,26.0875514,83.2905851,221.22,Poor,244.72,Poor,1149.05,Severe,19.58,Good,7.78,Good,87.36,Satisfactory,5,16.81,48,2.11,265,1766499065,284.0,0.0,0.0,0.0,0.0,3.3,,,,
245742442,Raniganj,26.0850923,87.2355105,236.71,Poor,259.82,Poor,1178.64,Severe,22.02,Good,7.09,Good,96.92,Satisfactory,5,17.6,53,2.82,276,1766499065,4.0,0.0,0.0,0.0,0.0,108.13,,,,
245742825,Masrakh,26.1037889,84.8040728,232.22,Poor,257.42,Poor,1212.49,Severe,23.43,Good,8.72,Good,80.39,Satisfactory,5,17.29,45,2.58,264,1766499065,228.0,0.0,0.0,0.0,0.0,12.27,,,,
245743334,Dinhata,26.1279625,89.4631456,231.08,Poor,253.01,Poor,1034.82,Severe,19.46,Good,4.76,Good,84.26,Satisfactory,5,20.09,49,3.03,257,1766499065,108.0,0.0,1.0,0.0,0.0,0.0,,974.48,,
245743490,Goalpara,26.1783623,90.6226683,143.85,Moderate,162.11,Moderate,754.58,Severe,11.88,Good,1.84,Good,62.87,Satisfactory,5,18.57,60,1.39,213,1766499065,33.0,0.0,0.0,0.0,0.0,27.81,,,,
245743811,Ghatampur,26.1551192,80.1674983,142.35,Moderate,152.57,Moderate,554.23,Severe,8.54,Good,3.77,Good,72.65,Satisfactory,5,18.1,52,3.57,266,1766499065,89.0,0.0,0.0,0.0,0.0,54.67,,,,
245744268,Tribeniganj,26.1270382,86.8872792,236.42,Poor,261.41,Poor,1259.3,Severe,24.63,Good,6.71,Good,83.61,Satisfactory,5,17.74,52,2.83,279,1766499065,11.0,0.0,0.0,0.0,0.0,204.03,,,,
245744352,Lambhua,26.1373895,82.2278891,182.63,Moderate,198.81,Moderate,881.52,Severe,12.18,Good,4.97,Good,79.61,Satisfactory,5,17.11,50,2.47,267,1766499065,39.0,0.0,0.0,0.0,0.0,0.0,,,,
245744553,Bilara,26.1818418,73.708888,140.66,Moderate,233.64,Poor,480.39,Severe,11.19,Good,4.53,Good,98.44,Satisfactory,5,20.49,30,3.87,0,1766499065,248.0,0.0,0.0,0.0,0.0,1.7,,,,
245744913,Gauriganj,26.2071366,81.69259,180.43,Moderate,191.04,Moderate,666.03,Severe,7.26,Good,2.52,Good,87.19,Satisfactory,5,17.68,50,2.87,267,1766499065,35.0,1.0,0.0,0.0,0.0,13.76,1959.47,,,
245744921,Bilasipara,26.2316753,90.2324363,155.05,Moderate,172.78,Moderate,841.16,Severe,16.25,Good,1.94,Good,62.74,Satisfactory,5,19.08,61,1.75,211,1766499065,23.0,0.0,0.0,0.0,0.0,56.89,,,,
245745029,Raebareli,26.2207738,81.2465203,178.71,Moderate,189.38,Moderate,684.44,Severe,10.83,Good,2.73,Good,73.41,Satisfactory,5,17.98,49,2.95,260,1766498732,1789.0,2.0,0.0,0.0,0.0,6.48,608.16,,,
245745098,Pukhrayan,26.2269466,79.8397679,153.05,Moderate,165.0,Moderate,602.49,Severe,9.39,Good,4.36,Good,69.76,Satisfactory,5,18.27,51,3.61,273,1766499065,10.0,0.0,0.0,0.0,0.0,176.81,,,,
245745365,Tufanganj,26.3139208,89.6665579,203.13,Poor,222.56,Poor,986.27,Severe,18.44,Good,3.51,Good,81.16,Satisfactory,5,19.37,53,1.71,269,1766499065,12.0,0.0,0.0,0.0,0.0,57.25,,,,
245745800,Islampur,26.2563651,88.1860517,246.07,Poor,268.62,Poor,1092.38,Severe,16.73,Good,8.77,Good,114.8,Moderate,5,18.77,56,2.43,286,1766499065,190.0,4.0,34.0,0.0,1.0,13.49,846.25,609.46,,288.13
245746201,Kasba Bonli,26.3303779,76.2270358,131.73,Moderate,154.76,Moderate,500.86,Severe,18.36,Good,7.8,Good,84.58,Satisfactory,5,18.95,38,1.75,297,1766499065,4.0,0.0,0.0,0.0,0.0,341.53,,,,
245746221,Barhalganj,26.28326,83.5066212,254.75,Poor,285.08,Poor,1474.24,Severe,28.44,Good,11.42,Good,81.53,Satisfactory,5,16.69,48,2.01,275,1766499065,23.0,0.0,0.0,0.0,0.0,24.82,,,,
245746325,Barpeta,26.3257824,91.0075712,107.56,Moderate,119.67,Moderate,593.06,Severe,10.85,Good,1.17,Good,53.84,Satisfactory,5,19.68,55,2.38,250,1766499065,120.0,0.0,0.0,0.0,0.0,91.05,,,,
245746398,Sapotra,26.2922765,76.7535781,155.7,Moderate,173.92,Moderate,593.28,Severe,19.51,Good,7.64,Good,70.87,Satisfactory,5,20.85,36,2.47,236,1766499065,3.0,0.0,0.0,0.0,0.0,95.87,,,,
245746448,Jodhpur,26.2967719,73.0351433,177.98,Moderate,280.22,Poor,628.62,Severe,15.55,Good,3.58,Good,89.78,Satisfactory,5,21.04,28,4.23,359,1766498775,1994.0,1.0,0.0,0.0,0.0,47.44,1899.73,,,
245746477,Forbesganj,26.3049106,87.2632847,244.09,Poor,269.33,Poor,1239.83,Severe,23.42,Good,8.02,Good,95.34,Satisfactory,5,17.82,54,3.0,271,1766499065,100.0,0.0,0.0,0.0,0.0,13.47,,,,
245746490,Nasirabad,26.297039,74.7369464,76.12,Satisfactory,121.11,Moderate,312.94,Very Poor,8.02,Good,3.61,Good,96.07,Satisfactory,5,19.78,32,3.7,327,1766499065,131.0,0.0,0.0,0.0,0.0,52.12,,,,
245746550,Jalalpur,26.3123442,82.7378132,209.2,Poor,231.95,Poor,1069.53,Severe,16.27,Good,6.79,Good,89.62,Satisfactory,5,16.78,50,1.96,274,1766499065,35.0,0.0,0.0,0.0,1.0,21.4,,,,599.54
245746780,Shergarh,26.3278926,72.295726,199.38,Moderate,299.01,Poor,689.38,Severe,10.08,Good,5.67,Good,104.92,Moderate,5,21.05,26,5.17,1,1766499065,10.0,0.0,0.0,0.0,0.0,58.2,,,,
245746927,Joura,26.3439772,77.8036975,102.4,Moderate,113.54,Moderate,411.24,Severe,8.52,Good,6.72,Good,79.61,Satisfactory,5,19.04,45,0.94,71,1766499065,65.0,0.0,0.0,0.0,0.0,9.37,,,,
245747060,Nagaon,26.3482238,92.6858215,25.78,Good,32.41,Good,310.7,Very Poor,10.74,Good,1.86,Good,21.25,Good,3,21.75,50,1.24,86,1766499065,721.0,0.0,2.0,0.0,0.0,42.5,,2318.64,,
245747223,Matabhanga,26.3413614,89.2150554,234.56,Poor,255.96,Poor,1068.75,Severe,17.2,Good,5.35,Good,96.18,Satisfactory,5,19.34,54,2.66,266,1766499034,51.0,0.0,0.0,0.0,0.0,69.99,,,,
245747296,Gohad,26.422782,78.4394152,94.26,Satisfactory,106.89,Moderate,446.96,Severe,10.42,Good,2.51,Good,65.15,Satisfactory,5,18.65,47,2.42,302,1766499065,27.0,0.0,0.0,0.0,0.0,179.27,,,,
245747307,Musarfirkhana,26.3750048,81.8030854,182.88,Moderate,195.91,Moderate,755.42,Severe,9.02,Good,3.48,Good,85.23,Satisfactory,5,17.67,50,2.72,268,1766499065,29.0,0.0,0.0,0.0,0.0,45.43,,,,
245747335,Kesariya,26.3521771,84.8707033,238.26,Poor,265.28,Poor,1337.93,Severe,29.23,Good,8.84,Good,72.84,Satisfactory,5,17.87,44,2.74,266,1766499065,164.0,2.0,0.0,0.0,0.0,19.04,1950.17,,,
245747339,Akbarpur,26.3832104,79.9488395,153.05,Moderate,165.0,Moderate,602.49,Severe,9.39,Good,4.36,Good,69.76,Satisfactory,5,18.52,49,3.59,270,1766499065,25.0,0.0,0.0,0.0,0.0,62.23,,,,
245747817,Kurebhar,26.4133,82.1272,210.91,Poor,227.21,Poor,889.08,Severe,10.41,Good,4.62,Good,85.86,Satisfactory,5,17.3,51,2.28,271,1766499065,213.0,0.0,0.0,0.0,0.0,42.43,,,,
245747845,Thakurganj,26.427636,88.1300288,248.18,Poor,273.52,Poor,1175.35,Severe,18.85,Good,7.82,Good,100.1,Moderate,5,18.33,59,2.63,286,1766499065,57.0,0.0,0.0,0.0,0.0,18.17,,,,
245747907,Chakia,26.4150801,85.0477734,246.9,Poor,276.49,Poor,1417.53,Severe,33.24,Good,8.9,Good,64.93,Satisfactory,5,17.76,45,2.99,266,1766499065,42.0,1.0,0.0,0.0,0.0,38.44,289.4,,,
245748028,Akbarpur,26.4200687,82.5382541,221.8,Poor,242.13,Poor,1025.23,Severe,13.41,Good,6.08,Good,87.08,Satisfactory,5,16.84,50,1.88,281,1766499065,17.0,1.0,0.0,0.0,0.0,29.37,2493.52,,,
245748064,Rangia,26.4444441,91.6172816,52.77,Satisfactory,60.6,Satisfactory,383.61,Very Poor,9.27,Good,1.71,Good,44.13,Good,4,18.92,58,2.41,266,1766499065,82.0,0.0,0.0,0.0,0.0,65.74,,,,
245748094,Mangaldoi,26.436303,92.0306569,28.0,Good,34.3,Good,298.48,Poor,8.3,Good,1.67,Good,39.08,Good,3,19.92,53,1.32,271,1766499065,124.0,0.0,0.0,0.0,0.0,22.5,,,,
245748181,Nalbari,26.445568,91.4354335,75.31,Satisfactory,84.25,Satisfactory,462.37,Severe,10.34,Good,1.62,Good,48.09,Good,5,18.62,60,2.43,268,1766499065,207.0,0.0,0.0,0.0,0.0,51.96,,,,
245748441,Jagdishpur,26.456101,81.6198203,206.87,Poor,219.56,Poor,751.9,Severe,8.07,Good,3.1,Good,87.38,Satisfactory,5,17.85,50,2.78,266,1766499065,26.0,0.0,0.0,0.0,0.0,140.97,,,,
