location_id,location_name,sensor_id,pollutant_name,value,unit,latitude,longitude,timestamp_utc,hour,day,month,day_of_week,source_label,country,source
235,"Anand Vihar, New Delhi - DPCC",381,pm10,357.0,µg/m³,28.646835,77.316032,,,,,,Agricultural,IN,OpenAQ v3
235,"Anand Vihar, New Delhi - DPCC",381,pm10,328.0,µg/m³,28.646835,77.316032,,,,,,Agricultural,IN,OpenAQ v3
235,"Anand Vihar, New Delhi - DPCC",381,pm10,354.0,µg/m³,28.646835,77.316032,,,,,,Agricultural,IN,OpenAQ v3
235,"Anand Vihar, New Delhi - DPCC",381,pm10,318.0,µg/m³,28.646835,77.316032,,,,,,Agricultural,IN,OpenAQ v3
235,"Anand Vihar, New Delhi - DPCC",384,pm25,132.0,µg/m³,28.646835,77.316032,,,,,,Agricultural,IN,OpenAQ v3
235,"Anand Vihar, New Delhi - DPCC",384,pm25,322.0,µg/m³,28.646835,77.316032,,,,,,Burning,IN,OpenAQ v3
235,"Anand Vihar, New Delhi - DPCC",384,pm25,188.0,µg/m³,28.646835,77.316032,,,,,,Agricultural,IN,OpenAQ v3
235,"Anand Vihar, New Delhi - DPCC",384,pm25,170.0,µg/m³,28.646835,77.316032,,,,,,Agricultural,IN,OpenAQ v3
235,"Anand Vihar, New Delhi - DPCC",12235610,pm25,105.0,µg/m³,28.646835,77.316032,,,,,,Agricultural,IN,OpenAQ v3
235,"Anand Vihar, New Delhi - DPCC",12235610,pm25,95.0,µg/m³,28.646835,77.316032,,,,,,Natural,IN,OpenAQ v3
235,"Anand Vihar, New Delhi - DPCC",12235612,so2,5.3,ppb,28.646835,77.316032,,,,,,Unknown,IN,OpenAQ v3
235,"Anand Vihar, New Delhi - DPCC",12235612,so2,5.4,ppb,28.646835,77.316032,,,,,,Unknown,IN,OpenAQ v3
235,"Anand Vihar, New Delhi - DPCC",12235612,so2,4.7,ppb,28.646835,77.316032,,,,,,Unknown,IN,OpenAQ v3
235,"Anand Vihar, New Delhi - DPCC",12235612,so2,5.2,ppb,28.646835,77.316032,,,,,,Unknown,IN,OpenAQ v3
235,"Anand Vihar, New Delhi - DPCC",12235612,so2,7.5,ppb,28.646835,77.316032,,,,,,Unknown,IN,OpenAQ v3
235,"Anand Vihar, New Delhi - DPCC",383,so2,29.6,µg/m³,28.646835,77.316032,,,,,,Industrial,IN,OpenAQ v3
235,"Anand Vihar, New Delhi - DPCC",383,so2,37.1,µg/m³,28.646835,77.316032,,,,,,Industrial,IN,OpenAQ v3
235,"Anand Vihar, New Delhi - DPCC",383,so2,77.4,µg/m³,28.646835,77.316032,,,,,,Industrial,IN,OpenAQ v3
235,"Anand Vihar, New Delhi - DPCC",383,so2,36.4,µg/m³,28.646835,77.316032,,,,,,Industrial,IN,OpenAQ v3
