State / Union Territory,City / town / village,SO2,NO2,PM10,PM2.5,Year,Location,Latitude,Longitude,Temperature (°C),Humidity (%),Pressure (hPa),Wind Speed (m/s),Wind Direction (°),Weather Condition,AQI_PM2.5,AQI_PM10,AQI_SO2,AQI_NO2,AQI,AQI_Category,Roads_count,Industrial_zones_count,Dump_sites_count,Agricultural_fields_count,Urban_density_score,Industrial_presence,Pollution_source_risk,Green_area_ratio,dist_nearest_road_m,dist_nearest_ind_m,dist_nearest_dump_m,dist_nearest_agri_m
Madhya Pradesh,Nagda,7,5,45,23,2022,"Nagda, Madhya Pradesh, India",23.4578957,75.4191114,16.74,41,1017,2.72,59,clear sky,38.33333333,45,8.75,6.25,45,Good,610,2,0,1,0.02,1,1.84,0,669942.7186,1066934.059,312581.019,911044.8424
Madhya Pradesh,Pithampur,15,14,106,44,2022,"Pithampur, Madhya Pradesh, India",22.6105576,75.6790283,15.91,41,1017,2.02,59,clear sky,72.96551724,104.3221477,18.75,17.5,104.3221477,Moderate,930,7,0,1,0.03,1,2.82,0,761250.8703,960542.2735,346821.8345,895431.5224
Madhya Pradesh,Ratlam,12,27,98,40,2022,"Ratlam, Madhya Pradesh, India",23.50222,74.9551534,16.66,43,1017,3.61,66,clear sky,66.20689655,98,15,33.75,98,Satisfactory,218,1,0,0,0.01,1,0.66,0,682233.1493,1085131.66,262007.8408,912377.1679
Madhya Pradesh,Rewa,6,21,56,25,2022,"Rewa, Madhya Pradesh, India",24.7560846,81.3810574,16.97,35,1016,1.05,289,clear sky,41.66666667,56,7.5,26.25,56,Satisfactory,19,0,0,0,0,0,0.06,0,666524.3453,828276.792,910954.3875,941615.5551
Madhya Pradesh,Sagar,8,19,78,34,2022,"Sagar, Madhya Pradesh, India",23.8083076,78.758254,15.28,37,1017,1.09,48,clear sky,56.06896552,78,10,23.75,78,Satisfactory,3786,0,0,0,0.11,0,11.36,0,620071.5902,854755.8713,686716.9875,885061.2647
Madhya Pradesh,Satna,6,13,62,21,2022,"Satna, Madhya Pradesh, India",24.6954445,80.7770348,16.91,34,1016,1.11,313,clear sky,35,62,7.5,16.25,62,Satisfactory,398,0,0,0,0.01,0,1.19,0,627593.7035,841919.9871,881231.507,908533.3619
Madhya Pradesh,Singrauli,27,71,184,72,2022,"Singrauli, Madhya Pradesh, India",24.2431343,82.3827672,14.42,41,1017,1.31,243,clear sky,138.5517241,156.147651,33.75,88.69230769,156.147651,Moderate,95,1,0,7,0,1,0.29,0.07,789895.9632,743278.1964,1027199.494,941649.7793
Madhya Pradesh,Ujjain,8,16,118,46,2022,"Ujjain, Madhya Pradesh, India",23.1885131,75.7716562,16.36,43,1017,2.86,68,clear sky,76.34482759,112.295302,10,20,112.295302,Moderate,5741,11,0,0,0.16,1,17.27,0,690912.0002,1026602.118,350090.2896,940532.3242
Maharashtra,Akola,14,14,63,,2022,"Akola, Maharashtra, India",20.7618123,77.1921157,17.51,47,1016,2.83,95,clear sky,,63,17.5,17.5,63,Satisfactory,450,0,0,0,0.01,0,1.35,0,623141.4972,716044.3772,585645.2693,617200.9522
Maharashtra,Ambernath,21,47,78,,2022,"Ambernath, Maharashtra, India",19.2015607,73.2004771,20.85,51,1013,1.43,56,clear sky,,78,26.25,58.53846154,78,Satisfactory,4007,23,0,2,0.11,1,12.11,0,872208.0354,722795.8305,480115.0056,867679.5321
Maharashtra,Amravati,13,15,67,,2022,"Amravati, Maharashtra, India",21.1545412,77.6442962,16.59,50,1016,2.29,53,clear sky,,67,16.25,18.75,67,Satisfactory,114,0,0,0,0,0,0.34,0,634804.592,712268.7952,609606.3557,628904.1732
Maharashtra,Aurangabad,15,26,125,58,2022,"Aurangabad, Maharashtra, India",19.877263,75.3390241,17.17,55,1016,2.46,88,clear sky,96.62068966,116.9463087,18.75,32.5,116.9463087,Moderate,12649,35,0,11,0.35,1,38.09,0,698585.7634,660189.4116,497999.0546,693227.0321
Maharashtra,Badlapur,22,57,125,,2022,"Badlapur, Maharashtra, India",19.1666237,73.2389064,20.47,51,1013,1.36,67,clear sky,,116.9463087,27.5,71.1025641,116.9463087,Moderate,2240,14,0,1,0.06,1,6.78,0,866724.8959,716867.4495,484779.3874,862207.3067
Maharashtra,Bhiwandi,29,41,61,,2022,"Bhiwandi, Maharashtra, India",19.3025562,73.0588072,22.16,51,1013,1.31,61,clear sky,,61,36.25,51,61,Satisfactory,2927,36,0,5,0.08,1,8.93,0,891253.9664,742261.7248,466425.7487,886700.6193
Maharashtra,Chandrapur,14,27,123,48,2022,"Chandrapur, Maharashtra, India",20.0967555,79.5045475,14.81,67,1016,1.23,41,clear sky,79.72413793,115.6174497,17.5,33.75,115.6174497,Moderate,39,0,0,0,0,0,0.12,0,437811.8227,478380.265,850364.0123,432310.5395
Maharashtra,Dombivali / Kalyan,21,28,128,54,2022,"Dombivali / Kalyan, Maharashtra, India",19.2568987,73.1328761,21.7,51,1013,1.44,55,clear sky,89.86206897,118.9395973,26.25,35,118.9395973,Moderate,5153,41,0,7,0.14,1,15.62,0,881602.2255,732698.1346,472693.6806,877058.0521
Maharashtra,Jalgaon,12,20,63,,2022,"Jalgaon, Maharashtra, India",20.8428826,75.5261246,18.25,50,1015,2.48,105,clear sky,,63,15,25,63,Satisfactory,24,0,0,0,0,0,0.07,0,754339.016,760669.2689,428187.3806,748607.193
Maharashtra,Jalna,10,45,93,,2022,"Jalna, Maharashtra, India",19.918833,75.8708599,16.27,61,1016,1.65,110,clear sky,,93,12.5,56.02564103,93,Satisfactory,575,7,0,3,0.02,1,1.75,0.01,653845.9653,644460.2491,532339.2122,648324.4765
Maharashtra,Kolhapur,14,25,80,,2022,"Kolhapur, Maharashtra, India",16.7028412,74.2405329,17.91,52,1015,2.04,53,clear sky,,80,17.5,31.25,80,Satisfactory,7252,15,0,10,0.2,1,21.82,0,696696.3075,444613.2138,788991.7009,693790.8757
Maharashtra,Latur,8,16,55,,2022,"Latur, Maharashtra, India",18.3553347,76.7548997,15.28,63,1016,2.93,79,clear sky,,55,10,20,55,Satisfactory,256,1,0,3,0.01,1,0.77,0.01,470386.2406,440767.8211,736345.6431,465436.1233
Maharashtra,Mumbai,16,29,114,49,2022,"Mumbai, Maharashtra, India",19.054999,72.8692035,26.02,50,1013,1.54,110,smoke,81.4137931,109.6375839,20,36.25,109.6375839,Moderate,12631,96,3,188,0.35,1,38.29,0.01,900718.3752,736257.2021,493854.7387,896327.5891
Maharashtra,Nagpur,8,22,85,45,2022,"Nagpur, Maharashtra, India",21.1498134,79.0820556,13.89,82,1016,1.03,0,haze,74.65517241,85,10,27.5,85,Satisfactory,13746,22,0,35,0.38,1,41.33,0,571066.4009,600474.5811,759147.6241,565511.3813
Maharashtra,Nanded,22,42,79,,2022,"Nanded, Maharashtra, India",19.0940088,77.4831922,16.14,59,1016,1.31,106,clear sky,,79,27.5,52.25641026,79,Satisfactory,549,0,0,0,0.02,0,1.65,0,453757.2637,517195.0908,728643.1219,448046.9971
Maharashtra,Nashik,5,27,61,36,2022,"Nashik, Maharashtra, India",20.0112475,73.7902364,16.31,53,1016,2.53,93,clear sky,59.44827586,61,6.25,33.75,61,Satisfactory,8289,8,0,60,0.23,1,24.9,0.01,853545.1986,756753.0485,401623.0608,848509.2748
Maharashtra,Navi Mumbai,21,44,100,50,2022,"Navi Mumbai, Maharashtra, India",19.0308262,73.0198537,25.97,50,1013,1.54,110,smoke,83.10344828,100,26.25,54.76923077,100,Satisfactory,6082,48,0,157,0.17,1,18.44,0.03,883966.4271,722297.2803,497890.1802,879561.691
Maharashtra,Pimpri Chinchwad,17,42,84,,2022,"Pimpri Chinchwad, Maharashtra, India",18.6279288,73.8009829,19.4,77,1016,1.7,125,clear sky,,84,21.25,52.25641026,84,Satisfactory,14538,31,5,28,0.41,1,43.75,0,786268.3994,627851.5769,558851.9672,781948.6141
Maharashtra,Pune,47,64,110,73,2022,"Pune, Maharashtra, India",18.5213738,73.8545071,19.49,77,1015,1.6,138,clear sky,141.9655172,106.9798658,58.53846154,79.8974359,141.9655172,Moderate,17991,18,1,133,0.5,1,54.05,0.01,776691.4466,614621.1108,572419.1567,772427.9877
Maharashtra,Roha,9,24,74,,2022,"Roha, Maharashtra, India",18.44658,73.1238722,19.92,59,1013,1.56,87,clear sky,,74,11.25,30,74,Satisfactory,139,4,0,1,0,1,0.43,0.01,852054.0757,666872.8114,567347.5235,847965.1599
Maharashtra,Sangli,9,35,58,,2022,"Sangli, Maharashtra, India",17.1726928,74.5867654,18.69,50,1015,4.96,65,clear sky,,58,11.25,43.75,58,Satisfactory,68,0,0,0,0,0,0.2,0,662602.5332,446234.911,746203.6904,659251.1892
Maharashtra,Solapur,18,24,74,40,2022,"Solapur, Maharashtra, India",17.8499067,75.2763203,17.97,52,1015,2.71,91,clear sky,66.20689655,74,22.5,30,74,Satisfactory,136,1,0,0,0,1,0.41,0,602478.3402,453434.3194,699741.0797,598415.2616
Maharashtra,Tarapur,22,56,89,,2022,"Tarapur, Maharashtra, India",20.8110875,77.0132205,18.1,47,1016,3.18,96,clear sky,,89,27.5,69.84615385,89,Satisfactory,439,0,0,0,0.01,0,1.32,0,639774.2735,723481.8358,565468.5064,633833.9123
Maharashtra,Thane,21,42,116,58,2022,"Thane, Maharashtra, India",19.1943294,72.9701779,25.96,50,1013,1.54,110,smoke,96.62068966,110.966443,26.25,52.25641026,110.966443,Moderate,9073,151,0,130,0.25,1,27.82,0.01,895821.087,739869.7332,478230.9826,891339.4779
Maharashtra,Ulhas Nagar,20,53,79,,2022,"Ulhas Nagar, Maharashtra, India",19.0641865,72.884834,26.01,50,1013,1.54,110,smoke,,79,25,66.07692308,79,Satisfactory,12676,111,2,166,0.35,1,38.48,0.01,899441.8354,735763.4222,492872.6576,895043.4481
Maharashtra,Vasai virar,22,19,156,40,2022,"Vasai virar, Maharashtra, India",19.4210423,72.8197221,23.74,52,1013,1.98,82,clear sky,66.20689655,137.5436242,27.5,23.75,137.5436242,Moderate,4040,9,0,3,0.11,1,12.16,0,921160.3766,770726.0673,450471.2888,916592.8465
Manipur,Imphal,51,8,37,12,2022,"Imphal, Manipur, India",24.7991162,93.9364419,12.6,87,1016,1.55,30,clear sky,20,37,63.56410256,10,63.56410256,Satisfactory,4511,3,0,0,0.13,1,13.54,0,1793280.971,1422323.675,2051894.761,1793202.707
Meghalaya,Byraihat,21,19,152,60,2022,"Byraihat, Meghalaya, India",25.8972,91.8733,14.65,93,1015,1.69,166,clear sky,100,134.885906,26.25,23.75,134.885906,Moderate,10,0,0,1,0,0,0.03,0.09,1664886.841,1331137.255,1789238.564,1693113.47
Meghalaya,Dawki,6,12,39,21,2022,"Dawki, Meghalaya, India",25.1856343,92.0215717,18.35,72,1015,2.28,19,clear sky,35,39,7.5,15,39,Good,557,5,0,1,0.02,1,1.69,0,1649336.347,1283110.677,1836386.581,1649076.53
Meghalaya,Khlihriat,5,10,48,25,2022,"Khlihriat, Meghalaya, India",25.357,92.3534,11.66,86,1016,1.49,12,clear sky,41.66666667,48,6.25,12.5,48,Good,43,0,0,0,0,0,0.13,0,1691334.621,1324782.273,1862801.985,1691080.102
Meghalaya,Nongstoin,5,11,38,21,2022,"Nongstoin, Meghalaya, India",25.5726394,91.2540803,10.99,78,1016,1.8,99,clear sky,35,38,6.25,13.75,38,Good,118,0,0,0,0,0,0.35,0,1606487.948,1254127.796,1739263.831,1614969.663
Meghalaya,Shillong,11,13,34,20,2022,"Shillong, Meghalaya, India",25.5759931,91.8827872,9.39,79,1017,0.93,197,clear sky,33.33333333,34,13.75,16.25,34,Good,4703,2,0,57,0.13,1,14.12,0.01,1668250.752,1304233.684,1804186.741,1667911.071
Meghalaya,Tura,3,7,36,17,2022,"Tura, Meghalaya, India",25.5125616,90.2171526,16.72,90,1014,1.53,58,clear sky,28.33333333,36,3.75,8.75,36,Good,52,0,0,0,0,0,0.16,0,1496489.289,1170805.787,1635802.556,1525907.274
Meghalaya,Umaim,6,8,96,31,2022,"Umaim, Meghalaya, India",25.671,91.8991,12.36,87,1016,1.45,180,clear sky,51,96,7.5,10,96,Satisfactory,599,1,0,11,0.02,1,1.8,0.02,1673625.125,1313649.748,1801680.363,1676913.57
Mizoram,Aizwal,9,4,42,10,2022,"Aizwal, Mizoram, India",23.8388812,92.624336,14.06,95,1015,1.12,122,clear sky,16.66666667,42,11.25,5,42,Good,239,0,0,1,0.01,0,0.72,0,1606808.705,1235625.63,1965308.197,1606760.771
Mizoram,Champhai,2,5,22,11,2022,"Champhai, Mizoram, India",23.6317319,93.3493185,11.4,94,1016,1.05,104,few clouds,18.33333333,22,2.5,6.25,22,Good,121,0,0,0,0,0,0.36,0,1662097.518,1290471.22,2048906.265,1662160.753
Mizoram,Kolasib,2,5,20,9,2022,"Kolasib, Mizoram, India",24.2312934,92.6766233,12.93,97,1014,1.06,137,clear sky,15,20,2.5,6.25,20,Good,100,2,0,0,0,1,0.31,0,1638128.794,1267531.421,1950024.916,1638016.682
Mizoram,Lawngtlai,2,5,27,,2022,"Lawngtlai, Mizoram, India",22.3913377,92.7397189,13.29,83,1014,0.76,70,clear sky,,27,2.5,6.25,27,Good,7,0,0,0,0,0,0.02,0,1530026.199,1159234.88,2059516.811,1530283.093
Mizoram,Lunglei,2,5,19,,2022,"Lunglei, Mizoram, India",22.9519972,92.6338827,16.15,79,1014,1.23,76,clear sky,,19,2.5,6.25,19,Good,22,0,0,0,0,0,0.07,0,1551843.849,1180273.23,2015879.884,1551962.459
Mizoram,Mamit,2,5,25,,2022,"Mamit, Mizoram, India",23.7564387,92.4515374,15.55,96,1014,1.05,98,clear sky,,25,2.5,6.25,25,Good,24,0,0,0,0,0,0.07,0,1585212.999,1214059.109,1952524.403,1585161.428
Mizoram,Saiha,2,5,27,,2022,"Saiha, Mizoram, India",22.488034,92.9813358,14.39,89,1015,1.58,87,clear sky,,27,2.5,6.25,27,Good,338,0,0,0,0.01,0,1.01,0,1559272.934,1188512.766,2076988.544,1559534.161
Mizoram,Serchhip,2,5,20,,2022,"Serchhip, Mizoram, India",23.3052514,92.8455123,9.23,78,1015,1.22,80,clear sky,,20,2.5,6.25,20,Good,146,0,0,0,0,0,0.44,0,1593653.737,1222023.926,2016487.57,1593726.741
Nagaland,Dimapur,2,8,92,,2022,"Dimapur, Nagaland, India",25.9041378,93.7177609,16.82,93,1014,0.42,207,clear sky,,92,2.5,10,92,Satisfactory,3563,6,0,0,0.1,1,10.71,0,1852550.244,1484427.185,1983157.012,1852325.797
Nagaland,Kohima,41,3,70,27,2022,"Kohima, Nagaland, India",25.6618755,94.1019156,11.7,70,1017,1.79,158,clear sky,45,70,51,3.75,70,Satisfactory,744,1,0,1,0.02,1,2.24,0,1868958.07,1499447.64,2033127.125,1868768.82
Odisha,Angul,10,27,100,36,2022,"Angul, Odisha, India",21.102538,84.9536825,15.23,64,1015,1.53,304,clear sky,59.44827586,100,12.5,33.75,100,Satisfactory,42,3,0,0,0,1,0.14,0,735055.8047,396155.2152,1394891.177,733994.747
Odisha,Balasore,4,11,79,49,2022,"Balasore, Odisha, India",21.5006421,86.919884,16.13,57,1014,2.67,337,clear sky,81.4137931,79,5,13.75,81.4137931,Satisfactory,993,1,0,0,0.03,1,2.98,0,926796.9549,563195.8191,1603984.126,926523.5891
Odisha,Berhampur,5,21,66,29,2022,"Berhampur, Odisha, India",21.4930851,86.6327298,16.38,55,1015,1.29,306,clear sky,48.33333333,66,6.25,26.25,66,Satisfactory,104,0,0,0,0,0,0.31,0,901804.1581,540700.0593,1572397.034,901447.9928
Odisha,Bhubaneshwar,2,17,108,38,2022,"Bhubaneshwar, Odisha, India",20.2602964,85.8394521,17,94,1015,1.54,300,mist,62.82758621,105.6510067,2.5,21.25,105.6510067,Moderate,9080,4,1,19,0.25,1,27.26,0,740860.6586,373799.5117,1512049.279,740653.5837
Odisha,Bonaigarh,11,14,107,41,2022,"Bonaigarh, Odisha, India",21.7474264,84.356932,14.21,52,1016,0.81,34,clear sky,67.89655172,104.9865772,13.75,17.5,104.9865772,Moderate,242,0,0,0,0.01,0,0.73,0,754082.8794,446144.5095,1317248.469,752235.2136
Odisha,Brajrajnagar,24,19,73,34,2022,"Brajrajnagar, Odisha, India",21.8498594,83.9254698,14.82,51,1016,1.9,8,clear sky,56.06896552,73,30,23.75,73,Satisfactory,180,3,0,0,0.01,1,0.55,0,738335.4779,449210.5161,1268033.604,736130.6524
Odisha,Cuttack,4,19,103,35,2022,"Cuttack, Odisha, India",20.4686,85.8792,17.1,61,1015,1.5,295,clear sky,57.75862069,102.3288591,5,23.75,102.3288591,Moderate,3313,3,0,3,0.09,1,9.95,0,759390.0827,394228.0816,1510825.925,759153.1276
Odisha,Jharsuguda,9,14,111,55,2022,"Jharsuguda, Odisha, India",21.8019368,83.9713964,14.86,50,1016,1.9,8,clear sky,91.55172414,107.6442953,11.25,17.5,107.6442953,Moderate,454,5,0,0,0.01,1,1.38,0,736085.7669,444232.2838,1273844.49,733936.9962
Odisha,Kalinga Nagar,6,14,102,59,2022,"Kalinga Nagar, Odisha, India",20.2680426,85.7623093,16.93,94,1015,1.54,300,mist,98.31034483,101.6644295,7.5,17.5,101.6644295,Moderate,6507,0,0,0,0.18,0,19.52,0,734550.1352,368220.3559,1503483.113,734332.5124
Odisha,Konark,2,13,68,,2022,"Konark, Odisha, India",19.9074291,86.1420195,19.31,54,1014,2.57,350,clear sky,,68,2.5,16.25,68,Satisfactory,456,0,0,1,0.01,0,1.37,0,744709.8288,373632.1537,1554859.214,744677.3073
Odisha,Paradeep,14,9,91,39,2022,"Paradeep, Odisha, India",20.2797383,86.6122727,18.76,57,1014,3.43,340,clear sky,64.51724138,91,17.5,11.25,91,Satisfactory,824,20,0,15,0.02,1,2.55,0.02,812651.8642,441859.8074,1595353.541,812587.9263
Odisha,Puri,2,14,92,,2022,"Puri, Odisha, India",19.8076083,85.8252538,19.8,59,1014,2.86,353,clear sky,,92,2.5,17.5,92,Satisfactory,2504,0,0,1,0.07,0,7.51,0,708712.7,338115.4067,1523856.527,708643.9184
Odisha,Rajgangpur,11,12,118,29,2022,"Rajgangpur, Odisha, India",22.1861154,84.5835067,13.41,53,1016,1.04,45,clear sky,48.33333333,112.295302,13.75,15,112.295302,Moderate,94,3,0,0,0,1,0.29,0,811792.3525,503471.2298,1336477.241,809878.1886
Odisha,Rayagada,5,16,72,,2022,"Rayagada, Odisha, India",19.4426698,83.5873053,12.95,75,1016,1.13,318,clear sky,,72,6.25,20,72,Satisfactory,45,0,0,0,0,0,0.14,0,487435.5514,160364.1404,1299567.268,486635.3155
Odisha,Rourkela,11,13,110,42,2022,"Rourkela, Odisha, India",22.2309255,84.8678705,12.56,57,1016,1.14,24,clear sky,69.5862069,106.9798658,13.75,16.25,106.9798658,Moderate,3791,8,0,9,0.11,1,11.4,0,834287.684,517844.6995,1367541.593,832532.962
Odisha,Sambalpur,7,25,102,36,2022,"Sambalpur, Odisha, India",21.5570606,84.1528515,14.8,55,1016,0.66,41,clear sky,59.44827586,101.6644295,8.75,31.25,101.6644295,Moderate,544,1,0,0,0.02,1,1.64,0,722431.6362,418860.8277,1297979.766,720539.5065
Odisha,Talcher,24,28,80,39,2022,"Talcher, Odisha, India",20.9322302,85.2005822,15.09,62,1015,1.59,315,clear sky,64.51724138,80,30,35,80,Satisfactory,219,5,0,0,0.01,1,0.68,0,739348.7864,391440.3751,1425654.914,738561.6065
Pondicherry (UT),Karaikal,2,5,42,,2022,"Karaikal, Pondicherry (UT), India",10.9167,79.8333,26.7,69,1012,5.82,42,overcast clouds,,42,2.5,6.25,42,Good,2024,1,0,57,0.06,1,6.08,0.03,640914.8103,492313.0405,1641285.193,643727.7477
Pondicherry (UT),Pondicherry,9,11,51,25,2022,"Pondicherry, Pondicherry (UT), India",11.9146,79.8083,25.21,74,1012,5.97,39,overcast clouds,41.66666667,51,11.25,13.75,51,Satisfactory,8202,36,0,67,0.23,1,24.75,0.01,528962.5558,396567.5239,1541965.752,531707.6235
Punjab,Aligarh (Jagraon),7,17,96,,2022,"Aligarh (Jagraon), Punjab, India",30.7993558,75.4944576,16.48,25,1017,1.17,337,clear sky,,96,8.75,21.25,96,Satisfactory,922,3,0,0,0.03,1,2.78,0,340220.5798,1789167.952,142217.1871,84418.3653
Punjab,Amritsar,14,37,117,51,2022,"Amritsar, Punjab, India",31.6356659,74.8787496,11.95,82,1017,0.51,0,mist,84.79310345,111.6308725,17.5,46.25,111.6308725,Moderate,11818,34,0,14,0.33,1,35.59,0,468783.0725,1917668.646,240943.4835,194692.7565
Punjab,Aspal Khurd (Tapa),6,16,94,,2022,"Aspal Khurd (Tapa), Punjab, India",30.4078,75.6212,16.59,23,1017,1.22,324,clear sky,,94,7.5,20,94,Satisfactory,1233,1,0,0,0.03,1,3.7,0,291012.0192,1738171.974,134675.9247,78972.48233
Punjab,Batala,7,16,72,,2022,"Batala, Punjab, India",31.8193025,75.1999941,15.17,38,1017,1.41,54,clear sky,,72,8.75,20,72,Satisfactory,3825,0,0,0,0.11,0,11.48,0,470758.6749,1921378.161,224695.7175,186390.0286
Punjab,Bhatinda,11,21,119,38,2022,"Bhatinda, Punjab, India",30.206791,74.9463699,15.38,20,1017,0.64,315,clear sky,62.82758621,112.9597315,13.75,26.25,112.9597315,Moderate,4053,15,0,18,0.11,1,12.22,0,325534.6807,1754799.134,214139.0861,157886.94
Punjab,Binjon (Garshankar),7,16,74,,2022,"Binjon (Garshankar), Punjab, India",30.5683,74.9704,15.38,22,1017,0.46,261,clear sky,,74,8.75,20,74,Satisfactory,788,0,0,0,0.02,0,2.36,0,354681.9571,1792969.718,201466.5606,142801.6814
Punjab,Bishanpura (Payal),8,19,96,,2022,"Bishanpura (Payal), Punjab, India",30.3097,75.8893,16.8,24,1017,1.51,335,clear sky,,96,10,23.75,96,Satisfactory,645,0,0,0,0.02,0,1.94,0,263159.5659,1712457.711,112369.4828,64081.84767
Punjab,Changal (Sangrur),5,16,92,,2022,"Changal (Sangrur), Punjab, India",30.2855305,75.7927035,16.77,23,1017,1.35,328,clear sky,,92,6.25,20,92,Satisfactory,717,0,0,0,0.02,0,2.15,0,266890.9927,1715014.324,123299.1857,73454.37085
Punjab,Dera Baba Nanak,6,13,59,,2022,"Dera Baba Nanak, Punjab, India",32.0317917,75.0284641,15.18,38,1017,1.52,74,clear sky,,59,7.5,16.25,59,Satisfactory,894,2,0,0,0.02,1,2.69,0,504383.0177,1954974.39,257247.1577,220098.4588
Punjab,Dera Bassi,8,19,105,,2022,"Dera Bassi, Punjab, India",30.5882408,76.8438542,14.94,41,1016,1.71,351,clear sky,,103.6577181,10,23.75,103.6577181,Moderate,2224,25,0,2,0.06,1,6.77,0,256469.2411,1695646.043,20693.02193,68332.85215
Punjab,Fatehpur (Samana),5,15,93,,2022,"Fatehpur (Samana), Punjab, India",30.1810444,76.2290668,16.59,27,1016,1.79,331,clear sky,,93,6.25,18.75,93,Satisfactory,1151,19,0,6,0.03,1,3.53,0.01,229117.8305,1679727.802,93485.94129,67071.37544
Punjab,Mandi Gobindgarh,11,23,132,72,2022,"Mandi Gobindgarh, Punjab, India",30.6693384,76.2974678,15.8,37,1016,2.37,340,clear sky,138.5517241,121.5973154,13.75,28.75,138.5517241,Moderate,1941,51,0,0,0.05,1,6.03,0,283003.9458,1731989.991,53262.09055,7178.709041
Punjab,Gurdaspur,7,16,75,,2022,"Gurdaspur, Punjab, India",31.9037264,75.2275587,15.01,40,1017,1.6,60,clear sky,,75,8.75,20,75,Satisfactory,711,0,0,0,0.02,0,2.13,0,479064.2954,1929679.085,229506.8729,193351.3926
Punjab,Guru Ki Dhab (Kotkapura),5,15,87,,2022,"Guru Ki Dhab (Kotkapura), Punjab, India",30.5413129,74.8190388,15.25,21,1017,0.51,243,clear sky,,87,6.25,18.75,87,Satisfactory,453,0,0,0,0.01,0,1.36,0,364440.8591,1798875.771,218598.9233,159954.0193
Punjab,Jaito Sarja (Batala),8,31,59,,2022,"Jaito Sarja (Batala), Punjab, India",31.7467253,75.197441,15.33,36,1017,1.22,46,clear sky,,59,10,38.75,59,Satisfactory,1506,0,0,0,0.04,0,4.52,0,462579.4016,1913152.422,219073.0481,179242.0641
Punjab,Jalandhar,13,23,126,46,2022,"Jalandhar, Punjab, India",31.2922312,75.5678878,16,34,1017,0.6,358,clear sky,76.34482759,117.6107383,16.25,28.75,117.6107383,Moderate,10158,3,0,1,0.28,1,30.49,0,390708.9318,1841338.653,152125.208,107578.1658
Punjab,Khanna,13,26,114,47,2022,"Khanna, Punjab, India",30.700625,76.2220763,15.98,35,1016,2.08,342,clear sky,78.03448276,109.6375839,16.25,32.5,109.6375839,Moderate,3412,21,0,5,0.1,1,10.32,0,289913.1139,1739429.19,61135.14716,2440.534971
Punjab,Kharaori (Sirhind),7,18,96,,2022,"Kharaori (Sirhind), Punjab, India",30.2512,75.7748,16.74,23,1017,1.3,325,clear sky,,96,8.75,22.5,96,Satisfactory,220,2,0,0,0.01,1,0.67,0,264573.3437,1712151.985,127175.7148,78061.44169
Punjab,Kotladoom (Ajnala),7,17,126,,2022,"Kotladoom (Ajnala), Punjab, India",30.2793,75.8409,16.78,23,1017,1.39,330,clear sky,,117.6107383,8.75,21.25,117.6107383,Moderate,765,1,0,0,0.02,1,2.3,0,263063.8608,1711675.384,118988.3571,70512.29048
Punjab,Lakho ke Behram (Ferozpur,6,16,92,,2022,"Lakho ke Behram (Ferozpur, Punjab, India",30.452,74.9655,15.18,22,1017,0.55,273,clear sky,,92,7.5,20,92,Satisfactory,184,0,0,0,0.01,0,0.55,0,344640.1272,1780463.446,204160.1144,145898.9766
Punjab,Ludhiana,11,23,172,59,2022,"Ludhiana, Punjab, India",30.9090157,75.851601,15.97,33,1017,1.39,348,clear sky,98.31034483,148.1744966,13.75,28.75,148.1744966,Moderate,15857,31,0,3,0.44,1,47.69,0,331902.9234,1782510.721,104676.8339,51376.1434
Punjab,Mrar Kalan (Muktsar),5,16,87,,2022,"Mrar Kalan (Muktsar), Punjab, India",30.4825,75.8073,16.72,25,1017,1.55,340,clear sky,,87,6.25,20,87,Satisfactory,1058,0,0,0,0.03,0,3.17,0,286755.7261,1736381.833,112009.756,56185.49794
Punjab,Mukandpur (Nawashahar),7,17,79,,2022,"Mukandpur (Nawashahar), Punjab, India",31.1591,76.0341,15.5,39,1017,1.65,16,clear sky,,79,8.75,21.25,79,Satisfactory,340,0,0,0,0.01,0,1.02,0,352895.8703,1801918.399,98686.13528,63956.11008
Punjab,Mureedke (Batala),9,29,67,,2022,"Mureedke (Batala), Punjab, India",31.5167,74.25,16.06,77,1017,0,0,smoke,,67,11.25,36.25,67,Satisfactory,7810,1,0,7,0.22,1,23.43,0,499406.483,1939942.992,298359.936,246043.152
Punjab,Naudhrani (Malerkotla),6,16,93,,2022,"Naudhrani (Malerkotla), Punjab, India",30.4024,75.6542,16.64,23,1017,1.24,324,clear sky,,93,7.5,20,93,Satisfactory,1541,1,0,0,0.04,1,4.63,0,288215.1681,1735742.089,131419.6304,76118.18723
