State / Union Territory,City / town / village,SO2,NO2,PM10,PM2.5,Year,Location,Latitude,Longitude,Temperature (°C),Humidity (%),Pressure (hPa),Wind Speed (m/s),Wind Direction (°),Weather Condition,AQI_PM2.5,AQI_PM10,AQI_SO2,AQI_NO2,AQI,AQI_Category,Roads_count,Industrial_zones_count,Dump_sites_count,Agricultural_fields_count,Urban_density_score,Industrial_presence,Pollution_source_risk,Green_area_ratio,dist_nearest_road_m,dist_nearest_ind_m,dist_nearest_dump_m,dist_nearest_agri_m
Haryana,Charkhi Dadri,7,17,157,77,2022,"Charkhi Dadri, Haryana, India",28.5919933,76.2719817,18.01,18,1017,1.75,289,clear sky,155.6206897,138.2080537,8.75,21.25,155.6206897,Moderate,398,0,0,0,0.01,0,1.19,0,106429.8032,1501579.615,280089.2677,270093.7394
Haryana,Dharuhera,10,19,216,87,2022,"Dharuhera, Haryana, India",28.2055216,76.7953099,17.42,21,1017,1.92,275,clear sky,189.7586207,177.409396,12.5,23.75,189.7586207,Moderate,2693,13,0,1,0.08,1,8.13,0,70533.48074,1429491.661,323472.0198,324833.5904
Haryana,Faridabad,15,20,211,92,2022,"Faridabad, Haryana, India",28.4031478,77.3105561,16.14,18,1016,2.09,309,clear sky,204.4137931,174.0872483,18.75,25,204.4137931,Poor,10478,33,0,4,0.29,1,31.57,0,27918.42696,1422833.453,304482.0087,317065.1485
Haryana,Fatehabad,10,22,150,73,2022,"Fatehabad, Haryana, India",29.5359209,75.5752901,16.62,19,1017,0.9,331,clear sky,141.9655172,133.557047,12.5,27.5,141.9655172,Moderate,1045,0,0,32,0.03,0,3.14,0.03,218294.0366,1644623.685,203718.2849,167328.5499
Haryana,Gurgaon,7,24,197,90,2022,"Gurgaon, Haryana, India",28.4646148,77.0299194,16.02,59,1017,0,0,haze,200,164.7852349,8.75,30,200,Moderate,16356,14,0,33,0.46,1,49.12,0,28945.26017,1444731.667,292129.8469,299288.0068
Haryana,Hissar,8,40,153,79,2022,"Hissar, Haryana, India",29.8136007,76.4776352,16.06,27,1017,1.63,307,clear sky,162.4482759,135.5503356,10,50,162.4482759,Moderate,1526,2,0,0,0.04,1,4.59,0,174398.3774,1625024.492,123130.7682,117203.2782
Haryana,Jind,8,15,132,78,2022,"Jind, Haryana, India",29.3152073,76.314082,16.44,22,1017,1.75,305,clear sky,159.0344828,121.5973154,10,18.75,159.0344828,Moderate,3886,2,0,0,0.11,1,11.67,0,135364.4451,1578139.257,189461.8375,178237.954
Haryana,Kaithal,13,14,142,67,2022,"Kaithal, Haryana, India",29.7996588,76.3989903,16.22,25,1017,1.53,310,clear sky,121.4827586,128.2416107,16.25,17.5,128.2416107,Moderate,4070,7,0,0,0.11,1,12.24,0,177226.0465,1627616.704,127418.0136,117345.0995
Haryana,Karnal,11,12,113,55,2022,"Karnal, Haryana, India",29.7255766,76.9106924,15.46,30,1017,1.97,299,clear sky,91.55172414,108.9731544,13.75,15,108.9731544,Moderate,1808,1,0,1,0.05,1,5.43,0,146144.7209,1592688.809,130988.1003,145862.1778
Haryana,Kurukshetra,11,31,132,74,2022,"Kurukshetra, Haryana, India",29.9693747,76.8482787,15.37,33,1016,2.07,311,clear sky,145.3793103,121.5973154,13.75,38.75,145.3793103,Moderate,5088,7,0,0,0.14,1,15.29,0,178188.3443,1623752.766,99141.40734,115817.3972
Haryana,Mandikhera,13,10,87,28,2022,"Mandikhera, Haryana, India",27.897075,76.9922014,17.76,21,1017,1.9,282,clear sky,46.66666667,87,16.25,12.5,87,Satisfactory,16,0,0,0,0,0,0.05,0,94181.53707,1384851.929,363210.9011,367453.9687
Haryana,Manesar,13,21,161,91,2022,"Manesar, Haryana, India",28.3247096,76.9263787,17.49,21,1017,1.91,296,clear sky,201,140.8657718,16.25,26.25,201,Poor,2967,21,0,59,0.08,1,8.98,0.02,49566.7817,1435068.695,308887.5585,313268.5208
Haryana,Narnaul,5,26,114,55,2022,"Narnaul, Haryana, India",28.0438456,76.1062015,17.82,17,1017,1.39,252,clear sky,91.55172414,109.6375839,6.25,32.5,109.6375839,Moderate,660,3,0,1,0.02,1,1.99,0,144103.6777,1453376.152,351712.4319,339737.1104
Haryana,Palwal,5,14,116,35,2022,"Palwal, Haryana, India",28.0599426,77.3223422,17.55,22,1016,2.46,304,clear sky,57.75862069,110.966443,6.25,17.5,110.966443,Moderate,1488,2,0,13,0.04,1,4.47,0.01,70584.5454,1384200.624,347325.9269,358080.5688
Haryana,Panchukula Urban Estate,16,23,,58,2022,"Panchukula Urban Estate, Haryana, India",30.6942,76.8606,14.81,40,1016,1.72,26,clear sky,96.62068966,,20,28.75,96.62068966,Satisfactory,8521,5,0,11,0.24,1,25.58,0,269707.9286,1707241.009,11398.43513,68644.47934
Haryana,Panipat,23,19,167,50,2022,"Panipat, Haryana, India",29.3912753,76.9771675,15.86,26,1017,2.03,309,clear sky,83.10344828,144.852349,28.75,23.75,144.852349,Moderate,8137,26,0,0,0.23,1,24.52,0,102890.0093,1551245.763,174362.8501,187092.4387
Haryana,Rohtak,15,45,,82,2022,"Rohtak, Haryana, India",28.9010899,76.5801935,16.99,22,1017,2.44,318,clear sky,172.6896552,,18.75,56.02564103,172.6896552,Moderate,7309,1,0,2,0.2,1,21.93,0,80828.37635,1517632.563,236251.587,233844.7163
Haryana,Sirsa,19,28,130,50,2022,"Sirsa, Haryana, India",29.6063041,74.9036568,17.01,16,1017,0.97,359,clear sky,83.10344828,120.2684564,23.75,35,120.2684564,Moderate,980,0,0,0,0.03,0,2.94,0,288006.7235,1692830.998,253525.9157,205185.5893
Haryana,Sonepat,12,19,184,46,2022,"Sonepat, Haryana, India",28.99197,77.0342633,16.63,23,1017,2.76,319,clear sky,76.34482759,156.147651,15,23.75,156.147651,Moderate,6442,8,0,0,0.18,1,19.36,0,52720.19718,1503219.677,225674.01,236258.6745
Haryana,Yamuna Nagar,11,14,168,76,2022,"Yamuna Nagar, Haryana, India",30.1389108,77.301064,14.22,51,1016,0.84,17,clear sky,152.2068966,145.5167785,13.75,17.5,152.2068966,Moderate,6810,36,0,0,0.19,1,20.57,0,195034.2897,1621565.983,97051.19654,138200.6207
Himachal Pradesh,Baddi,16,17,126,46,2022,"Baddi, Himachal Pradesh, India",30.9763026,76.7674001,14.11,42,1017,2.37,57,clear sky,76.34482759,117.6107383,20,21.25,117.6107383,Moderate,661,66,0,0,0.02,1,2.25,0,307467.3485,1744762.54,31303.39381,68373.23836
Himachal Pradesh,Damtal,2,5,67,33,2022,"Damtal, Himachal Pradesh, India",32.2539125,75.6722344,14.12,40,1017,1.91,60,clear sky,54.37931034,67,2.5,6.25,67,Satisfactory,3751,7,0,0,0.1,1,11.28,0,501054.357,1948056.237,232933.7314,212547.1675
Himachal Pradesh,Dharamshala,2,5,47,22,2022,"Dharamshala, Himachal Pradesh, India",32.2143039,76.3196717,9.01,22,1020,4.29,37,clear sky,36.66666667,47,2.5,6.25,47,Good,1951,7,7,118,0.05,1,5.9,0.06,475830.7342,1912612.661,199500.2505,197760.3519
Himachal Pradesh,Kala Amb,4,12,84,42,2022,"Kala Amb, Himachal Pradesh, India",32.0131069,76.6687667,13.23,25,1019,2.76,36,clear sky,69.5862069,84,5,15,84,Satisfactory,515,0,0,17,0.01,0,1.54,0.03,442918.6828,1872682.238,167040.6689,177550.0199
Himachal Pradesh,Manali,2,7,43,14,2022,"Manali, Himachal Pradesh, India",32.2454608,77.1872926,-0.79,30,1030,6.42,14,clear sky,23.33333333,43,2.5,8.75,43,Good,1159,0,0,3,0.03,0,3.48,0,469061.7734,1878751.231,202606.7921,227380.1212
Himachal Pradesh,Nalagarh,2,13,80,25,2022,"Nalagarh, Himachal Pradesh, India",31.1059814,76.6567018,13.94,41,1017,2.38,55,clear sky,41.66666667,80,2.5,16.25,80,Satisfactory,112,15,0,1,0,1,0.4,0.01,326267.9625,1765244.474,49769.89722,69858.95806
Himachal Pradesh,Parwanoo,2,5,44,12,2022,"Parwanoo, Himachal Pradesh, India",30.837887,76.9601747,12.07,43,1018,2.78,54,clear sky,20,44,2.5,6.25,44,Good,763,7,0,0,0.02,1,2.32,0,286759.2088,1719459.997,25042.26882,81691.78075
Himachal Pradesh,Poanta Sahib,4,11,101,47,2022,"Poanta Sahib, Himachal Pradesh, India",30.4366,77.6247,14.74,45,1017,2.15,21,clear sky,78.03448276,101,5,13.75,101,Moderate,987,11,0,0,0.03,1,3,0,237329.7115,1642096.797,102686.4036,157436.0676
Himachal Pradesh,Shimla,2,8,44,20,2022,"Shimla, Himachal Pradesh, India",31.1041526,77.1709729,5.07,49,1020,2.92,71,clear sky,33.33333333,44,2.5,10,44,Good,753,1,0,0,0.02,1,2.26,0,319814.4378,1741491.545,65497.32177,115727.6934
Himachal Pradesh,Sunder Nagar,2,5,47,22,2022,"Sunder Nagar, Himachal Pradesh, India",31.5163436,76.8840473,10.78,35,1019,2.45,78,clear sky,36.66666667,47,2.5,6.25,47,Good,220,1,0,1,0.01,1,0.66,0,375438.4618,1803486.624,102412.1615,127800.1967
Himachal Pradesh,Una,3,8,55,27,2022,"Una, Himachal Pradesh, India",31.5834642,76.2351452,12.82,48,1017,2.05,48,clear sky,45,55,3.75,10,55,Satisfactory,115,0,0,5,0,0,0.34,0.04,397902.254,1841587.367,125410.8846,114867.9118
Jammu & Kashmir (UT),Doda (J),,,,23,2022,"Doda (J), Jammu & Kashmir (UT), India",33.1323,75.567,9.65,35,1023,2.43,56,clear sky,38.33333333,,,,38.33333333,Good,91,0,0,0,0,0,0.27,0,614826.442,2057908.092,341823.91,327766.0137
Jammu & Kashmir (UT),Jammu,3,21,171,32,2022,"Jammu, Jammu & Kashmir (UT), India",32.7266,74.857,15.1,37,1017,1.48,40,clear sky,52.68965517,147.5100671,3.75,26.25,147.5100671,Moderate,10469,8,0,2,0.29,1,31.44,0,594370.0962,2044778.267,336608.953,306852.1631
Jammu & Kashmir (UT),Samba (J),,,124,35,2022,"Samba (J), Jammu & Kashmir (UT), India",32.562,75.12,15,39,1017,1.51,33,clear sky,57.75862069,116.2818792,,,116.2818792,Moderate,210,3,0,0,0.01,1,0.64,0,562116.8857,2011970.507,301367.0972,273692.0746
Jammu & Kashmir (UT),Srinagar (K),22,17,83,27,2022,"Srinagar (K), Jammu & Kashmir (UT), India",34.0837,74.7973,5.21,27,1025,1.27,339,clear sky,45,83,27.5,21.25,83,Satisfactory,8218,7,0,52,0.23,1,24.68,0.01,763113.8161,2209515.245,493247.7132,474329.1594
Jammu & Kashmir (UT),Udhampur (J),,,179,,2022,"Udhampur (J), Jammu & Kashmir (UT), India",32.9247,75.1357,12.3,28,1019,4.13,50,clear sky,,152.8255034,,,152.8255034,Moderate,308,1,0,0,0.01,1,0.93,0,605395.109,2053989.746,339746.107,316460.0934
Jharkhand,Barajamda,17,22,78,,2022,"Barajamda, Jharkhand, India",22.1640821,85.4078007,12.94,56,1016,0.47,285,clear sky,,78,21.25,27.5,78,Satisfactory,115,6,0,0,0,1,0.37,0,864405.9232,532666.2541,1428112.855,863011.2983
Jharkhand,Dhanbad,13,35,207,,2022,"Dhanbad, Jharkhand, India",23.7952809,86.4309638,16.22,43,1015,2.01,304,clear sky,,171.4295302,16.25,43.75,171.4295302,Moderate,4566,4,0,1,0.13,1,13.71,0,1089877.006,759814.07,1383238.925,1088284.073
Jharkhand,Jamshedpur,37,45,129,,2022,"Jamshedpur, Jharkhand, India",22.8015194,86.2029579,16.44,50,1015,1.44,308,clear sky,,119.6040268,46.25,56.02564103,119.6040268,Moderate,8732,18,0,2,0.24,1,26.27,0,980055.7985,641422.5815,1443419.986,978779.694
Jharkhand,Jharia,14,37,281,,2022,"Jharia, Jharkhand, India",23.7407998,86.4145678,16.55,43,1015,2.02,301,clear sky,,231,17.5,46.25,231,Poor,2543,6,0,0,0.07,1,7.65,0,1083500.304,753069.3636,1386001.636,1081921.199
Jharkhand,Jorapokhar,13,14,126,,2022,"Jorapokhar, Jharkhand, India",23.7167069,86.4110166,16.66,43,1015,2.07,297,clear sky,,117.6107383,16.25,17.5,117.6107383,Moderate,2171,5,0,0,0.06,1,6.53,0,1080933.463,750272.7674,1387550.442,1079362.284
Jharkhand,Ranchi,17,36,106,,2022,"Ranchi, Jharkhand, India",23.3700501,85.3250387,10.92,76,1017,0,0,mist,,104.3221477,21.25,45,104.3221477,Moderate,10515,3,0,24,0.29,1,31.56,0,976526.1191,664460.7924,1325227.66,974541.193
Jharkhand,Saraikela,37,45,134,,2022,"Saraikela, Jharkhand, India",22.7464225,85.9168929,14.58,53,1016,1.89,318,clear sky,,122.9261745,46.25,56.02564103,122.9261745,Moderate,180,6,0,0,0.01,1,0.56,0,954582.8299,620553.2977,1425066.779,953184.1924
Jharkhand,Sindri,13,22,158,,2022,"Sindri, Jharkhand, India",23.6751544,86.4896289,16.77,44,1015,1.92,290,clear sky,,138.8724832,16.25,27.5,138.8724832,Moderate,1307,4,0,0,0.04,1,3.94,0,1082293.283,749748.6171,1397521.949,1080776.04
Karnataka,Bagalkote,5,9,47,24,2022,"Bagalkote, Karnataka, India",16.2903648,75.5915819,19.03,53,1015,3.41,76,clear sky,40,47,6.25,11.25,47,Good,335,2,0,0,0.01,1,1.01,0,546247.7197,294570.3157,880363.1568,543774.9024
Karnataka,Bangalore,6,19,68,32,2022,"Bangalore, Karnataka, India",12.9767936,77.590082,20.56,91,1014,7.6,78,mist,52.68965517,68,7.5,23.75,68,Satisfactory,35892,112,40,178,1,1,108.24,0,516780.3058,191733.6466,1318770.431,518564.9899
Karnataka,Belgaum,21,19,88,37,2022,"Belgaum, Karnataka, India",15.8572666,74.5069343,17.53,61,1015,2.62,51,clear sky,61.13793103,88,26.25,23.75,88,Satisfactory,5643,16,0,6,0.16,1,16.99,0,670432.0936,373271.6883,891254.2695,668338.7767
Karnataka,Bidar,38,5,84,,2022,"Bidar, Karnataka, India",18.0207297,77.2487204,14.47,68,1016,2.32,70,clear sky,,84,47.5,6.25,84,Satisfactory,130,1,0,1,0,1,0.39,0.01,403585.3293,393106.9413,801500.6421,398720.7929
Karnataka,Bijapur / Vijayapura,5,10,50,18,2022,"Bijapur / Vijayapura, Karnataka, India",16.8333073,75.7175521,18.52,52,1015,4.06,69,clear sky,30,50,6.25,12.5,50,Good,6362,3,0,23,0.18,1,19.1,0,533383.1103,329387.2494,827973.8929,530270.308
Karnataka,Chamarajanagar,3,17,40,17,2022,"Chamarajanagar, Karnataka, India",11.95442,77.1069086,19.39,91,1014,1.08,124,broken clouds,28.33333333,40,3.75,21.25,40,Good,31,0,0,0,0,0,0.09,0,642106.651,313483.2767,1405470.24,643928.0694
Karnataka,Chikkaballapur,9,22,67,33,2022,"Chikkaballapur, Karnataka, India",13.0993764,77.388729,20.64,88,1014,3.84,70,few clouds,54.37931034,67,11.25,27.5,67,Satisfactory,5755,50,0,0,0.16,1,17.46,0,520540.3141,179531.7893,1296742.108,522282.0573
Karnataka,Chikkamagaluru,5,17,46,20,2022,"Chikkamagaluru, Karnataka, India",13.4058699,75.638758,17.9,95,1014,1.38,106,overcast clouds,33.33333333,46,6.25,21.25,46,Good,281,0,0,0,0.01,0,0.84,0,646197.0225,262520.3182,1196335.94,646953.7812
Karnataka,Chitradurga,3,6,41,12,2022,"Chitradurga, Karnataka, India",14.3049174,76.5296667,20.72,75,1014,4.7,48,scattered clouds,20,41,3.75,7.5,41,Good,32,1,0,0,0,1,0.1,0,507754.9722,127493.4869,1132003.2,508136.5653
Karnataka,Devanagere,4,16,66,26,2022,"Devanagere, Karnataka, India",14.4644,75.9218,20.45,63,1013,5.09,59,broken clouds,43.33333333,66,5,20,66,Satisfactory,5438,12,0,4,0.15,1,16.36,0,559700.1153,190024.9915,1090518.185,559537.5281
Karnataka,Gadag,15,13,53,28,2022,"Gadag, Karnataka, India",15.416692,75.6815801,19.71,56,1014,4.67,70,broken clouds,46.66666667,53,18.75,16.25,53,Satisfactory,1898,1,0,0,0.05,1,5.7,0,549716.4413,232955.9915,978267.4503,548321.6767
Karnataka,Gulbarga / Kalaburgi,17,20,92,38,2022,"Gulbarga / Kalaburgi, Karnataka, India",17.3297,76.8343,16.5,55,1015,3.75,57,clear sky,62.82758621,92,21.25,25,92,Satisfactory,9742,5,0,7,0.27,1,29.25,0,419332.8108,322262.6575,838338.8528,415417.6207
Karnataka,Hassan,17,25,68,27,2022,"Hassan, Karnataka, India",13.0301852,76.1744968,18.5,87,1014,2.58,102,overcast clouds,45,68,21.25,31.25,68,Satisfactory,1892,4,0,27,0.05,1,5.69,0.01,623632.9589,245537.9027,1255102.604,625052.386
Karnataka,Haveri,13,8,51,25,2022,"Haveri, Karnataka, India",14.7180267,75.3656423,20.14,59,1014,4.37,52,overcast clouds,41.66666667,51,16.25,10,51,Satisfactory,42,0,0,0,0,0,0.13,0,606139.2347,250849.9296,1043346.639,605446.5326
Karnataka,Hubli Dharwad,8,15,72,29,2022,"Hubli Dharwad, Karnataka, India",15.3427544,75.1694536,19.62,59,1014,5.24,59,scattered clouds,48.33333333,72,10,18.75,72,Satisfactory,5200,3,0,3,0.14,1,15.61,0,607207.3649,284009.2396,968099.4762,605766.0134
Karnataka,Kolar,59,13,97,43,2022,"Kolar, Karnataka, India",13.1805066,78.2669329,17.85,98,1015,1.98,66,few clouds,71.27586207,97,73.61538462,16.25,97,Satisfactory,436,0,0,0,0.01,0,1.31,0,453635.6606,183243.3004,1331495.117,455490.5341
Karnataka,Koppal,20,13,55,23,2022,"Koppal, Karnataka, India",15.5748238,76.3118494,18.09,66,1015,3.8,56,clear sky,38.33333333,55,25,16.25,55,Satisfactory,39,0,0,0,0,0,0.12,0,477251.6398,180289.2795,988165.2352,475835.3639
Karnataka,Madikeri,16,4,36,19,2022,"Madikeri, Karnataka, India",12.42149,75.7387543,16.51,98,1014,1.44,85,overcast clouds,31.66666667,36,20,5,36,Good,564,1,0,6,0.02,1,1.7,0.01,705629.3533,329922.1739,1307541.388,707234.3902
Karnataka,Mandya,2,14,39,,2022,"Mandya, Karnataka, India",12.6368939,76.7275477,18.85,91,1014,2.6,78,broken clouds,,39,2.5,17.5,39,Good,434,0,0,0,0.01,0,1.3,0,609232.266,250941.175,1317841.895,610943.6449
Karnataka,Mangalore,8,27,58,22,2022,"Mangalore, Karnataka, India",12.8698101,74.8430082,24.43,94,1011,0,0,overcast clouds,36.66666667,58,10,33.75,58,Satisfactory,4397,16,0,20,0.12,1,13.26,0,753879.3873,370196.1708,1234569.084,754654.0107
Karnataka,Mysore,3,14,47,20,2022,"Mysore, Karnataka, India",12.3051828,76.6553609,19,92,1013,2.84,51,broken clouds,33.33333333,47,3.75,17.5,47,Good,12798,12,0,57,0.36,1,38.44,0,642514.3914,288955.4356,1350692.829,644254.8289
Karnataka,Raichur,16,24,91,31,2022,"Raichur, Karnataka, India",16.0547194,76.9003647,18.94,68,1015,3.34,57,clear sky,51,91,20,30,91,Satisfactory,82,0,0,0,0,0,0.25,0,403125.5315,180688.5411,968382.6947,401133.2948
Karnataka,Ramanagara,24,19,58,28,2022,"Ramanagara, Karnataka, India",12.720006,77.3184199,19.07,92,1014,3,66,clear sky,46.66666667,58,30,23.75,58,Satisfactory,1177,2,0,0,0.03,1,3.54,0,558597.9347,223536.9853,1333315.186,560374.9166
Karnataka,Shimaga / Shivamogga,5,23,52,23,2022,"Shimaga / Shivamogga, Karnataka, India",13.9299,75.5681,19.66,67,1013,2.04,40,few clouds,38.33333333,52,6.25,28.75,52,Satisfactory,6151,3,0,1,0.17,1,18.46,0,622275.6595,242735.8129,1136540.339,622498.2144
Karnataka,Tumkuru,2,14,59,34,2022,"Tumkuru, Karnataka, India",13.3422,77.101,18,86,1014,3.48,77,clear sky,56.06896552,59,2.5,17.5,59,Satisfactory,6397,10,0,5,0.18,1,19.23,0,522779.5652,160619.3762,1258434.641,524441.3847
Karnataka,Udupi,25,16,21,,2022,"Udupi, Karnataka, India",13.5269784,74.8731879,22.48,92,1011,1.84,54,broken clouds,,21,31.25,20,31.25,Good,887,1,0,0,0.02,1,2.66,0,712281.4629,331632.6656,1161759.477,712535.7817
Karnataka,Yadgir,19,12,62,30,2022,"Yadgir, Karnataka, India",16.5744123,76.9254434,18.9,55,1015,2.2,59,clear sky,50,62,23.75,15,62,Satisfactory,61,1,0,0,0,1,0.19,0,397482.0695,235323.5505,917809.995,394643.5221
Kerala,Alappuzha,2,5,50,,2022,"Alappuzha, Kerala, India",9.5006651,76.4124143,24.27,91,1011,1.83,138,scattered clouds,,50,2.5,6.25,50,Good,658,1,0,10,0.02,1,1.98,0.01,918080.791,601475.2153,1646870.879,919970.2072
Kerala,Eloor,12,18,62,31,2022,"Eloor, Kerala, India",10.0669964,76.2989276,25.95,89,1011,0,0,mist,51,62,15,22.5,62,Satisfactory,6532,35,0,68,0.18,1,19.74,0.01,869792.5746,542587.0424,1581799.152,871654.3806
Kerala,Ernakulam,3,26,34,22,2022,"Ernakulam, Kerala, India",9.9837257,76.2740001,26.01,87,1011,1.9,102,overcast clouds,36.66666667,34,3.75,32.5,36.66666667,Good,10521,47,3,31,0.29,1,31.76,0,879227.8935,552400.1565,1590183.862,881091.5679
Kerala,Kannur,2,14,63,36,2022,"Kannur, Kerala, India",11.8763836,75.3737973,24.03,90,1010,1.58,47,overcast clouds,59.44827586,63,2.5,17.5,63,Satisfactory,4709,7,0,5,0.13,1,14.16,0,777397.1183,403757.3746,1357770.349,779041.4828
Kerala,Kochi,6,17,80,58,2022,"Kochi, Kerala, India",9.9679032,76.2444378,25.98,84,1011,1.9,105,overcast clouds,96.62068966,80,7.5,21.25,96.62068966,Satisfactory,4969,42,1,11,0.14,1,15.08,0,882499.9868,555019.7679,1591076.906,884362.4085
Kerala,Kollam,4,16,72,33,2022,"Kollam, Kerala, India",8.8870533,76.5906696,26,82,1011,3.29,149,few clouds,54.37931034,72,5,20,72,Satisfactory,11952,18,0,11,0.33,1,35.93,0,969712.4583,665406.2118,1718841.62,971665.654
Kerala,Kottayam,2,10,44,,2022,"Kottayam, Kerala, India",9.6287383,76.6455326,22.5,98,1011,0.71,96,clear sky,,44,2.5,12.5,44,Good,934,4,0,24,0.03,1,2.82,0.03,892805.7069,582007.9153,1639787.426,894703.762
Kerala,Kozhikode,5,14,59,33,2022,"Kozhikode, Kerala, India",11.2450558,75.7754716,24.57,87,1011,1.5,45,broken clouds,54.37931034,59,6.25,17.5,59,Satisfactory,3838,19,0,8,0.11,1,11.59,0,797712.8772,439681.4926,1437993.946,799461.0693
Kerala,Mallappuram,2,15,31,25,2022,"Mallappuram, Kerala, India",11.073,76.074,24.44,88,1011,1.03,70,mist,41.66666667,31,2.5,18.75,41.66666667,Good,2151,9,0,45,0.06,1,6.49,0.02,791425.036,443117.3115,1465285.299,793213.4872
Kerala,Palakkad,2,5,62,24,2022,"Palakkad, Kerala, India",10.7873692,76.4742172,23.02,93,1011,0.67,97,overcast clouds,40,62,2.5,6.25,62,Satisfactory,607,1,0,71,0.02,1,1.82,0.1,791001.2104,458822.4168,1508601.52,792840.8996
Kerala,Pathanamthitta,2,5,33,,2022,"Pathanamthitta, Kerala, India",9.2780841,76.9737443,20.33,94,1012,1.51,77,few clouds,,33,2.5,6.25,33,Good,160,0,0,3,0,0,0.48,0.02,911330.8032,615611.573,1688001.974,913340.3853
Kerala,Thiruvalla,2,5,60,,2022,"Thiruvalla, Kerala, India",9.3867448,76.5762652,22.82,98,1011,1.04,123,few clouds,,60,2.5,6.25,60,Satisfactory,2998,7,0,107,0.08,1,9.02,0.03,920490.8025,610284.6427,1664027.847,922392.1481
Kerala,Thiruvanantapuram,5,12,43,27,2022,"Thiruvanantapuram, Kerala, India",8.5241,76.9366,26.85,83,1011,0,0,mist,45,43,6.25,15,45,Good,14022,19,14,91,0.39,1,42.18,0.01,990272.0986,700495.1832,1768434.44,992373.1396
Kerala,Thrissur,3,18,54,31,2022,"Thrissur, Kerala, India",10.5270099,76.214621,23.41,95,1011,1,83,broken clouds,51,54,3.75,22.5,54,Satisfactory,9836,19,0,147,0.27,1,29.58,0.01,831699.7408,495564.3997,1529101.255,833533.5731
Kerala,Wayanad,2,5,40,22,2022,"Wayanad, Kerala, India",11.7151291,76.1271185,18.62,98,1013,1.27,48,broken clouds,36.66666667,40,2.5,6.25,40,Good,855,2,0,288,0.02,1,2.57,0.25,731773.1339,374314.3026,1396680.244,733514.4306
Madhya Pradesh,Amlai,11,18,71,33,2022,"Amlai, Madhya Pradesh, India",23.1732678,81.5917253,12.91,49,1017,1.08,256,clear sky,54.37931034,71,13.75,22.5,71,Satisfactory,736,3,0,7,0.02,1,2.22,0.01,801187.8457,636957.0299,997978.4796,797031.8685
Madhya Pradesh,Bhopal,16,22,126,52,2022,"Bhopal, Madhya Pradesh, India",23.2584857,77.401989,14.99,51,1017,1.03,320,haze,86.48275862,117.6107383,20,27.5,117.6107383,Moderate,12494,9,0,86,0.35,1,37.52,0.01,663351.3893,906916.4704,531650.4684,867613.7949
Madhya Pradesh,Chindwara,5,17,78,35,2022,"Chindwara, Madhya Pradesh, India",22.0378263,78.8788761,14.26,43,1017,2.59,13,clear sky,57.75862069,78,6.25,21.25,78,Satisfactory,0,2,0,1,0,1,0.01,1,679531.7263,686246.8832,709623.6545,674000.4134
Madhya Pradesh,Damoh,,5,56,30,2022,"Damoh, Madhya Pradesh, India",23.7981005,79.5419356,14.89,41,1017,0.4,62,clear sky,50,56,,6.25,56,Satisfactory,453,0,0,0,0.01,0,1.36,0,650560.0292,804100.2396,773366.9749,869215.6974
Madhya Pradesh,Dewas,13,23,102,38,2022,"Dewas, Madhya Pradesh, India",22.8057498,76.2940408,15.52,43,1017,1.98,21,clear sky,62.82758621,101.6644295,16.25,28.75,101.6644295,Moderate,117,0,0,0,0,0,0.35,0,725379.9163,958667.2769,410823.4553,876288.6721
Madhya Pradesh,Gwalior,20,27,132,64,2022,"Gwalior, Madhya Pradesh, India",26.2037247,78.1573628,17.48,29,1017,1.8,300,clear sky,111.2413793,121.5973154,25,33.75,121.5973154,Moderate,9075,8,0,1,0.25,1,27.26,0,319157.3003,1136618.266,594452.7642,608081.8898
Madhya Pradesh,Indore,14,49,111,42,2022,"Indore, Madhya Pradesh, India",22.7203616,75.8681996,15.93,41,1017,2.04,52,clear sky,69.5862069,107.6442953,17.5,61.05128205,107.6442953,Moderate,17142,29,6,15,0.48,1,51.56,0,743784.4898,969000.5979,365201.9483,893870.3692
Madhya Pradesh,Jabalpur,10,30,128,46,2022,"Jabalpur, Madhya Pradesh, India",23.1701522,79.9324505,14.2,48,1017,1.29,51,clear sky,76.34482759,118.9395973,12.5,37.5,118.9395973,Moderate,7526,7,0,6,0.21,1,22.61,0,737816.7308,716450.3695,813269.9279,789106.0559
Madhya Pradesh,Katni,17,27,151,58,2022,"Katni, Madhya Pradesh, India",23.7176393,80.2610181,14.24,44,1017,0.92,72,clear sky,96.62068966,134.2214765,21.25,33.75,134.2214765,Moderate,30,0,0,0,0,0,0.09,0,694681.8684,755772.883,852284.366,853576.5728
Madhya Pradesh,Maihar,9,10,37,17,2022,"Maihar, Madhya Pradesh, India",24.260444,80.7592749,16.13,36,1017,0.71,262,clear sky,28.33333333,37,11.25,12.5,37,Good,266,1,0,0,0.01,1,0.8,0,668643.7694,792929.3547,914678.3753,919955.3442
Madhya Pradesh,Mandideep,37,38,108,39,2022,"Mandideep, Madhya Pradesh, India",23.093838,77.5114296,15.36,42,1017,1.6,29,clear sky,64.51724138,105.6510067,46.25,47.5,105.6510067,Moderate,1749,15,0,3,0.05,1,5.31,0,683728.039,884465.4513,543875.3196,844496.5523
